Iterations,Avg_StackingTime, Manpower, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
3446.00 ,119.89 ,132.00 ,55.00 ,31.53 ,66.02 ,22.34 ,0.06 ,
3447.00 ,129.21 ,132.00 ,55.00 ,31.77 ,76.76 ,20.69 ,0.53 ,
3448.00 ,118.40 ,133.00 ,55.00 ,31.80 ,64.64 ,21.96 ,0.72 ,
3449.00 ,111.23 ,133.00 ,55.00 ,31.64 ,52.57 ,27.02 ,0.32 ,
3450.00 ,150.95 ,133.00 ,55.00 ,31.79 ,57.79 ,61.36 ,0.40 ,
3451.00 ,133.07 ,133.00 ,54.00 ,31.65 ,77.76 ,23.66 ,0.90 ,
3452.00 ,133.71 ,133.00 ,55.00 ,31.61 ,76.55 ,25.54 ,0.65 ,
3453.00 ,153.32 ,134.00 ,55.00 ,31.75 ,72.83 ,48.75 ,0.55 ,
3454.00 ,127.24 ,134.00 ,55.00 ,31.81 ,73.64 ,21.79 ,0.03 ,
3455.00 ,124.33 ,134.00 ,55.00 ,31.55 ,67.90 ,24.88 ,0.21 ,
3456.00 ,125.96 ,133.00 ,55.00 ,31.66 ,65.06 ,29.23 ,0.55 ,
3457.00 ,172.91 ,132.00 ,55.00 ,32.22 ,65.65 ,75.04 ,0.41 ,
3458.00 ,122.87 ,132.00 ,55.00 ,32.12 ,65.01 ,25.74 ,0.55 ,
3459.00 ,111.29 ,133.00 ,55.00 ,31.47 ,57.81 ,22.01 ,0.59 ,
3460.00 ,127.98 ,134.00 ,55.00 ,31.49 ,69.37 ,27.12 ,0.19 ,
3461.00 ,131.31 ,134.00 ,55.00 ,31.19 ,73.90 ,26.22 ,0.15 ,
3462.00 ,125.26 ,134.00 ,55.00 ,31.26 ,67.82 ,26.18 ,0.09 ,
3463.00 ,134.61 ,134.00 ,55.00 ,31.09 ,79.17 ,24.36 ,0.89 ,
3464.00 ,129.96 ,134.00 ,55.00 ,31.05 ,72.79 ,26.12 ,0.27 ,
3465.00 ,129.15 ,134.00 ,55.00 ,31.18 ,73.20 ,24.77 ,0.15 ,
3466.00 ,122.38 ,133.00 ,55.00 ,31.38 ,68.57 ,22.42 ,0.38 ,
3467.00 ,127.45 ,134.00 ,55.00 ,31.24 ,72.81 ,23.40 ,0.34 ,
3468.00 ,129.34 ,132.00 ,55.00 ,31.73 ,69.61 ,28.00 ,0.34 ,
3469.00 ,139.83 ,133.00 ,55.00 ,31.92 ,77.61 ,30.31 ,0.31 ,
3470.00 ,115.35 ,133.00 ,55.00 ,31.21 ,62.73 ,21.41 ,0.62 ,
3471.00 ,127.29 ,132.00 ,55.00 ,31.11 ,69.60 ,26.58 ,0.73 ,
3472.00 ,119.05 ,131.00 ,55.00 ,31.60 ,61.51 ,25.94 ,0.58 ,
3473.00 ,130.02 ,131.00 ,54.00 ,31.41 ,71.98 ,26.63 ,0.92 ,
3474.00 ,132.86 ,132.00 ,54.00 ,31.37 ,65.95 ,35.54 ,0.47 ,
3475.00 ,127.81 ,132.00 ,55.00 ,31.39 ,68.39 ,28.03 ,0.61 ,
3476.00 ,121.12 ,131.00 ,54.00 ,31.33 ,63.60 ,26.19 ,0.64 ,
3477.00 ,130.86 ,132.00 ,55.00 ,31.49 ,65.45 ,33.93 ,0.77 ,
3478.00 ,130.21 ,132.00 ,55.00 ,31.51 ,74.08 ,24.62 ,0.59 ,
3479.00 ,114.88 ,134.00 ,55.00 ,31.39 ,56.69 ,26.80 ,0.24 ,
3480.00 ,128.07 ,132.00 ,55.00 ,32.03 ,69.64 ,26.40 ,0.44 ,
3481.00 ,119.17 ,131.00 ,55.00 ,31.48 ,61.07 ,26.62 ,0.58 ,
3482.00 ,160.27 ,132.00 ,55.00 ,31.45 ,75.36 ,53.45 ,0.28 ,
3483.00 ,167.59 ,132.00 ,55.00 ,31.49 ,78.30 ,57.81 ,0.17 ,
3484.00 ,117.13 ,132.00 ,55.00 ,31.49 ,64.38 ,21.26 ,0.16 ,
3485.00 ,130.45 ,132.00 ,55.00 ,31.45 ,72.46 ,26.54 ,0.56 ,
3486.00 ,122.39 ,132.00 ,55.00 ,31.49 ,68.92 ,21.97 ,0.22 ,
3487.00 ,128.49 ,132.00 ,55.00 ,31.50 ,72.45 ,24.54 ,0.46 ,
3488.00 ,146.02 ,132.00 ,55.00 ,31.46 ,75.03 ,39.53 ,0.20 ,
3489.00 ,157.84 ,133.00 ,55.00 ,31.48 ,63.67 ,62.68 ,0.81 ,
3490.00 ,139.62 ,133.00 ,55.00 ,31.49 ,68.01 ,40.12 ,0.33 ,
3491.00 ,119.66 ,132.00 ,55.00 ,31.95 ,64.04 ,23.67 ,0.45 ,
3492.00 ,133.74 ,132.00 ,55.00 ,31.86 ,74.88 ,27.00 ,0.43 ,
3493.00 ,127.85 ,132.00 ,55.00 ,31.41 ,65.02 ,31.41 ,0.15 ,
3494.00 ,127.91 ,131.00 ,55.00 ,31.44 ,69.52 ,26.95 ,0.35 ,
3495.00 ,124.19 ,131.00 ,54.00 ,31.45 ,66.96 ,25.77 ,0.71 ,
3496.00 ,117.02 ,131.00 ,55.00 ,31.42 ,59.44 ,26.16 ,0.12 ,
3497.00 ,122.27 ,130.00 ,54.00 ,31.46 ,61.90 ,28.91 ,0.46 ,
3498.00 ,123.20 ,130.00 ,54.00 ,31.43 ,66.69 ,25.08 ,0.37 ,
3499.00 ,130.79 ,131.00 ,54.00 ,31.48 ,71.40 ,27.91 ,0.43 ,
3500.00 ,134.77 ,131.00 ,54.00 ,31.43 ,74.28 ,29.06 ,0.70 ,
3501.00 ,123.78 ,131.00 ,54.00 ,31.45 ,61.35 ,30.98 ,0.26 ,
3502.00 ,119.63 ,131.00 ,54.00 ,31.39 ,59.39 ,28.85 ,0.81 ,
3503.00 ,126.03 ,132.00 ,55.00 ,31.69 ,65.51 ,28.84 ,0.43 ,
3504.00 ,127.54 ,131.00 ,54.00 ,31.37 ,62.17 ,34.00 ,0.87 ,
3505.00 ,137.10 ,132.00 ,55.00 ,31.40 ,68.39 ,37.32 ,0.32 ,
3506.00 ,120.73 ,132.00 ,55.00 ,30.90 ,65.65 ,24.18 ,0.46 ,
3507.00 ,131.28 ,131.00 ,55.00 ,31.79 ,70.20 ,29.30 ,0.46 ,
3508.00 ,161.77 ,132.00 ,55.00 ,31.85 ,69.39 ,60.52 ,0.49 ,
3509.00 ,119.61 ,132.00 ,54.00 ,31.83 ,57.93 ,29.86 ,0.74 ,
3510.00 ,122.31 ,132.00 ,54.00 ,31.78 ,65.75 ,24.78 ,0.17 ,
3511.00 ,138.91 ,132.00 ,54.00 ,31.80 ,77.93 ,29.18 ,0.42 ,
3512.00 ,123.93 ,133.00 ,54.00 ,31.85 ,63.35 ,28.73 ,0.35 ,
3513.00 ,142.91 ,133.00 ,54.00 ,31.82 ,75.28 ,35.81 ,0.35 ,
3514.00 ,127.53 ,132.00 ,54.00 ,31.86 ,69.19 ,26.49 ,0.29 ,
3515.00 ,112.72 ,132.00 ,54.00 ,31.82 ,50.35 ,30.54 ,0.08 ,
3516.00 ,124.85 ,132.00 ,54.00 ,31.27 ,67.97 ,25.61 ,0.53 ,
3517.00 ,174.19 ,132.00 ,54.00 ,31.28 ,64.53 ,78.38 ,0.80 ,
3518.00 ,122.23 ,132.00 ,54.00 ,31.29 ,61.32 ,29.62 ,0.22 ,
3519.00 ,131.88 ,131.00 ,54.00 ,31.28 ,71.85 ,28.76 ,0.81 ,
3520.00 ,127.02 ,132.00 ,54.00 ,31.25 ,69.07 ,26.69 ,0.28 ,
3521.00 ,129.77 ,132.00 ,54.00 ,31.17 ,68.10 ,30.49 ,0.56 ,
3522.00 ,130.54 ,133.00 ,54.00 ,31.16 ,72.15 ,27.23 ,0.68 ,
3523.00 ,133.51 ,133.00 ,54.00 ,31.13 ,74.46 ,27.92 ,0.25 ,
3524.00 ,185.95 ,133.00 ,54.00 ,31.21 ,79.48 ,75.26 ,0.17 ,
3525.00 ,167.95 ,132.00 ,54.00 ,31.16 ,71.62 ,65.18 ,0.69 ,
3526.00 ,161.80 ,133.00 ,54.00 ,31.26 ,64.60 ,65.94 ,0.30 ,
3527.00 ,127.00 ,133.00 ,54.00 ,31.29 ,69.46 ,26.26 ,0.25 ,
3528.00 ,131.76 ,133.00 ,54.00 ,31.25 ,68.01 ,32.50 ,0.08 ,
3529.00 ,120.83 ,132.00 ,55.00 ,31.22 ,60.98 ,28.63 ,0.50 ,
3530.00 ,108.88 ,133.00 ,55.00 ,30.88 ,51.17 ,26.83 ,1.00 ,
3531.00 ,128.51 ,134.00 ,55.00 ,31.07 ,68.92 ,28.52 ,0.34 ,
3532.00 ,137.43 ,133.00 ,55.00 ,30.95 ,77.59 ,28.89 ,0.32 ,
3533.00 ,139.78 ,133.00 ,55.00 ,30.93 ,80.13 ,28.72 ,0.20 ,
3534.00 ,158.83 ,133.00 ,55.00 ,30.91 ,62.88 ,65.04 ,0.22 ,
3535.00 ,129.40 ,133.00 ,54.00 ,30.97 ,67.36 ,31.08 ,0.28 ,
3536.00 ,145.43 ,133.00 ,54.00 ,31.25 ,83.06 ,31.11 ,0.61 ,
3537.00 ,115.54 ,133.00 ,54.00 ,30.94 ,56.33 ,28.27 ,0.04 ,
3538.00 ,138.59 ,133.00 ,54.00 ,30.91 ,77.01 ,30.67 ,0.25 ,
3539.00 ,122.50 ,133.00 ,54.00 ,30.92 ,61.78 ,29.80 ,0.09 ,
3540.00 ,135.36 ,134.00 ,55.00 ,30.70 ,76.73 ,27.94 ,0.42 ,
3541.00 ,120.24 ,133.00 ,54.00 ,31.14 ,58.63 ,30.47 ,0.21 ,
3542.00 ,122.17 ,133.00 ,54.00 ,30.98 ,60.46 ,30.72 ,0.89 ,
3543.00 ,131.16 ,132.00 ,54.00 ,30.94 ,73.67 ,26.55 ,0.47 ,
3544.00 ,168.59 ,132.00 ,54.00 ,30.92 ,61.04 ,76.63 ,0.37 ,
3545.00 ,164.16 ,131.00 ,54.00 ,30.89 ,59.37 ,73.89 ,0.18 ,
3546.00 ,128.73 ,132.00 ,54.00 ,30.96 ,69.55 ,28.23 ,0.37 ,
3547.00 ,127.67 ,133.00 ,54.00 ,30.92 ,71.98 ,24.77 ,0.45 ,
3548.00 ,172.51 ,132.00 ,54.00 ,30.95 ,66.46 ,75.10 ,1.00 ,
3549.00 ,154.38 ,133.00 ,54.00 ,30.97 ,63.61 ,59.81 ,0.64 ,
3550.00 ,143.84 ,133.00 ,54.00 ,30.77 ,81.94 ,31.13 ,0.06 ,
3551.00 ,135.23 ,132.00 ,54.00 ,30.95 ,77.82 ,26.46 ,0.34 ,
3552.00 ,129.50 ,132.00 ,54.00 ,30.91 ,64.60 ,33.98 ,0.18 ,
3553.00 ,125.24 ,132.00 ,54.00 ,30.90 ,66.70 ,27.63 ,0.15 ,
3554.00 ,128.30 ,131.00 ,54.00 ,30.93 ,67.09 ,30.28 ,0.48 ,
3555.00 ,119.45 ,131.00 ,54.00 ,30.93 ,59.34 ,29.17 ,0.47 ,
3556.00 ,147.10 ,130.00 ,54.00 ,30.84 ,53.35 ,62.90 ,0.44 ,
3557.00 ,132.15 ,131.00 ,54.00 ,31.02 ,69.73 ,31.40 ,0.25 ,
3558.00 ,116.82 ,130.00 ,54.00 ,30.98 ,57.52 ,28.32 ,0.14 ,
3559.00 ,135.30 ,131.00 ,54.00 ,30.89 ,76.35 ,28.07 ,0.18 ,
3560.00 ,128.42 ,131.00 ,54.00 ,30.94 ,67.64 ,29.84 ,0.35 ,
3561.00 ,133.54 ,131.00 ,54.00 ,30.96 ,74.32 ,28.26 ,0.28 ,
3562.00 ,121.45 ,132.00 ,54.00 ,30.98 ,61.58 ,28.89 ,0.56 ,
3563.00 ,128.95 ,132.00 ,54.00 ,30.96 ,72.24 ,25.75 ,0.27 ,
3564.00 ,162.84 ,132.00 ,54.00 ,30.97 ,74.85 ,57.02 ,0.02 ,
3565.00 ,131.11 ,132.00 ,54.00 ,30.94 ,71.49 ,28.68 ,0.35 ,
3566.00 ,178.26 ,132.00 ,54.00 ,31.01 ,71.37 ,75.88 ,0.27 ,
3567.00 ,160.51 ,132.00 ,54.00 ,30.95 ,73.65 ,55.91 ,0.41 ,
3568.00 ,133.98 ,132.00 ,54.00 ,31.05 ,72.45 ,30.48 ,0.31 ,
3569.00 ,124.34 ,132.00 ,54.00 ,30.99 ,61.80 ,31.54 ,0.31 ,
3570.00 ,159.81 ,132.00 ,54.00 ,30.97 ,68.10 ,60.74 ,0.20 ,
3571.00 ,116.64 ,132.00 ,54.00 ,30.95 ,55.92 ,29.77 ,0.49 ,
3572.00 ,172.29 ,132.00 ,54.00 ,30.99 ,71.67 ,69.63 ,0.83 ,
3573.00 ,168.50 ,131.00 ,55.00 ,31.25 ,67.73 ,69.51 ,0.71 ,
3574.00 ,120.62 ,132.00 ,55.00 ,31.28 ,65.02 ,24.31 ,0.51 ,
3575.00 ,130.60 ,132.00 ,55.00 ,31.27 ,71.95 ,27.38 ,0.36 ,
3576.00 ,116.41 ,132.00 ,55.00 ,31.29 ,59.54 ,25.58 ,0.59 ,
3577.00 ,150.94 ,132.00 ,55.00 ,31.14 ,67.23 ,52.57 ,0.24 ,
3578.00 ,120.75 ,130.00 ,55.00 ,30.94 ,66.35 ,23.46 ,0.66 ,
3579.00 ,162.76 ,130.00 ,55.00 ,31.06 ,59.13 ,72.57 ,0.09 ,
3580.00 ,174.23 ,130.00 ,55.00 ,31.04 ,67.15 ,76.03 ,0.12 ,
3581.00 ,131.63 ,130.00 ,55.00 ,31.04 ,71.57 ,29.02 ,0.25 ,
3582.00 ,163.86 ,130.00 ,55.00 ,30.97 ,58.28 ,74.61 ,0.55 ,
3583.00 ,133.32 ,130.00 ,55.00 ,31.28 ,74.69 ,27.35 ,0.53 ,
3584.00 ,121.55 ,130.00 ,55.00 ,31.06 ,61.49 ,29.00 ,0.35 ,
3585.00 ,127.50 ,130.00 ,55.00 ,31.11 ,63.32 ,33.07 ,0.59 ,
3586.00 ,120.50 ,131.00 ,54.00 ,30.96 ,63.96 ,25.58 ,0.77 ,
3587.00 ,135.03 ,132.00 ,54.00 ,30.91 ,78.11 ,26.01 ,0.50 ,
3588.00 ,130.11 ,131.00 ,54.00 ,30.99 ,76.01 ,23.12 ,0.16 ,
3589.00 ,116.22 ,131.00 ,55.00 ,30.99 ,47.42 ,37.82 ,0.52 ,
3590.00 ,161.44 ,131.00 ,55.00 ,30.96 ,58.38 ,72.10 ,0.06 ,
3591.00 ,139.00 ,131.00 ,55.00 ,30.97 ,69.77 ,38.26 ,0.08 ,
3592.00 ,124.07 ,132.00 ,55.00 ,31.15 ,65.11 ,27.81 ,0.57 ,
3593.00 ,134.30 ,131.00 ,56.00 ,31.40 ,71.13 ,31.76 ,0.85 ,
3594.00 ,130.10 ,131.00 ,56.00 ,31.41 ,73.52 ,25.17 ,0.28 ,
3595.00 ,119.83 ,131.00 ,55.00 ,31.33 ,61.17 ,27.33 ,1.00 ,
3596.00 ,127.29 ,130.00 ,55.00 ,31.16 ,65.13 ,30.99 ,0.63 ,
3597.00 ,113.65 ,131.00 ,54.00 ,31.29 ,54.28 ,28.08 ,0.46 ,
3598.00 ,120.71 ,131.00 ,55.00 ,31.29 ,65.04 ,24.38 ,0.19 ,
3599.00 ,168.18 ,131.00 ,56.00 ,31.15 ,64.95 ,72.07 ,0.38 ,
3600.00 ,117.85 ,130.00 ,55.00 ,31.16 ,60.82 ,25.87 ,0.26 ,
3601.00 ,160.49 ,131.00 ,54.00 ,31.18 ,61.42 ,67.88 ,0.88 ,
3602.00 ,138.49 ,131.00 ,54.00 ,31.17 ,54.65 ,52.67 ,0.14 ,
3603.00 ,134.10 ,131.00 ,54.00 ,31.13 ,70.48 ,32.49 ,0.34 ,
3604.00 ,128.27 ,131.00 ,54.00 ,30.90 ,70.17 ,27.20 ,0.35 ,
3605.00 ,168.54 ,131.00 ,54.00 ,30.80 ,64.21 ,73.54 ,0.32 ,
3606.00 ,130.72 ,131.00 ,54.00 ,30.73 ,66.55 ,33.45 ,0.26 ,
3607.00 ,164.87 ,131.00 ,54.00 ,30.77 ,62.15 ,71.95 ,0.40 ,
3608.00 ,131.21 ,131.00 ,54.00 ,31.00 ,68.87 ,31.33 ,0.71 ,
3609.00 ,125.67 ,131.00 ,54.00 ,30.99 ,64.68 ,30.00 ,0.53 ,
3610.00 ,133.35 ,131.00 ,54.00 ,31.17 ,73.48 ,28.71 ,0.53 ,
3611.00 ,118.85 ,130.00 ,54.00 ,31.15 ,58.99 ,28.71 ,0.55 ,
3612.00 ,164.93 ,131.00 ,54.00 ,30.94 ,70.14 ,63.85 ,0.53 ,
3613.00 ,137.14 ,131.00 ,54.00 ,31.04 ,77.73 ,28.37 ,0.12 ,
3614.00 ,119.45 ,130.00 ,55.00 ,31.18 ,63.69 ,24.59 ,0.50 ,
3615.00 ,137.87 ,130.00 ,54.00 ,31.16 ,69.39 ,37.33 ,0.25 ,
3616.00 ,177.02 ,131.00 ,54.00 ,31.19 ,63.83 ,82.01 ,0.28 ,
3617.00 ,167.01 ,131.00 ,55.00 ,31.22 ,70.57 ,65.22 ,0.71 ,
3618.00 ,160.06 ,131.00 ,55.00 ,31.17 ,67.53 ,61.35 ,0.55 ,
3619.00 ,142.38 ,131.00 ,54.00 ,31.02 ,79.94 ,31.42 ,0.77 ,
3620.00 ,130.52 ,131.00 ,54.00 ,31.20 ,66.29 ,33.03 ,0.14 ,
3621.00 ,137.51 ,131.00 ,54.00 ,31.13 ,58.36 ,48.02 ,0.06 ,
3622.00 ,161.00 ,131.00 ,54.00 ,31.04 ,60.50 ,69.45 ,0.16 ,
3623.00 ,144.99 ,131.00 ,54.00 ,30.99 ,68.15 ,45.85 ,0.88 ,
3624.00 ,127.94 ,131.00 ,54.00 ,30.99 ,66.87 ,30.09 ,0.21 ,
3625.00 ,127.41 ,130.00 ,54.00 ,30.97 ,66.79 ,29.64 ,0.86 ,
3626.00 ,175.81 ,131.00 ,54.00 ,30.95 ,73.04 ,71.82 ,0.47 ,
3627.00 ,160.52 ,131.00 ,54.00 ,30.93 ,67.37 ,62.22 ,0.25 ,
3628.00 ,138.94 ,130.00 ,53.00 ,31.04 ,75.00 ,32.90 ,0.74 ,
3629.00 ,121.22 ,130.00 ,53.00 ,31.03 ,60.62 ,29.57 ,0.24 ,
3630.00 ,116.38 ,130.00 ,53.00 ,30.99 ,56.96 ,28.42 ,0.70 ,
3631.00 ,133.34 ,130.00 ,53.00 ,31.00 ,63.64 ,38.70 ,0.07 ,
3632.00 ,117.05 ,130.00 ,54.00 ,31.06 ,58.74 ,27.25 ,0.33 ,
3633.00 ,132.70 ,130.00 ,53.00 ,31.08 ,66.53 ,35.08 ,0.80 ,
3634.00 ,175.99 ,130.00 ,53.00 ,31.11 ,68.62 ,76.25 ,0.88 ,
3635.00 ,128.58 ,130.00 ,53.00 ,31.16 ,68.51 ,28.92 ,0.38 ,
3636.00 ,122.01 ,130.00 ,54.00 ,30.86 ,61.48 ,29.67 ,0.50 ,
3637.00 ,165.06 ,130.00 ,53.00 ,30.87 ,70.46 ,63.73 ,0.63 ,
3638.00 ,128.87 ,129.00 ,54.00 ,30.88 ,69.16 ,28.83 ,0.89 ,
3639.00 ,116.28 ,129.00 ,53.00 ,30.87 ,61.52 ,23.88 ,0.15 ,
3640.00 ,152.55 ,129.00 ,54.00 ,30.87 ,72.96 ,48.72 ,0.15 ,
3641.00 ,117.97 ,130.00 ,54.00 ,30.84 ,58.79 ,28.34 ,0.76 ,
3642.00 ,174.34 ,130.00 ,54.00 ,30.88 ,66.74 ,76.71 ,0.36 ,
3643.00 ,125.85 ,131.00 ,54.00 ,30.92 ,65.05 ,29.87 ,0.82 ,
3644.00 ,118.84 ,131.00 ,54.00 ,30.93 ,53.36 ,34.55 ,0.47 ,
3645.00 ,113.08 ,131.00 ,54.00 ,30.91 ,58.48 ,23.69 ,0.18 ,
3646.00 ,120.21 ,131.00 ,54.00 ,30.85 ,59.63 ,29.72 ,0.85 ,
3647.00 ,172.64 ,130.00 ,54.00 ,30.82 ,73.38 ,68.44 ,0.42 ,
3648.00 ,133.13 ,130.00 ,53.00 ,30.96 ,73.62 ,28.55 ,0.30 ,
3649.00 ,111.53 ,130.00 ,53.00 ,30.92 ,52.92 ,27.68 ,0.24 ,
3650.00 ,124.74 ,130.00 ,54.00 ,30.98 ,65.00 ,28.77 ,0.18 ,
3651.00 ,128.76 ,130.00 ,54.00 ,30.98 ,69.77 ,28.01 ,0.28 ,
3652.00 ,131.23 ,130.00 ,54.00 ,30.90 ,70.96 ,29.38 ,0.59 ,
3653.00 ,130.39 ,130.00 ,54.00 ,30.88 ,74.14 ,25.38 ,0.38 ,
3654.00 ,145.88 ,130.00 ,54.00 ,30.91 ,80.06 ,34.92 ,0.29 ,
3655.00 ,165.72 ,130.00 ,54.00 ,30.89 ,62.43 ,72.41 ,0.22 ,
3656.00 ,118.34 ,130.00 ,54.00 ,30.91 ,60.62 ,26.81 ,0.20 ,
3657.00 ,124.75 ,130.00 ,53.00 ,30.87 ,66.75 ,27.13 ,0.66 ,
3658.00 ,115.65 ,130.00 ,53.00 ,30.87 ,56.84 ,27.94 ,0.53 ,
3659.00 ,120.02 ,129.00 ,53.00 ,30.86 ,63.46 ,25.70 ,0.39 ,
3660.00 ,127.20 ,130.00 ,53.00 ,30.93 ,69.81 ,26.47 ,0.51 ,
3661.00 ,121.58 ,130.00 ,53.00 ,30.95 ,65.72 ,24.91 ,1.00 ,
3662.00 ,132.79 ,130.00 ,53.00 ,30.98 ,74.38 ,27.43 ,0.41 ,
3663.00 ,127.13 ,130.00 ,53.00 ,30.88 ,72.15 ,24.10 ,0.32 ,
3664.00 ,164.89 ,130.00 ,53.00 ,30.73 ,60.85 ,73.30 ,0.38 ,
3665.00 ,133.23 ,130.00 ,54.00 ,30.63 ,72.66 ,29.94 ,0.28 ,
3666.00 ,133.54 ,130.00 ,54.00 ,30.58 ,67.21 ,35.75 ,0.57 ,
3667.00 ,134.52 ,130.00 ,54.00 ,30.54 ,74.97 ,29.01 ,0.62 ,
3668.00 ,122.63 ,130.00 ,54.00 ,30.56 ,68.51 ,23.56 ,0.28 ,
3669.00 ,127.47 ,130.00 ,54.00 ,30.55 ,73.56 ,23.36 ,0.16 ,
3670.00 ,162.09 ,131.00 ,53.00 ,31.04 ,67.32 ,63.73 ,0.56 ,
3671.00 ,127.82 ,131.00 ,53.00 ,30.84 ,68.89 ,28.09 ,0.27 ,
3672.00 ,129.98 ,129.00 ,53.00 ,30.86 ,71.13 ,27.99 ,0.72 ,
3673.00 ,141.05 ,129.00 ,53.00 ,30.90 ,79.30 ,30.85 ,0.42 ,
3674.00 ,128.08 ,129.00 ,53.00 ,30.87 ,72.02 ,25.18 ,0.41 ,
3675.00 ,118.87 ,129.00 ,53.00 ,31.17 ,62.51 ,25.18 ,0.29 ,
3676.00 ,169.78 ,129.00 ,54.00 ,31.21 ,68.56 ,70.01 ,0.25 ,
3677.00 ,171.01 ,129.00 ,54.00 ,31.25 ,69.60 ,70.16 ,0.68 ,
3678.00 ,157.18 ,128.00 ,54.00 ,30.94 ,69.38 ,56.87 ,1.00 ,
3679.00 ,180.13 ,129.00 ,54.00 ,31.03 ,82.01 ,67.09 ,0.47 ,
3680.00 ,167.75 ,129.00 ,54.00 ,31.02 ,75.03 ,61.71 ,0.22 ,
3681.00 ,119.69 ,129.00 ,54.00 ,31.07 ,62.57 ,26.06 ,0.24 ,
3682.00 ,122.32 ,129.00 ,54.00 ,31.02 ,62.78 ,28.52 ,0.46 ,
3683.00 ,138.01 ,129.00 ,54.00 ,31.02 ,77.98 ,29.01 ,0.16 ,
3684.00 ,123.43 ,129.00 ,54.00 ,31.04 ,63.31 ,29.08 ,0.30 ,
3685.00 ,126.80 ,128.00 ,54.00 ,31.08 ,68.04 ,27.68 ,0.51 ,
3686.00 ,130.95 ,128.00 ,54.00 ,31.03 ,72.94 ,26.97 ,0.39 ,
3687.00 ,145.30 ,128.00 ,54.00 ,31.05 ,58.03 ,56.22 ,0.19 ,
3688.00 ,121.12 ,128.00 ,54.00 ,31.08 ,62.06 ,27.98 ,0.19 ,
3689.00 ,133.93 ,128.00 ,54.00 ,31.04 ,76.59 ,26.30 ,0.53 ,
3690.00 ,120.32 ,128.00 ,54.00 ,31.22 ,62.27 ,26.84 ,0.86 ,
3691.00 ,132.77 ,129.00 ,53.00 ,31.20 ,63.10 ,38.47 ,0.26 ,
3692.00 ,128.69 ,129.00 ,53.00 ,31.22 ,68.85 ,28.62 ,0.63 ,
3693.00 ,172.51 ,129.00 ,53.00 ,31.23 ,73.57 ,67.71 ,0.45 ,
3694.00 ,130.12 ,128.00 ,53.00 ,31.36 ,74.67 ,24.10 ,0.77 ,
3695.00 ,118.73 ,129.00 ,53.00 ,31.38 ,59.61 ,27.74 ,0.30 ,
3696.00 ,123.52 ,129.00 ,53.00 ,31.29 ,58.16 ,34.06 ,0.15 ,
3697.00 ,131.81 ,129.00 ,53.00 ,31.22 ,79.62 ,20.97 ,0.29 ,
3698.00 ,122.39 ,129.00 ,53.00 ,31.32 ,65.12 ,25.95 ,0.19 ,
3699.00 ,134.33 ,129.00 ,53.00 ,31.21 ,75.04 ,28.09 ,0.61 ,
3700.00 ,128.46 ,129.00 ,53.00 ,31.43 ,70.12 ,26.91 ,0.28 ,
3701.00 ,131.70 ,129.00 ,53.00 ,31.16 ,77.02 ,23.53 ,0.41 ,
3702.00 ,131.96 ,129.00 ,53.00 ,31.13 ,69.62 ,31.22 ,0.82 ,
3703.00 ,117.71 ,129.00 ,53.00 ,31.11 ,54.38 ,32.22 ,0.41 ,
3704.00 ,131.39 ,129.00 ,53.00 ,31.11 ,66.16 ,34.12 ,0.32 ,
3705.00 ,120.43 ,130.00 ,53.00 ,30.88 ,65.13 ,24.42 ,0.98 ,
3706.00 ,147.79 ,129.00 ,53.00 ,30.92 ,76.63 ,40.25 ,0.33 ,
3707.00 ,113.63 ,129.00 ,53.00 ,30.88 ,58.08 ,24.68 ,0.44 ,
3708.00 ,163.75 ,129.00 ,53.00 ,30.91 ,56.99 ,75.84 ,0.27 ,
3709.00 ,124.30 ,129.00 ,53.00 ,30.88 ,65.51 ,27.90 ,0.49 ,
3710.00 ,158.41 ,129.00 ,53.00 ,31.14 ,68.42 ,58.85 ,0.72 ,
3711.00 ,132.33 ,129.00 ,52.00 ,31.27 ,81.19 ,19.86 ,0.39 ,
3712.00 ,119.85 ,129.00 ,52.00 ,31.33 ,62.57 ,25.96 ,0.15 ,
3713.00 ,134.33 ,129.00 ,52.00 ,31.37 ,72.49 ,30.47 ,0.66 ,
3714.00 ,127.80 ,130.00 ,52.00 ,31.48 ,68.92 ,27.41 ,0.56 ,
3715.00 ,120.07 ,130.00 ,52.00 ,31.55 ,63.02 ,25.50 ,0.14 ,
3716.00 ,120.63 ,130.00 ,52.00 ,31.30 ,68.42 ,20.91 ,0.35 ,
3717.00 ,130.95 ,130.00 ,52.00 ,31.45 ,68.06 ,31.45 ,0.62 ,
3718.00 ,119.25 ,129.00 ,52.00 ,31.48 ,60.87 ,26.91 ,0.95 ,
3719.00 ,127.94 ,129.00 ,53.00 ,31.45 ,75.15 ,21.34 ,0.68 ,
3720.00 ,113.58 ,130.00 ,53.00 ,31.45 ,60.57 ,21.56 ,0.52 ,
3721.00 ,131.65 ,129.00 ,52.00 ,31.20 ,75.26 ,25.19 ,0.87 ,
3722.00 ,134.25 ,129.00 ,52.00 ,31.69 ,73.96 ,28.59 ,0.32 ,
3723.00 ,123.44 ,129.00 ,52.00 ,31.58 ,70.66 ,21.20 ,0.57 ,
