Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
15124.00 ,154.27 ,39.00 ,23.00 ,30.00 ,22.00 ,45.86 ,77.35 ,31.06 ,0.67 
15125.00 ,201.22 ,39.00 ,23.00 ,30.00 ,22.00 ,45.93 ,76.17 ,79.11 ,0.45 
15126.00 ,133.94 ,39.00 ,23.00 ,30.00 ,22.00 ,45.80 ,57.61 ,30.53 ,0.49 
15127.00 ,146.84 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,75.72 ,25.09 ,0.29 
15128.00 ,148.36 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,73.38 ,28.99 ,0.29 
15129.00 ,147.21 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,77.21 ,23.98 ,0.40 
15130.00 ,147.46 ,39.00 ,23.00 ,30.00 ,22.00 ,45.94 ,74.47 ,27.05 ,0.56 
15131.00 ,136.48 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,66.60 ,23.84 ,0.43 
15132.00 ,149.26 ,39.00 ,23.00 ,30.00 ,22.00 ,45.90 ,71.28 ,32.09 ,0.19 
15133.00 ,180.87 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,78.35 ,56.47 ,0.45 
15134.00 ,149.15 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,74.17 ,28.97 ,0.16 
15135.00 ,146.55 ,39.00 ,23.00 ,30.00 ,22.00 ,45.91 ,73.52 ,27.11 ,0.41 
15136.00 ,160.16 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,85.96 ,28.23 ,0.39 
15137.00 ,143.62 ,39.00 ,23.00 ,30.00 ,22.00 ,45.93 ,63.43 ,34.26 ,0.70 
15138.00 ,149.48 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,73.93 ,29.55 ,0.15 
15139.00 ,147.32 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,75.20 ,26.12 ,0.12 
15140.00 ,147.58 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,74.25 ,27.32 ,0.23 
15141.00 ,157.64 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,72.50 ,39.10 ,0.48 
15142.00 ,133.52 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,64.32 ,23.17 ,0.25 
15143.00 ,131.00 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,57.45 ,27.53 ,0.22 
15144.00 ,132.13 ,39.00 ,23.00 ,30.00 ,22.00 ,45.97 ,60.71 ,25.45 ,0.15 
15145.00 ,131.49 ,39.00 ,23.00 ,30.00 ,22.00 ,45.97 ,62.94 ,22.58 ,0.34 
15146.00 ,131.51 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,59.93 ,25.59 ,0.12 
15147.00 ,143.13 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,68.71 ,28.41 ,0.25 
15148.00 ,180.23 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,72.11 ,62.15 ,0.28 
15149.00 ,144.86 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,69.70 ,29.14 ,0.40 
15150.00 ,181.42 ,39.00 ,23.00 ,30.00 ,22.00 ,46.06 ,63.69 ,71.67 ,0.11 
15151.00 ,132.10 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,55.27 ,30.81 ,0.25 
15152.00 ,157.79 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,81.07 ,30.69 ,0.45 
15153.00 ,141.22 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,70.40 ,24.83 ,0.28 
15154.00 ,140.60 ,39.00 ,23.00 ,30.00 ,22.00 ,46.06 ,67.36 ,27.17 ,0.39 
15155.00 ,161.18 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,84.82 ,30.31 ,0.37 
15156.00 ,147.90 ,39.00 ,23.00 ,30.00 ,22.00 ,46.06 ,73.39 ,28.45 ,0.55 
15157.00 ,142.55 ,39.00 ,23.00 ,30.00 ,22.00 ,45.90 ,69.58 ,27.08 ,0.64 
15158.00 ,141.94 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,67.85 ,28.08 ,0.39 
15159.00 ,141.83 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,69.16 ,26.67 ,0.56 
15160.00 ,154.25 ,39.00 ,23.00 ,30.00 ,22.00 ,46.06 ,74.35 ,33.84 ,0.46 
15161.00 ,155.54 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,70.64 ,38.92 ,0.27 
15162.00 ,144.32 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,74.34 ,23.98 ,0.20 
15163.00 ,139.28 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,64.06 ,29.23 ,0.45 
15164.00 ,140.93 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,62.87 ,32.03 ,0.23 
15165.00 ,132.63 ,40.00 ,23.00 ,30.00 ,22.00 ,44.69 ,58.07 ,29.87 ,0.29 
15166.00 ,140.45 ,40.00 ,23.00 ,30.00 ,22.00 ,44.60 ,65.43 ,30.42 ,0.32 
15167.00 ,179.11 ,40.00 ,23.00 ,30.00 ,22.00 ,44.71 ,70.07 ,64.33 ,0.27 
15168.00 ,131.75 ,40.00 ,23.00 ,30.00 ,22.00 ,44.70 ,61.99 ,25.06 ,0.48 
15169.00 ,134.98 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,59.22 ,29.74 ,0.33 
15170.00 ,146.40 ,40.00 ,23.00 ,30.00 ,22.00 ,44.68 ,77.61 ,24.11 ,0.21 
15171.00 ,192.09 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,70.25 ,75.83 ,0.38 
15172.00 ,174.78 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,70.51 ,58.24 ,0.23 
15173.00 ,140.33 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,65.48 ,28.79 ,0.27 
15174.00 ,147.29 ,39.00 ,23.00 ,30.00 ,22.00 ,46.11 ,77.30 ,23.88 ,0.25 
15175.00 ,138.90 ,40.00 ,23.00 ,30.00 ,22.00 ,44.53 ,71.92 ,22.45 ,0.39 
15176.00 ,141.35 ,40.00 ,23.00 ,30.00 ,22.00 ,44.64 ,72.50 ,24.20 ,0.24 
15177.00 ,183.13 ,40.00 ,23.00 ,30.00 ,22.00 ,44.56 ,77.17 ,61.40 ,0.43 
15178.00 ,188.43 ,40.00 ,23.00 ,30.00 ,22.00 ,44.52 ,68.57 ,75.34 ,0.41 
15179.00 ,141.68 ,40.00 ,23.00 ,30.00 ,22.00 ,44.64 ,67.75 ,29.30 ,0.24 
15180.00 ,136.74 ,39.00 ,23.00 ,30.00 ,22.00 ,46.08 ,60.92 ,29.74 ,0.39 
15181.00 ,145.31 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,67.42 ,31.87 ,0.36 
15182.00 ,170.30 ,39.00 ,23.00 ,30.00 ,22.00 ,45.95 ,70.42 ,53.93 ,0.37 
15183.00 ,136.37 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,67.56 ,22.78 ,0.20 
15184.00 ,137.80 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,68.61 ,23.20 ,0.30 
15185.00 ,143.08 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,65.51 ,31.56 ,0.73 
15186.00 ,194.50 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,75.36 ,73.07 ,0.35 
15187.00 ,148.73 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,74.96 ,27.70 ,0.20 
15188.00 ,145.19 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,72.09 ,27.06 ,0.31 
15189.00 ,137.66 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,66.74 ,24.89 ,0.66 
15190.00 ,134.77 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,64.87 ,23.88 ,0.34 
15191.00 ,200.25 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,77.50 ,76.67 ,0.48 
15192.00 ,146.90 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,65.74 ,35.18 ,0.53 
15193.00 ,142.59 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,68.41 ,28.18 ,0.45 
15194.00 ,175.41 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,70.61 ,58.79 ,0.45 
15195.00 ,138.13 ,39.00 ,23.00 ,30.00 ,22.00 ,46.08 ,70.02 ,22.03 ,0.34 
15196.00 ,172.87 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,59.50 ,67.37 ,0.64 
15197.00 ,147.39 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,65.53 ,35.87 ,0.31 
15198.00 ,128.48 ,39.00 ,23.00 ,30.00 ,22.00 ,45.88 ,51.78 ,30.83 ,0.31 
15199.00 ,142.69 ,39.00 ,23.00 ,31.00 ,22.00 ,45.93 ,66.90 ,29.86 ,0.41 
15200.00 ,139.35 ,39.00 ,23.00 ,31.00 ,22.00 ,46.04 ,66.35 ,26.96 ,0.63 
15201.00 ,167.44 ,39.00 ,23.00 ,31.00 ,22.00 ,45.98 ,80.44 ,41.02 ,0.65 
15202.00 ,141.07 ,39.00 ,23.00 ,31.00 ,22.00 ,45.91 ,62.44 ,32.72 ,0.34 
15203.00 ,151.07 ,39.00 ,23.00 ,31.00 ,22.00 ,46.02 ,77.11 ,27.95 ,0.24 
15204.00 ,140.49 ,39.00 ,23.00 ,31.00 ,22.00 ,45.97 ,62.04 ,32.48 ,0.18 
15205.00 ,139.35 ,39.00 ,23.00 ,31.00 ,22.00 ,46.01 ,66.76 ,26.59 ,0.38 
15206.00 ,141.73 ,39.00 ,23.00 ,31.00 ,22.00 ,45.98 ,66.98 ,28.77 ,0.51 
15207.00 ,176.33 ,39.00 ,23.00 ,31.00 ,22.00 ,46.03 ,70.79 ,59.51 ,0.37 
15208.00 ,173.63 ,39.00 ,23.00 ,31.00 ,22.00 ,46.01 ,65.68 ,61.94 ,0.53 
15209.00 ,125.64 ,39.00 ,23.00 ,31.00 ,22.00 ,45.98 ,55.26 ,24.40 ,0.28 
15210.00 ,153.50 ,39.00 ,23.00 ,31.00 ,22.00 ,45.99 ,81.56 ,25.95 ,0.38 
15211.00 ,140.62 ,39.00 ,23.00 ,31.00 ,22.00 ,45.99 ,68.47 ,26.15 ,0.36 
15212.00 ,145.06 ,39.00 ,23.00 ,31.00 ,22.00 ,46.04 ,70.53 ,28.49 ,0.19 
15213.00 ,172.75 ,39.00 ,23.00 ,31.00 ,22.00 ,45.99 ,67.82 ,58.94 ,0.25 
15214.00 ,180.72 ,39.00 ,23.00 ,31.00 ,22.00 ,45.99 ,60.60 ,74.12 ,0.30 
15215.00 ,145.32 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,75.03 ,24.24 ,0.71 
15216.00 ,135.43 ,39.00 ,23.00 ,30.00 ,22.00 ,45.96 ,62.50 ,26.97 ,0.59 
15217.00 ,168.68 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,64.50 ,58.20 ,0.35 
15218.00 ,139.33 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,70.06 ,23.28 ,0.68 
15219.00 ,142.92 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,74.03 ,22.84 ,0.19 
15220.00 ,138.07 ,39.00 ,23.00 ,30.00 ,22.00 ,45.92 ,66.84 ,25.31 ,0.43 
15221.00 ,150.23 ,39.00 ,23.00 ,30.00 ,22.00 ,45.97 ,73.66 ,30.60 ,0.37 
15222.00 ,174.12 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,71.97 ,56.08 ,0.37 
15223.00 ,138.00 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,66.55 ,25.41 ,0.11 
15224.00 ,148.49 ,39.00 ,23.00 ,30.00 ,22.00 ,46.11 ,74.68 ,27.69 ,0.28 
15225.00 ,132.69 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,60.20 ,26.50 ,0.33 
15226.00 ,136.61 ,39.00 ,23.00 ,30.00 ,22.00 ,46.10 ,59.74 ,30.78 ,0.27 
15227.00 ,146.73 ,39.00 ,23.00 ,30.00 ,22.00 ,45.95 ,64.91 ,35.87 ,0.25 
15228.00 ,187.60 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,62.91 ,78.67 ,0.48 
15229.00 ,144.69 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,70.86 ,27.75 ,0.50 
15230.00 ,135.63 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,63.98 ,25.63 ,0.10 
15231.00 ,182.60 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,65.21 ,71.34 ,0.45 
15232.00 ,142.99 ,39.00 ,23.00 ,30.00 ,22.00 ,45.97 ,67.19 ,29.84 ,0.72 
15233.00 ,134.00 ,39.00 ,23.00 ,30.00 ,22.00 ,46.14 ,63.66 ,24.20 ,0.33 
15234.00 ,135.35 ,39.00 ,23.00 ,30.00 ,22.00 ,46.09 ,60.68 ,28.58 ,0.26 
15235.00 ,143.28 ,39.00 ,23.00 ,30.00 ,22.00 ,46.14 ,68.70 ,28.44 ,0.33 
15236.00 ,150.66 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,74.82 ,29.85 ,0.21 
15237.00 ,134.36 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,62.20 ,26.13 ,0.30 
15238.00 ,134.69 ,39.00 ,23.00 ,30.00 ,22.00 ,46.06 ,63.55 ,25.07 ,0.56 
15239.00 ,150.16 ,39.00 ,23.00 ,30.00 ,22.00 ,46.24 ,74.96 ,28.96 ,0.06 
15240.00 ,140.57 ,39.00 ,23.00 ,30.00 ,22.00 ,46.29 ,68.35 ,25.93 ,0.40 
15241.00 ,138.90 ,39.00 ,23.00 ,30.00 ,22.00 ,46.25 ,63.02 ,29.63 ,0.50 
15242.00 ,135.39 ,39.00 ,23.00 ,30.00 ,22.00 ,46.27 ,64.33 ,24.79 ,0.32 
15243.00 ,140.16 ,39.00 ,23.00 ,30.00 ,22.00 ,46.27 ,64.22 ,29.68 ,0.33 
15244.00 ,173.19 ,39.00 ,23.00 ,30.00 ,22.00 ,46.19 ,63.05 ,63.95 ,0.26 
15245.00 ,141.73 ,39.00 ,23.00 ,30.00 ,22.00 ,46.22 ,67.25 ,28.26 ,0.25 
15246.00 ,145.72 ,39.00 ,23.00 ,30.00 ,22.00 ,46.27 ,71.82 ,27.63 ,0.21 
15247.00 ,144.42 ,39.00 ,23.00 ,30.00 ,22.00 ,46.22 ,69.95 ,28.25 ,0.29 
15248.00 ,125.86 ,39.00 ,23.00 ,30.00 ,22.00 ,46.14 ,56.21 ,23.51 ,0.25 
15249.00 ,135.83 ,39.00 ,23.00 ,30.00 ,22.00 ,46.29 ,64.08 ,25.46 ,0.49 
15250.00 ,141.88 ,39.00 ,23.00 ,30.00 ,22.00 ,46.20 ,68.85 ,26.83 ,0.29 
15251.00 ,147.67 ,39.00 ,23.00 ,30.00 ,22.00 ,46.23 ,71.05 ,30.39 ,0.24 
15252.00 ,187.30 ,39.00 ,23.00 ,30.00 ,22.00 ,46.23 ,73.52 ,67.55 ,0.20 
15253.00 ,136.32 ,39.00 ,23.00 ,30.00 ,22.00 ,46.25 ,61.95 ,28.12 ,0.24 
15254.00 ,180.24 ,39.00 ,23.00 ,30.00 ,22.00 ,46.27 ,78.38 ,55.59 ,0.58 
15255.00 ,149.14 ,39.00 ,23.00 ,30.00 ,22.00 ,46.28 ,67.75 ,35.10 ,0.22 
15256.00 ,151.30 ,39.00 ,23.00 ,30.00 ,22.00 ,46.26 ,75.80 ,29.24 ,0.51 
15257.00 ,132.46 ,39.00 ,23.00 ,30.00 ,22.00 ,46.21 ,56.19 ,30.06 ,0.09 
15258.00 ,145.72 ,39.00 ,23.00 ,30.00 ,22.00 ,46.25 ,68.59 ,30.89 ,0.41 
15259.00 ,146.75 ,39.00 ,23.00 ,30.00 ,22.00 ,46.27 ,73.62 ,26.87 ,0.53 
15260.00 ,146.37 ,39.00 ,23.00 ,30.00 ,22.00 ,46.22 ,66.35 ,33.81 ,0.16 
15261.00 ,146.42 ,39.00 ,23.00 ,30.00 ,22.00 ,46.22 ,73.60 ,26.61 ,0.36 
15262.00 ,134.82 ,39.00 ,23.00 ,30.00 ,22.00 ,46.19 ,58.81 ,29.82 ,0.24 
15263.00 ,170.72 ,39.00 ,23.00 ,30.00 ,22.00 ,46.28 ,61.44 ,63.00 ,0.46 
15264.00 ,137.53 ,39.00 ,23.00 ,30.00 ,22.00 ,46.20 ,63.35 ,27.98 ,0.32 
15265.00 ,147.66 ,39.00 ,23.00 ,30.00 ,22.00 ,46.24 ,72.45 ,28.97 ,0.16 
15266.00 ,132.33 ,39.00 ,23.00 ,30.00 ,22.00 ,46.34 ,56.74 ,29.25 ,0.27 
15267.00 ,134.09 ,39.00 ,23.00 ,30.00 ,22.00 ,46.24 ,59.62 ,28.22 ,0.45 
15268.00 ,153.63 ,39.00 ,23.00 ,30.00 ,22.00 ,46.25 ,79.77 ,27.61 ,0.23 
15269.00 ,126.88 ,39.00 ,23.00 ,30.00 ,22.00 ,46.27 ,56.33 ,24.28 ,0.08 
15270.00 ,138.61 ,39.00 ,23.00 ,30.00 ,22.00 ,46.32 ,63.34 ,28.96 ,0.23 
15271.00 ,187.95 ,39.00 ,23.00 ,30.00 ,22.00 ,46.31 ,79.56 ,62.08 ,0.29 
15272.00 ,176.41 ,39.00 ,23.00 ,30.00 ,22.00 ,46.29 ,77.84 ,52.28 ,0.34 
15273.00 ,144.23 ,39.00 ,23.00 ,30.00 ,22.00 ,46.20 ,68.41 ,29.62 ,0.38 
15274.00 ,137.75 ,39.00 ,23.00 ,30.00 ,22.00 ,46.30 ,62.93 ,28.51 ,0.33 
15275.00 ,141.58 ,39.00 ,23.00 ,30.00 ,22.00 ,46.26 ,61.74 ,33.58 ,0.10 
15276.00 ,154.23 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,80.42 ,27.80 ,0.56 
15277.00 ,127.67 ,39.00 ,23.00 ,30.00 ,22.00 ,46.06 ,59.71 ,21.91 ,0.13 
15278.00 ,149.11 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,67.90 ,35.17 ,0.16 
15279.00 ,139.39 ,39.00 ,23.00 ,30.00 ,22.00 ,45.96 ,71.20 ,22.24 ,0.25 
15280.00 ,135.81 ,39.00 ,23.00 ,30.00 ,22.00 ,45.95 ,63.77 ,26.10 ,0.41 
15281.00 ,133.62 ,39.00 ,23.00 ,30.00 ,22.00 ,46.21 ,62.83 ,24.57 ,0.46 
15282.00 ,141.38 ,39.00 ,23.00 ,30.00 ,22.00 ,46.30 ,69.17 ,25.91 ,0.72 
15283.00 ,144.27 ,39.00 ,23.00 ,30.00 ,22.00 ,46.24 ,69.66 ,28.37 ,0.37 
15284.00 ,144.34 ,39.00 ,23.00 ,30.00 ,22.00 ,46.20 ,67.37 ,30.77 ,0.15 
15285.00 ,132.77 ,39.00 ,23.00 ,30.00 ,22.00 ,46.21 ,58.79 ,27.76 ,0.24 
15286.00 ,153.49 ,39.00 ,23.00 ,30.00 ,22.00 ,46.10 ,77.31 ,30.08 ,0.30 
15287.00 ,140.05 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,63.60 ,30.38 ,0.15 
15288.00 ,142.56 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,66.93 ,29.58 ,0.34 
15289.00 ,149.10 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,77.49 ,25.63 ,0.51 
15290.00 ,139.90 ,39.00 ,23.00 ,30.00 ,22.00 ,45.96 ,66.38 ,27.56 ,0.17 
15291.00 ,136.76 ,39.00 ,23.00 ,30.00 ,22.00 ,46.08 ,67.32 ,23.36 ,0.24 
15292.00 ,149.44 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,71.73 ,31.65 ,0.52 
15293.00 ,138.64 ,39.00 ,23.00 ,30.00 ,22.00 ,46.00 ,64.63 ,28.00 ,0.37 
15294.00 ,146.95 ,39.00 ,23.00 ,30.00 ,22.00 ,45.97 ,74.84 ,26.14 ,0.15 
15295.00 ,195.50 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,73.73 ,75.71 ,0.44 
15296.00 ,144.90 ,39.00 ,23.00 ,30.00 ,22.00 ,46.09 ,72.62 ,26.19 ,0.20 
15297.00 ,145.11 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,71.74 ,27.35 ,0.47 
15298.00 ,137.11 ,39.00 ,23.00 ,30.00 ,22.00 ,45.93 ,58.28 ,32.90 ,0.36 
15299.00 ,144.63 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,73.64 ,24.92 ,0.43 
15300.00 ,182.93 ,39.00 ,23.00 ,30.00 ,22.00 ,46.11 ,75.02 ,61.80 ,0.31 
15301.00 ,132.35 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,64.25 ,22.11 ,0.23 
15302.00 ,174.28 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,67.22 ,61.03 ,0.38 
15303.00 ,149.45 ,39.00 ,23.00 ,30.00 ,22.00 ,45.97 ,72.58 ,30.90 ,0.32 
15304.00 ,141.01 ,39.00 ,23.00 ,30.00 ,22.00 ,45.99 ,68.30 ,26.73 ,0.18 
15305.00 ,136.29 ,39.00 ,23.00 ,30.00 ,22.00 ,46.01 ,66.56 ,23.72 ,0.37 
15306.00 ,182.53 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,77.37 ,59.12 ,0.42 
15307.00 ,142.17 ,39.00 ,23.00 ,30.00 ,22.00 ,45.98 ,70.03 ,26.16 ,0.47 
15308.00 ,133.25 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,59.66 ,27.57 ,0.44 
15309.00 ,140.70 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,65.18 ,29.48 ,0.21 
15310.00 ,159.80 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,67.76 ,45.99 ,0.24 
15311.00 ,144.99 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,75.11 ,23.84 ,0.32 
15312.00 ,177.89 ,39.00 ,23.00 ,30.00 ,22.00 ,46.07 ,66.74 ,65.08 ,0.39 
15313.00 ,152.14 ,39.00 ,23.00 ,31.00 ,22.00 ,46.04 ,76.03 ,30.06 ,0.39 
15314.00 ,140.65 ,39.00 ,23.00 ,31.00 ,22.00 ,45.94 ,67.81 ,26.90 ,0.17 
15315.00 ,130.30 ,39.00 ,23.00 ,31.00 ,22.00 ,46.03 ,54.99 ,29.28 ,0.16 
15316.00 ,135.88 ,39.00 ,23.00 ,31.00 ,22.00 ,46.04 ,64.56 ,25.28 ,0.54 
15317.00 ,154.67 ,39.00 ,23.00 ,30.00 ,22.00 ,45.96 ,79.13 ,29.58 ,0.48 
15318.00 ,182.72 ,39.00 ,23.00 ,30.00 ,22.00 ,46.02 ,73.63 ,63.08 ,0.14 
15319.00 ,149.65 ,39.00 ,23.00 ,30.00 ,22.00 ,46.09 ,77.11 ,26.45 ,0.23 
15320.00 ,148.19 ,39.00 ,23.00 ,30.00 ,22.00 ,46.06 ,60.61 ,41.52 ,0.16 
15321.00 ,141.42 ,39.00 ,23.00 ,30.00 ,22.00 ,46.03 ,70.45 ,24.94 ,0.48 
15322.00 ,189.57 ,39.00 ,23.00 ,30.00 ,22.00 ,46.08 ,65.42 ,78.07 ,0.21 
15323.00 ,145.98 ,39.00 ,23.00 ,30.00 ,22.00 ,46.04 ,75.59 ,24.34 ,0.47 
15324.00 ,136.71 ,39.00 ,23.00 ,30.00 ,22.00 ,46.05 ,68.53 ,22.14 ,0.15 
15325.00 ,130.63 ,39.00 ,23.00 ,31.00 ,22.00 ,46.08 ,58.93 ,25.62 ,0.48 
15326.00 ,138.40 ,39.00 ,23.00 ,31.00 ,22.00 ,46.02 ,63.16 ,29.21 ,0.23 
15327.00 ,140.05 ,39.00 ,23.00 ,30.00 ,22.00 ,46.08 ,65.24 ,28.72 ,0.42 
15328.00 ,128.28 ,39.00 ,23.00 ,31.00 ,22.00 ,46.05 ,58.58 ,23.65 ,0.27 
15329.00 ,136.75 ,39.00 ,23.00 ,31.00 ,22.00 ,46.09 ,60.52 ,30.14 ,0.48 
15330.00 ,144.05 ,39.00 ,23.00 ,31.00 ,22.00 ,46.08 ,72.68 ,25.29 ,0.44 
15331.00 ,173.27 ,39.00 ,23.00 ,31.00 ,22.00 ,46.02 ,73.88 ,53.37 ,0.42 
15332.00 ,186.74 ,39.00 ,23.00 ,31.00 ,22.00 ,46.01 ,60.52 ,80.21 ,0.18 
15333.00 ,147.51 ,39.00 ,23.00 ,31.00 ,22.00 ,46.04 ,69.67 ,31.79 ,0.36 
15334.00 ,160.01 ,39.00 ,23.00 ,31.00 ,22.00 ,46.03 ,79.52 ,34.45 ,0.37 
15335.00 ,152.51 ,39.00 ,23.00 ,31.00 ,22.00 ,46.00 ,72.25 ,34.26 ,0.36 
15336.00 ,136.04 ,39.00 ,23.00 ,31.00 ,22.00 ,46.07 ,62.96 ,27.02 ,0.20 
15337.00 ,146.53 ,39.00 ,23.00 ,31.00 ,22.00 ,46.01 ,69.78 ,30.74 ,0.48 
15338.00 ,140.55 ,39.00 ,23.00 ,31.00 ,22.00 ,46.02 ,70.49 ,24.03 ,0.64 
15339.00 ,141.61 ,39.00 ,23.00 ,31.00 ,22.00 ,46.06 ,66.76 ,28.79 ,0.55 
15340.00 ,138.12 ,39.00 ,23.00 ,31.00 ,22.00 ,46.08 ,67.29 ,24.75 ,0.33 
15341.00 ,181.34 ,39.00 ,23.00 ,31.00 ,22.00 ,45.99 ,72.31 ,63.04 ,0.32 
15342.00 ,139.10 ,39.00 ,23.00 ,31.00 ,22.00 ,46.01 ,63.99 ,29.10 ,0.49 
15343.00 ,156.99 ,39.00 ,23.00 ,30.00 ,22.00 ,46.13 ,69.65 ,41.21 ,0.63 
15344.00 ,168.02 ,39.00 ,23.00 ,31.00 ,22.00 ,46.02 ,49.12 ,72.88 ,0.62 
15345.00 ,140.52 ,39.00 ,23.00 ,31.00 ,22.00 ,45.93 ,64.44 ,30.16 ,0.13 
15346.00 ,153.06 ,39.00 ,23.00 ,31.00 ,21.00 ,46.17 ,67.66 ,39.23 ,0.29 
15347.00 ,129.53 ,39.00 ,23.00 ,31.00 ,21.00 ,46.22 ,55.34 ,27.97 ,0.22 
15348.00 ,177.97 ,39.00 ,23.00 ,31.00 ,21.00 ,46.02 ,67.34 ,64.62 ,0.71 
15349.00 ,149.87 ,39.00 ,23.00 ,31.00 ,21.00 ,46.05 ,79.68 ,24.14 ,0.35 
15350.00 ,138.63 ,39.00 ,23.00 ,30.00 ,21.00 ,46.06 ,63.82 ,28.74 ,0.58 
15351.00 ,140.89 ,39.00 ,23.00 ,31.00 ,22.00 ,46.06 ,69.86 ,24.97 ,0.30 
15352.00 ,152.41 ,39.00 ,23.00 ,31.00 ,22.00 ,46.05 ,75.22 ,31.14 ,0.15 
15353.00 ,135.02 ,39.00 ,23.00 ,31.00 ,22.00 ,46.04 ,60.43 ,28.55 ,0.61 
15354.00 ,142.45 ,39.00 ,23.00 ,30.00 ,21.00 ,45.93 ,66.22 ,30.30 ,0.35 
