Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
3429.00 ,117.09 ,123.00 ,47.00 ,58.00 ,64.00 ,30.78 ,63.32 ,22.99 ,0.54 
3430.00 ,122.43 ,124.00 ,47.00 ,59.00 ,64.00 ,29.86 ,67.88 ,24.69 ,0.55 
3431.00 ,156.59 ,124.00 ,47.00 ,59.00 ,64.00 ,29.88 ,62.81 ,63.91 ,0.24 
3432.00 ,123.72 ,123.00 ,47.00 ,59.00 ,64.00 ,29.77 ,62.59 ,31.36 ,0.60 
3433.00 ,131.41 ,123.00 ,47.00 ,59.00 ,64.00 ,29.77 ,76.46 ,25.17 ,0.24 
3434.00 ,130.52 ,124.00 ,47.00 ,59.00 ,64.00 ,29.65 ,65.79 ,35.08 ,0.35 
3435.00 ,122.76 ,124.00 ,47.00 ,58.00 ,64.00 ,30.67 ,66.41 ,25.68 ,0.38 
3436.00 ,125.55 ,124.00 ,47.00 ,58.00 ,64.00 ,29.82 ,58.89 ,36.83 ,0.42 
3437.00 ,162.52 ,124.00 ,47.00 ,58.00 ,64.00 ,29.88 ,65.78 ,66.86 ,0.20 
3438.00 ,112.30 ,124.00 ,47.00 ,58.00 ,64.00 ,29.75 ,61.04 ,21.51 ,0.40 
3439.00 ,113.76 ,124.00 ,47.00 ,59.00 ,64.00 ,29.85 ,60.15 ,23.76 ,0.52 
3440.00 ,114.70 ,124.00 ,47.00 ,59.00 ,64.00 ,29.85 ,62.68 ,22.18 ,0.28 
3441.00 ,164.72 ,125.00 ,47.00 ,58.00 ,64.00 ,29.87 ,67.99 ,66.85 ,0.46 
3442.00 ,133.04 ,124.00 ,47.00 ,58.00 ,64.00 ,29.91 ,79.05 ,24.08 ,0.20 
3443.00 ,110.64 ,125.00 ,47.00 ,58.00 ,64.00 ,29.71 ,63.05 ,17.88 ,0.36 
3444.00 ,117.78 ,125.00 ,47.00 ,59.00 ,64.00 ,29.69 ,61.54 ,26.56 ,0.47 
3445.00 ,116.38 ,125.00 ,47.00 ,59.00 ,64.00 ,29.75 ,65.26 ,21.37 ,0.32 
3446.00 ,116.28 ,124.00 ,47.00 ,59.00 ,64.00 ,29.71 ,62.60 ,23.98 ,0.60 
3447.00 ,106.06 ,124.00 ,47.00 ,58.00 ,64.00 ,29.68 ,52.84 ,23.54 ,0.27 
3448.00 ,126.99 ,125.00 ,47.00 ,58.00 ,64.00 ,29.68 ,73.44 ,23.87 ,0.25 
3449.00 ,147.57 ,124.00 ,47.00 ,58.00 ,64.00 ,29.73 ,56.91 ,60.93 ,0.55 
3450.00 ,111.07 ,123.00 ,47.00 ,58.00 ,64.00 ,29.72 ,57.44 ,23.90 ,0.25 
3451.00 ,121.05 ,123.00 ,48.00 ,58.00 ,64.00 ,29.69 ,67.74 ,23.63 ,0.53 
3452.00 ,161.42 ,123.00 ,48.00 ,58.00 ,64.00 ,29.88 ,65.40 ,66.14 ,0.45 
3453.00 ,113.55 ,123.00 ,48.00 ,58.00 ,63.00 ,29.88 ,60.50 ,23.18 ,0.22 
3454.00 ,123.26 ,125.00 ,48.00 ,58.00 ,64.00 ,29.85 ,71.10 ,22.31 ,0.53 
3455.00 ,109.24 ,124.00 ,48.00 ,58.00 ,64.00 ,29.89 ,59.83 ,19.53 ,0.27 
3456.00 ,111.45 ,123.00 ,47.00 ,58.00 ,65.00 ,29.74 ,59.33 ,22.37 ,0.61 
3457.00 ,112.77 ,123.00 ,47.00 ,58.00 ,65.00 ,29.71 ,60.24 ,22.82 ,0.21 
3458.00 ,120.93 ,123.00 ,47.00 ,58.00 ,65.00 ,29.96 ,70.90 ,20.07 ,0.34 
3459.00 ,111.62 ,124.00 ,46.00 ,58.00 ,64.00 ,29.72 ,57.82 ,24.08 ,0.62 
3460.00 ,109.23 ,124.00 ,47.00 ,58.00 ,64.00 ,29.71 ,57.78 ,21.74 ,0.30 
3461.00 ,120.17 ,123.00 ,47.00 ,58.00 ,64.00 ,30.75 ,60.95 ,28.46 ,0.29 
3462.00 ,153.28 ,125.00 ,47.00 ,58.00 ,64.00 ,30.89 ,54.49 ,67.90 ,0.55 
3463.00 ,153.47 ,123.00 ,47.00 ,58.00 ,64.00 ,30.89 ,56.55 ,66.03 ,0.42 
3464.00 ,109.55 ,123.00 ,47.00 ,58.00 ,63.00 ,31.01 ,53.17 ,25.36 ,0.46 
3465.00 ,129.47 ,125.00 ,47.00 ,58.00 ,64.00 ,29.92 ,70.66 ,28.89 ,0.66 
3466.00 ,119.28 ,126.00 ,47.00 ,58.00 ,64.00 ,29.90 ,64.64 ,24.74 ,0.31 
3467.00 ,122.57 ,125.00 ,47.00 ,58.00 ,64.00 ,31.00 ,69.57 ,22.00 ,0.44 
3468.00 ,112.01 ,125.00 ,47.00 ,58.00 ,64.00 ,29.97 ,59.81 ,22.23 ,0.29 
3469.00 ,133.55 ,125.00 ,47.00 ,58.00 ,64.00 ,29.93 ,57.04 ,46.59 ,0.29 
3470.00 ,152.79 ,124.00 ,47.00 ,58.00 ,64.00 ,29.74 ,63.64 ,59.41 ,0.66 
3471.00 ,121.77 ,124.00 ,46.00 ,58.00 ,63.00 ,29.71 ,64.91 ,27.15 ,0.56 
3472.00 ,110.57 ,124.00 ,46.00 ,58.00 ,63.00 ,29.89 ,55.35 ,25.33 ,0.46 
3473.00 ,113.13 ,125.00 ,46.00 ,58.00 ,64.00 ,29.67 ,64.40 ,19.06 ,0.29 
3474.00 ,115.36 ,124.00 ,46.00 ,58.00 ,63.00 ,29.56 ,60.13 ,25.67 ,0.20 
3475.00 ,104.31 ,124.00 ,46.00 ,59.00 ,64.00 ,29.73 ,49.77 ,24.81 ,0.50 
3476.00 ,124.91 ,125.00 ,47.00 ,58.00 ,64.00 ,29.65 ,62.84 ,32.43 ,0.31 
3477.00 ,124.34 ,126.00 ,47.00 ,58.00 ,64.00 ,29.41 ,69.33 ,25.59 ,0.47 
3478.00 ,121.07 ,126.00 ,47.00 ,58.00 ,64.00 ,29.49 ,67.36 ,24.23 ,0.29 
3479.00 ,117.25 ,125.00 ,47.00 ,58.00 ,63.00 ,29.65 ,62.38 ,25.21 ,0.45 
3480.00 ,123.89 ,125.00 ,47.00 ,58.00 ,63.00 ,29.65 ,69.10 ,25.14 ,0.19 
3481.00 ,130.71 ,125.00 ,47.00 ,58.00 ,63.00 ,29.61 ,74.25 ,26.85 ,0.30 
3482.00 ,123.47 ,124.00 ,47.00 ,57.00 ,63.00 ,29.72 ,69.98 ,23.77 ,0.55 
3483.00 ,104.70 ,125.00 ,47.00 ,57.00 ,63.00 ,29.94 ,51.53 ,23.24 ,0.43 
3484.00 ,121.31 ,125.00 ,47.00 ,58.00 ,63.00 ,29.76 ,67.47 ,24.08 ,0.43 
3485.00 ,113.45 ,125.00 ,47.00 ,58.00 ,63.00 ,29.76 ,59.75 ,23.93 ,0.16 
3486.00 ,113.88 ,125.00 ,47.00 ,57.00 ,63.00 ,29.77 ,60.74 ,23.37 ,0.42 
3487.00 ,117.39 ,124.00 ,47.00 ,57.00 ,63.00 ,29.68 ,66.25 ,21.47 ,0.46 
3488.00 ,138.10 ,124.00 ,47.00 ,57.00 ,63.00 ,29.73 ,53.99 ,54.38 ,0.20 
3489.00 ,115.71 ,123.00 ,47.00 ,57.00 ,62.00 ,29.89 ,61.12 ,24.71 ,0.25 
3490.00 ,112.04 ,125.00 ,47.00 ,57.00 ,63.00 ,29.94 ,59.23 ,22.87 ,0.47 
3491.00 ,116.46 ,124.00 ,47.00 ,58.00 ,63.00 ,29.78 ,60.07 ,26.62 ,0.61 
3492.00 ,107.03 ,124.00 ,47.00 ,58.00 ,63.00 ,29.56 ,54.52 ,22.95 ,0.16 
3493.00 ,167.25 ,124.00 ,47.00 ,58.00 ,63.00 ,30.91 ,70.01 ,66.33 ,0.21 
3494.00 ,123.64 ,123.00 ,47.00 ,57.00 ,63.00 ,30.60 ,68.68 ,24.35 ,0.38 
3495.00 ,113.96 ,123.00 ,47.00 ,57.00 ,63.00 ,29.86 ,60.37 ,23.73 ,0.40 
3496.00 ,108.39 ,123.00 ,47.00 ,57.00 ,63.00 ,29.81 ,54.13 ,24.45 ,0.17 
3497.00 ,127.90 ,123.00 ,47.00 ,57.00 ,63.00 ,30.94 ,68.63 ,28.33 ,0.31 
3498.00 ,162.70 ,123.00 ,47.00 ,57.00 ,63.00 ,29.86 ,68.71 ,64.12 ,0.23 
3499.00 ,130.90 ,123.00 ,46.00 ,58.00 ,63.00 ,30.73 ,64.13 ,36.03 ,0.50 
3500.00 ,112.00 ,123.00 ,46.00 ,58.00 ,64.00 ,30.73 ,59.04 ,22.23 ,0.56 
3501.00 ,112.46 ,122.00 ,47.00 ,58.00 ,63.00 ,30.73 ,59.71 ,22.01 ,0.53 
3502.00 ,122.60 ,122.00 ,46.00 ,58.00 ,63.00 ,30.90 ,67.45 ,24.25 ,0.44 
3503.00 ,144.33 ,123.00 ,47.00 ,58.00 ,63.00 ,30.89 ,58.09 ,55.35 ,0.31 
3504.00 ,164.38 ,122.00 ,46.00 ,58.00 ,63.00 ,30.89 ,72.56 ,60.93 ,0.28 
3505.00 ,118.40 ,123.00 ,46.00 ,58.00 ,63.00 ,30.90 ,64.67 ,22.82 ,0.34 
3506.00 ,119.84 ,123.00 ,46.00 ,58.00 ,63.00 ,30.80 ,62.84 ,26.20 ,0.33 
3507.00 ,127.04 ,123.00 ,47.00 ,58.00 ,63.00 ,30.82 ,70.33 ,25.89 ,0.33 
3508.00 ,117.68 ,122.00 ,46.00 ,57.00 ,63.00 ,30.87 ,59.55 ,27.26 ,0.37 
3509.00 ,150.47 ,122.00 ,46.00 ,57.00 ,62.00 ,30.89 ,64.27 ,55.31 ,0.28 
3510.00 ,129.48 ,122.00 ,46.00 ,58.00 ,62.00 ,30.89 ,77.31 ,21.28 ,0.38 
3511.00 ,128.83 ,122.00 ,46.00 ,58.00 ,62.00 ,30.89 ,73.91 ,24.04 ,0.16 
3512.00 ,158.99 ,122.00 ,46.00 ,58.00 ,62.00 ,30.90 ,55.68 ,72.41 ,0.22 
3513.00 ,134.17 ,122.00 ,46.00 ,58.00 ,63.00 ,30.82 ,74.31 ,29.03 ,0.36 
3514.00 ,127.24 ,122.00 ,46.00 ,58.00 ,62.00 ,30.78 ,66.76 ,29.70 ,0.28 
3515.00 ,117.88 ,122.00 ,46.00 ,58.00 ,63.00 ,30.71 ,59.61 ,27.56 ,0.24 
3516.00 ,125.66 ,122.00 ,46.00 ,58.00 ,62.00 ,29.69 ,57.13 ,38.83 ,0.20 
3517.00 ,131.52 ,123.00 ,46.00 ,58.00 ,63.00 ,29.75 ,72.71 ,29.06 ,0.42 
3518.00 ,144.92 ,122.00 ,46.00 ,58.00 ,62.00 ,29.67 ,60.38 ,54.87 ,0.26 
3519.00 ,113.24 ,122.00 ,46.00 ,58.00 ,62.00 ,29.71 ,57.65 ,25.89 ,0.25 
3520.00 ,121.63 ,122.00 ,46.00 ,57.00 ,63.00 ,29.77 ,62.86 ,28.99 ,0.24 
3521.00 ,116.88 ,122.00 ,46.00 ,58.00 ,62.00 ,29.88 ,59.61 ,27.39 ,0.56 
3522.00 ,181.15 ,122.00 ,47.00 ,58.00 ,63.00 ,30.16 ,73.72 ,77.27 ,0.45 
3523.00 ,118.01 ,122.00 ,46.00 ,58.00 ,63.00 ,30.13 ,61.65 ,26.23 ,0.23 
3524.00 ,119.45 ,122.00 ,47.00 ,58.00 ,63.00 ,29.82 ,65.03 ,24.59 ,0.40 
3525.00 ,124.44 ,122.00 ,47.00 ,58.00 ,63.00 ,30.21 ,73.43 ,20.80 ,0.31 
3526.00 ,116.96 ,123.00 ,46.00 ,58.00 ,63.00 ,30.03 ,65.12 ,21.80 ,0.69 
3527.00 ,117.67 ,122.00 ,46.00 ,58.00 ,63.00 ,30.05 ,61.92 ,25.70 ,0.15 
3528.00 ,117.68 ,122.00 ,46.00 ,58.00 ,63.00 ,30.08 ,62.53 ,25.08 ,0.21 
3529.00 ,113.72 ,122.00 ,46.00 ,58.00 ,63.00 ,30.07 ,56.78 ,26.87 ,0.14 
3530.00 ,118.59 ,122.00 ,46.00 ,58.00 ,64.00 ,30.11 ,63.57 ,24.92 ,0.88 
3531.00 ,114.74 ,122.00 ,46.00 ,58.00 ,64.00 ,30.09 ,59.65 ,25.00 ,0.19 
3532.00 ,109.83 ,122.00 ,46.00 ,58.00 ,63.00 ,30.08 ,56.41 ,23.34 ,0.44 
3533.00 ,147.42 ,122.00 ,46.00 ,58.00 ,63.00 ,30.05 ,66.46 ,50.90 ,0.07 
3534.00 ,123.18 ,121.00 ,47.00 ,58.00 ,63.00 ,30.10 ,70.63 ,22.46 ,0.38 
3535.00 ,113.49 ,122.00 ,46.00 ,58.00 ,63.00 ,30.12 ,58.37 ,25.00 ,0.33 
3536.00 ,124.56 ,122.00 ,46.00 ,58.00 ,63.00 ,30.11 ,70.16 ,24.30 ,0.22 
3537.00 ,118.13 ,123.00 ,47.00 ,58.00 ,63.00 ,30.17 ,60.56 ,27.41 ,0.40 
3538.00 ,124.34 ,123.00 ,47.00 ,58.00 ,63.00 ,30.10 ,67.56 ,26.68 ,0.35 
3539.00 ,110.73 ,122.00 ,46.00 ,58.00 ,63.00 ,30.11 ,52.15 ,28.47 ,0.28 
3540.00 ,119.13 ,122.00 ,46.00 ,58.00 ,63.00 ,31.05 ,63.14 ,24.94 ,0.15 
3541.00 ,166.14 ,122.00 ,46.00 ,58.00 ,62.00 ,31.12 ,77.14 ,57.88 ,0.45 
3542.00 ,117.63 ,121.00 ,46.00 ,58.00 ,63.00 ,30.14 ,61.06 ,26.42 ,0.37 
3543.00 ,150.35 ,121.00 ,46.00 ,58.00 ,62.00 ,30.77 ,64.18 ,55.40 ,0.30 
3544.00 ,116.90 ,121.00 ,46.00 ,58.00 ,62.00 ,30.75 ,59.62 ,26.54 ,0.32 
3545.00 ,120.05 ,123.00 ,46.00 ,58.00 ,62.00 ,30.73 ,55.73 ,33.59 ,0.39 
3546.00 ,115.93 ,122.00 ,46.00 ,58.00 ,63.00 ,30.65 ,57.98 ,27.30 ,0.22 
3547.00 ,116.15 ,121.00 ,47.00 ,58.00 ,63.00 ,30.73 ,60.57 ,24.85 ,0.36 
3548.00 ,107.75 ,121.00 ,46.00 ,58.00 ,62.00 ,31.07 ,55.04 ,21.64 ,0.35 
3549.00 ,117.34 ,121.00 ,46.00 ,58.00 ,63.00 ,31.02 ,60.43 ,25.88 ,0.08 
3550.00 ,112.19 ,121.00 ,46.00 ,58.00 ,63.00 ,30.73 ,55.90 ,25.56 ,0.68 
3551.00 ,109.46 ,122.00 ,47.00 ,58.00 ,62.00 ,30.81 ,55.15 ,23.50 ,0.50 
3552.00 ,112.99 ,123.00 ,47.00 ,58.00 ,63.00 ,30.78 ,57.61 ,24.60 ,0.27 
3553.00 ,116.45 ,121.00 ,47.00 ,58.00 ,62.00 ,30.88 ,56.63 ,28.94 ,0.49 
3554.00 ,125.76 ,121.00 ,46.00 ,58.00 ,62.00 ,30.80 ,67.44 ,27.52 ,0.32 
3555.00 ,114.35 ,122.00 ,47.00 ,58.00 ,62.00 ,30.76 ,61.20 ,22.39 ,0.58 
3556.00 ,111.41 ,124.00 ,46.00 ,58.00 ,62.00 ,30.75 ,54.21 ,26.46 ,0.36 
3557.00 ,113.24 ,122.00 ,46.00 ,58.00 ,63.00 ,30.78 ,56.90 ,25.56 ,0.55 
3558.00 ,123.21 ,123.00 ,46.00 ,58.00 ,62.00 ,30.79 ,59.58 ,32.84 ,0.39 
3559.00 ,117.82 ,122.00 ,46.00 ,58.00 ,62.00 ,30.80 ,59.28 ,27.75 ,0.17 
3560.00 ,149.64 ,122.00 ,46.00 ,58.00 ,62.00 ,29.84 ,92.03 ,27.78 ,0.35 
3561.00 ,164.05 ,120.00 ,47.00 ,57.00 ,62.00 ,30.71 ,72.21 ,61.13 ,0.59 
3562.00 ,125.81 ,121.00 ,47.00 ,57.00 ,62.00 ,30.87 ,70.21 ,24.73 ,0.30 
3563.00 ,151.01 ,122.00 ,47.00 ,57.00 ,62.00 ,30.86 ,62.12 ,58.04 ,0.13 
3564.00 ,165.67 ,122.00 ,46.00 ,57.00 ,62.00 ,30.87 ,67.68 ,67.12 ,0.31 
3565.00 ,119.55 ,123.00 ,46.00 ,57.00 ,62.00 ,30.85 ,60.56 ,28.14 ,0.21 
3566.00 ,122.99 ,121.00 ,46.00 ,57.00 ,63.00 ,30.91 ,69.10 ,22.97 ,0.37 
3567.00 ,117.86 ,122.00 ,46.00 ,58.00 ,63.00 ,29.87 ,65.01 ,22.98 ,0.65 
3568.00 ,114.76 ,122.00 ,47.00 ,58.00 ,63.00 ,29.83 ,63.03 ,21.90 ,0.23 
3569.00 ,161.99 ,122.00 ,46.00 ,58.00 ,63.00 ,29.90 ,57.82 ,74.27 ,0.18 
3570.00 ,118.35 ,121.00 ,46.00 ,58.00 ,63.00 ,29.83 ,63.06 ,25.46 ,0.37 
3571.00 ,118.27 ,122.00 ,46.00 ,57.00 ,62.00 ,29.76 ,64.82 ,23.69 ,0.36 
3572.00 ,158.81 ,122.00 ,46.00 ,58.00 ,62.00 ,29.77 ,60.66 ,68.37 ,0.31 
3573.00 ,102.92 ,121.00 ,46.00 ,58.00 ,63.00 ,29.79 ,47.97 ,25.16 ,0.35 
3574.00 ,105.70 ,121.00 ,46.00 ,57.00 ,63.00 ,29.79 ,53.50 ,22.41 ,0.29 
3575.00 ,109.65 ,122.00 ,47.00 ,58.00 ,63.00 ,29.79 ,55.87 ,23.99 ,0.29 
3576.00 ,115.15 ,122.00 ,47.00 ,57.00 ,63.00 ,29.78 ,61.37 ,23.99 ,0.23 
3577.00 ,111.16 ,121.00 ,46.00 ,57.00 ,63.00 ,29.83 ,52.14 ,29.19 ,0.50 
3578.00 ,125.68 ,121.00 ,46.00 ,57.00 ,62.00 ,29.74 ,59.63 ,36.30 ,0.12 
3579.00 ,119.16 ,121.00 ,46.00 ,57.00 ,62.00 ,29.77 ,68.49 ,20.90 ,0.35 
3580.00 ,133.22 ,121.00 ,46.00 ,57.00 ,63.00 ,30.18 ,70.85 ,32.20 ,0.40 
3581.00 ,155.40 ,120.00 ,46.00 ,58.00 ,62.00 ,29.66 ,67.86 ,57.88 ,0.40 
3582.00 ,122.16 ,121.00 ,47.00 ,58.00 ,63.00 ,29.87 ,66.13 ,26.17 ,0.62 
3583.00 ,123.89 ,121.00 ,47.00 ,57.00 ,63.00 ,29.85 ,67.97 ,26.07 ,0.14 
3584.00 ,122.16 ,120.00 ,46.00 ,58.00 ,62.00 ,29.87 ,66.36 ,25.93 ,0.37 
3585.00 ,122.69 ,121.00 ,47.00 ,57.00 ,62.00 ,29.81 ,67.05 ,25.84 ,0.49 
3586.00 ,116.40 ,120.00 ,47.00 ,58.00 ,62.00 ,29.89 ,61.38 ,25.13 ,0.49 
3587.00 ,110.96 ,120.00 ,47.00 ,58.00 ,63.00 ,29.88 ,56.48 ,24.61 ,0.22 
3588.00 ,166.75 ,121.00 ,47.00 ,58.00 ,62.00 ,29.88 ,65.84 ,71.02 ,0.40 
3589.00 ,112.34 ,121.00 ,47.00 ,58.00 ,62.00 ,29.85 ,59.05 ,23.45 ,0.20 
3590.00 ,119.05 ,122.00 ,47.00 ,58.00 ,63.00 ,29.81 ,62.27 ,26.98 ,0.18 
3591.00 ,153.16 ,121.00 ,47.00 ,58.00 ,62.00 ,29.91 ,57.03 ,66.22 ,0.40 
3592.00 ,117.71 ,120.00 ,47.00 ,58.00 ,62.00 ,29.90 ,62.73 ,25.08 ,0.16 
3593.00 ,110.42 ,120.00 ,47.00 ,58.00 ,63.00 ,29.75 ,55.19 ,25.47 ,0.27 
3594.00 ,141.21 ,120.00 ,47.00 ,57.00 ,63.00 ,29.84 ,57.84 ,53.54 ,0.18 
3595.00 ,99.10 ,120.00 ,47.00 ,58.00 ,63.00 ,29.77 ,48.69 ,20.64 ,0.31 
3596.00 ,125.72 ,120.00 ,47.00 ,57.00 ,63.00 ,29.54 ,70.78 ,25.41 ,0.55 
3597.00 ,115.52 ,120.00 ,47.00 ,57.00 ,63.00 ,29.64 ,62.94 ,22.94 ,0.30 
3598.00 ,153.32 ,120.00 ,47.00 ,57.00 ,63.00 ,29.58 ,66.54 ,57.21 ,0.17 
3599.00 ,100.36 ,120.00 ,47.00 ,57.00 ,63.00 ,29.56 ,46.43 ,24.37 ,0.29 
3600.00 ,141.88 ,120.00 ,47.00 ,57.00 ,63.00 ,29.54 ,53.91 ,58.43 ,0.43 
3601.00 ,111.05 ,120.00 ,47.00 ,57.00 ,63.00 ,29.54 ,59.10 ,22.40 ,0.05 
3602.00 ,116.83 ,120.00 ,47.00 ,57.00 ,63.00 ,29.54 ,63.62 ,23.68 ,0.09 
3603.00 ,126.29 ,120.00 ,47.00 ,57.00 ,63.00 ,29.53 ,70.10 ,26.66 ,0.25 
3604.00 ,113.63 ,120.00 ,47.00 ,57.00 ,63.00 ,29.53 ,60.95 ,23.14 ,0.11 
3605.00 ,118.55 ,120.00 ,47.00 ,57.00 ,63.00 ,29.57 ,62.43 ,26.55 ,0.23 
3606.00 ,127.42 ,121.00 ,47.00 ,57.00 ,64.00 ,29.56 ,71.01 ,26.86 ,0.43 
3607.00 ,123.93 ,121.00 ,47.00 ,57.00 ,63.00 ,29.56 ,67.47 ,26.90 ,0.18 
3608.00 ,117.80 ,121.00 ,47.00 ,58.00 ,63.00 ,29.56 ,58.52 ,29.72 ,0.35 
3609.00 ,120.48 ,120.00 ,47.00 ,58.00 ,63.00 ,29.61 ,62.39 ,28.47 ,0.40 
3610.00 ,115.34 ,120.00 ,47.00 ,58.00 ,63.00 ,29.55 ,60.90 ,24.90 ,0.32 
3611.00 ,164.47 ,120.00 ,47.00 ,58.00 ,63.00 ,29.60 ,66.14 ,68.74 ,0.24 
3612.00 ,114.59 ,120.00 ,47.00 ,58.00 ,62.00 ,29.60 ,60.61 ,24.38 ,0.19 
3613.00 ,113.09 ,120.00 ,47.00 ,58.00 ,62.00 ,29.53 ,56.85 ,26.70 ,0.22 
3614.00 ,120.05 ,120.00 ,47.00 ,58.00 ,63.00 ,29.50 ,67.08 ,23.48 ,0.23 
3615.00 ,116.35 ,119.00 ,47.00 ,57.00 ,62.00 ,29.54 ,57.73 ,29.08 ,0.57 
3616.00 ,114.76 ,119.00 ,47.00 ,57.00 ,63.00 ,29.62 ,61.39 ,23.76 ,0.39 
3617.00 ,121.81 ,119.00 ,47.00 ,57.00 ,62.00 ,29.59 ,68.54 ,23.69 ,0.42 
3618.00 ,110.44 ,119.00 ,47.00 ,57.00 ,63.00 ,29.60 ,57.67 ,23.17 ,0.33 
3619.00 ,155.13 ,121.00 ,47.00 ,57.00 ,62.00 ,29.45 ,53.46 ,72.23 ,0.30 
3620.00 ,137.05 ,121.00 ,47.00 ,57.00 ,62.00 ,29.45 ,54.25 ,53.35 ,0.26 
3621.00 ,115.79 ,120.00 ,47.00 ,57.00 ,63.00 ,29.43 ,53.52 ,32.85 ,0.38 
3622.00 ,109.87 ,121.00 ,46.00 ,57.00 ,63.00 ,29.46 ,56.29 ,24.12 ,0.29 
3623.00 ,112.88 ,120.00 ,47.00 ,57.00 ,62.00 ,29.42 ,59.96 ,23.49 ,0.36 
3624.00 ,116.25 ,120.00 ,47.00 ,57.00 ,62.00 ,29.51 ,63.53 ,23.22 ,0.51 
3625.00 ,147.55 ,120.00 ,47.00 ,57.00 ,62.00 ,29.45 ,61.87 ,56.23 ,0.17 
3626.00 ,120.95 ,120.00 ,47.00 ,57.00 ,61.00 ,29.34 ,69.42 ,22.20 ,0.75 
3627.00 ,114.78 ,121.00 ,47.00 ,57.00 ,62.00 ,29.25 ,62.32 ,23.21 ,0.22 
3628.00 ,103.07 ,120.00 ,47.00 ,57.00 ,62.00 ,29.30 ,46.58 ,27.18 ,0.27 
3629.00 ,120.63 ,120.00 ,47.00 ,57.00 ,62.00 ,29.25 ,69.56 ,21.83 ,0.35 
3630.00 ,118.74 ,120.00 ,47.00 ,57.00 ,62.00 ,29.26 ,68.23 ,21.25 ,0.15 
3631.00 ,120.97 ,120.00 ,47.00 ,57.00 ,62.00 ,29.26 ,65.69 ,26.02 ,0.21 
3632.00 ,152.41 ,120.00 ,47.00 ,57.00 ,62.00 ,29.26 ,51.81 ,71.34 ,0.23 
3633.00 ,124.41 ,120.00 ,47.00 ,57.00 ,62.00 ,29.37 ,72.71 ,22.33 ,0.21 
3634.00 ,118.64 ,120.00 ,47.00 ,57.00 ,62.00 ,29.39 ,65.82 ,23.43 ,0.22 
3635.00 ,110.11 ,120.00 ,47.00 ,57.00 ,62.00 ,29.43 ,60.58 ,20.10 ,0.31 
3636.00 ,122.04 ,120.00 ,47.00 ,58.00 ,62.00 ,29.40 ,66.84 ,25.80 ,0.41 
3637.00 ,146.07 ,121.00 ,48.00 ,57.00 ,62.00 ,29.41 ,55.49 ,61.17 ,0.59 
3638.00 ,126.17 ,121.00 ,47.00 ,57.00 ,62.00 ,29.37 ,74.93 ,21.86 ,0.50 
3639.00 ,130.72 ,121.00 ,47.00 ,57.00 ,62.00 ,29.38 ,73.16 ,28.17 ,0.24 
3640.00 ,115.98 ,120.00 ,47.00 ,57.00 ,62.00 ,29.37 ,64.42 ,22.20 ,0.32 
3641.00 ,121.72 ,121.00 ,48.00 ,57.00 ,62.00 ,29.35 ,64.72 ,27.65 ,0.33 
3642.00 ,119.38 ,120.00 ,47.00 ,58.00 ,62.00 ,29.42 ,64.89 ,25.06 ,0.43 
3643.00 ,124.97 ,120.00 ,47.00 ,58.00 ,62.00 ,29.41 ,72.08 ,23.48 ,0.36 
3644.00 ,117.94 ,120.00 ,47.00 ,58.00 ,62.00 ,29.44 ,65.22 ,23.28 ,0.18 
3645.00 ,109.33 ,120.00 ,47.00 ,58.00 ,62.00 ,29.42 ,59.34 ,20.58 ,0.43 
3646.00 ,123.97 ,120.00 ,47.00 ,57.00 ,62.00 ,29.38 ,74.98 ,19.61 ,0.41 
3647.00 ,124.34 ,120.00 ,47.00 ,57.00 ,62.00 ,29.42 ,67.13 ,27.79 ,0.47 
3648.00 ,108.11 ,121.00 ,47.00 ,57.00 ,62.00 ,29.43 ,56.01 ,22.67 ,0.28 
3649.00 ,107.38 ,121.00 ,47.00 ,57.00 ,62.00 ,29.42 ,60.42 ,17.54 ,0.41 
3650.00 ,115.18 ,119.00 ,47.00 ,57.00 ,62.00 ,29.49 ,60.50 ,25.18 ,0.59 
3651.00 ,166.69 ,119.00 ,47.00 ,57.00 ,62.00 ,29.46 ,68.62 ,68.62 ,0.33 
3652.00 ,133.41 ,119.00 ,47.00 ,57.00 ,62.00 ,29.51 ,54.47 ,49.43 ,0.30 
3653.00 ,134.62 ,120.00 ,47.00 ,57.00 ,63.00 ,29.71 ,72.11 ,32.80 ,0.58 
3654.00 ,125.75 ,120.00 ,47.00 ,57.00 ,62.00 ,29.79 ,65.64 ,30.32 ,0.34 
3655.00 ,132.89 ,120.00 ,47.00 ,57.00 ,62.00 ,29.64 ,44.97 ,58.28 ,0.54 
3656.00 ,136.70 ,120.00 ,47.00 ,57.00 ,62.00 ,29.64 ,80.46 ,26.59 ,0.28 
3657.00 ,120.87 ,119.00 ,47.00 ,57.00 ,62.00 ,29.73 ,71.40 ,19.75 ,0.23 
3658.00 ,138.62 ,120.00 ,47.00 ,57.00 ,62.00 ,29.60 ,61.44 ,47.58 ,0.47 
3659.00 ,148.92 ,119.00 ,46.00 ,57.00 ,62.00 ,29.57 ,62.86 ,56.50 ,0.45 
