Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,, Manpower
12414,147.44,41,23,31,22,44.67,72.44,30.33,0.35,95
12415,149.88,41,23,31,22,44.65,67.3,37.94,0.15,95
12416,127.23,41,23,31,22,44.67,58.66,23.9,0.38,95
12417,121.63,41,23,31,22,44.7,51.46,25.46,0.21,95
12418,168.75,41,23,31,22,44.64,67.77,56.34,0.31,95
12419,180.04,41,23,31,22,44.63,74.59,60.82,0.51,95
12420,150.64,41,23,31,22,44.59,79.26,26.79,0.35,95
12421,153.51,41,23,31,22,44.74,72.54,36.24,0.51,95
12422,174.72,41,23,31,22,44.7,69.05,60.97,0.43,95
12423,164.98,41,23,31,22,44.7,66.76,53.52,0.15,95
12424,144.05,41,23,31,22,44.71,70.96,28.38,0.6,95
12425,145.2,41,23,31,22,44.68,72.81,27.7,0.29,95
12426,140.16,41,23,31,22,44.65,63.68,31.83,0.32,95
12427,141.74,41,23,31,22,44.69,71.01,26.04,0.37,95
12428,170.1,41,23,31,22,44.65,62.61,62.84,0.19,95
12429,144.12,41,23,31,22,44.66,68.43,31.03,0.46,95
12430,142.58,41,23,31,22,44.68,68.03,29.86,0.54,95
12431,195.91,41,23,31,22,44.66,89.36,61.88,0.42,95
12432,162.46,41,23,31,22,44.72,57.56,60.18,0.19,95
12433,150.16,41,23,31,22,44.69,74.23,31.24,0.26,95
12434,147.62,41,23,31,22,44.63,70.49,32.5,0.45,95
12435,148.64,41,23,31,22,44.71,77.65,26.29,0.4,95
12436,123.88,41,23,31,22,44.65,53.92,25.31,0.21,95
12437,158.89,41,23,31,22,44.66,83.7,30.53,0.48,95
12438,135.53,41,23,31,22,44.67,61.14,29.73,0.17,95
12439,144.99,41,23,31,22,44.76,71.4,28.83,0.11,95
12440,144.67,41,23,31,22,44.65,75.93,24.1,0.52,95
12441,132.71,41,23,31,22,44.6,59.03,29.08,0.49,95
12442,141.39,41,23,31,22,44.74,62.28,34.37,0.24,95
12443,145.57,41,23,31,22,44.59,72.94,28.04,0.36,95
12444,144.25,41,23,31,22,44.71,70.07,29.47,0.59,95
12445,184.61,41,23,31,22,44.68,75.11,64.82,0.32,95
12446,146.63,41,23,31,22,44.71,70,31.92,0.27,95
12447,132.79,41,23,31,22,44.57,63.28,24.95,0.13,95
12448,134.94,41,23,31,22,44.67,64.82,25.44,0.21,95
12449,132.97,41,23,31,22,44.73,57.52,30.72,0.35,95
12450,168.75,41,23,31,22,44.67,66.15,57.93,0.42,95
12451,157.04,41,23,31,22,44.67,87.16,25.21,0.56,95
12452,152.53,41,23,31,22,44.66,78.52,29.35,0.43,95
12453,133.35,41,23,31,22,44.67,60.54,28.14,0.4,95
12454,140.57,41,23,31,22,44.68,67.05,28.84,0.42,95
12455,154.6,41,23,31,22,44.67,78.28,31.65,0.35,95
12456,133.9,41,23,31,22,44.74,65.1,24.06,0.32,95
12457,149.84,41,23,31,22,44.66,70.32,34.86,0.54,95
12458,135.25,41,23,31,22,44.67,61.59,29,0.15,95
12459,180.24,41,23,31,22,44.7,65.97,69.57,0.33,95
12460,170.99,41,23,31,22,44.76,65.9,60.33,0.21,95
12461,191.38,41,23,31,22,44.65,71.96,74.78,0.18,95
12462,171.97,41,23,31,22,44.64,60.23,67.1,0.14,95
12463,136.58,41,23,31,22,44.63,66.51,25.45,0.4,95
12464,147.68,41,23,31,22,44.68,79.79,23.21,0.21,95
12465,132.81,41,23,31,22,44.66,65.04,23.11,0.31,95
12466,154.08,41,23,31,22,44.62,58.21,51.26,0.09,95
12467,130.83,41,23,31,22,44.65,61.24,24.94,0.17,95
12468,132.68,41,23,31,22,44.69,60.82,27.17,0.41,95
12469,144.54,41,23,31,22,44.6,68.27,31.66,0.34,95
12470,179.98,41,23,31,22,44.76,60.86,74.36,0.45,95
12471,140.78,41,23,31,22,44.65,65.04,31.09,0.12,95
12472,136.08,41,23,31,22,44.68,61.99,29.4,0.29,95
12473,137.56,41,23,31,22,44.73,59.86,32.97,0.23,95
12474,132.38,41,23,31,22,44.75,62.73,24.9,0.37,95
12475,146.46,41,23,31,22,44.65,68.73,33.08,0.33,95
12476,164.56,41,23,31,22,44.71,66.67,53.19,0.53,95
12477,174.81,41,23,31,22,44.6,75.85,54.37,0.46,95
12478,184.11,41,23,31,22,44.68,65.49,73.94,0.21,95
12479,185.36,41,23,31,22,44.7,77.61,63.04,0.33,95
12480,174.31,41,23,31,22,44.7,69.14,60.48,0.15,95
12481,143.95,41,23,31,22,44.62,72.9,26.44,0.53,95
12482,146.74,41,23,31,22,44.6,76.23,25.9,0.27,95
12483,150.65,41,23,31,22,44.71,74.55,31.4,0.16,95
12484,160.48,41,23,31,22,44.6,57.31,58.57,0.25,95
12485,141.12,41,23,31,22,44.68,61.88,34.57,0.35,95
12486,139.31,41,23,31,22,44.67,69.37,25.27,0.36,95
12487,147.27,41,23,31,22,44.7,72.66,29.91,0.26,95
12488,128.07,41,23,31,22,44.68,57.84,25.55,0.09,95
12489,138.94,41,23,31,22,44.66,64.28,30,0.5,95
12490,143.88,41,23,31,22,44.69,68.63,30.57,0.31,95
12491,141.56,41,23,31,22,44.66,70.91,25.98,0.09,95
12492,149.57,41,23,31,22,44.66,71.73,33.18,0.29,95
12493,190.65,41,23,31,22,44.64,76.24,69.77,0.31,95
12494,180.68,41,23,31,22,44.77,78.58,57.34,0.12,95
12495,131.11,41,23,31,22,44.69,54.75,31.66,0.24,95
12496,201.06,41,23,31,22,44.68,80.23,76.15,0.35,95
12497,146.59,41,23,31,22,44.63,69.06,32.91,0.32,95
12498,141.4,41,23,31,22,44.58,70.27,26.54,0.36,95
12499,173.77,41,23,31,22,44.69,63.63,65.45,0.54,95
12500,140.16,41,23,31,22,44.68,63.49,32,0.24,95
12501,135.88,41,23,31,22,44.68,66.74,24.46,0.58,95
12502,129.57,41,23,31,22,44.65,57.75,27.18,0.3,95
12503,132.7,41,23,31,22,44.65,63.5,24.54,0.13,95
12504,141.97,41,23,31,22,44.7,65.82,31.46,0.4,95
12505,138.6,41,23,31,22,44.69,68.58,25.32,0.28,95
12506,140.83,41,23,31,22,44.71,65.16,30.96,0.34,95
12507,143.29,41,23,31,22,44.71,70.55,28.02,0.41,95
12508,137.83,41,23,31,22,44.59,66.74,26.5,0.35,95
12509,141.72,41,23,31,22,44.69,71.62,25.41,0.26,95
12510,143.28,41,23,31,22,44.73,71.77,26.78,0.33,95
12511,143.76,41,23,31,22,44.69,65.9,33.17,0.14,95
12512,195.13,41,23,31,22,44.74,77.98,72.41,0.33,95
12513,143.07,41,23,31,22,44.64,73.24,25.2,0.23,95
12514,138.8,41,23,31,22,44.58,68.72,25.49,0.18,95
12515,133.52,41,23,31,22,44.67,63.42,25.44,0.47,95
12516,146.71,41,23,31,22,44.61,67.82,34.28,0.31,95
12517,150.08,41,23,31,22,44.68,74.04,31.36,0.26,95
12518,190.31,41,23,31,22,44.64,73.55,72.12,0.44,95
12519,143.12,41,23,31,22,44.66,70.17,28.29,0.21,95
12520,138.16,41,23,31,22,44.6,69.38,24.17,0.58,95
12521,151.37,41,23,31,22,44.66,76.08,30.63,0.42,95
12522,136.34,41,23,31,22,44.67,61.03,30.64,0.45,95
12523,134.41,41,23,31,22,44.67,66.81,22.93,0.36,95
12524,171.89,41,23,31,22,44.65,64.05,63.18,0.27,95
12525,145.9,41,23,31,22,44.67,65.8,35.42,0.43,95
12526,142.6,41,23,31,22,44.66,66.89,31.05,0.26,95
12527,136.7,41,23,31,22,44.68,63.91,28.11,0.4,95
12528,142.06,41,23,31,22,44.66,68.98,28.42,0.24,95
12529,146.85,41,23,31,22,44.67,73.12,29.05,0.17,95
12530,158.4,41,23,31,22,44.75,57.45,56.2,0.42,95
12531,168.34,41,23,31,22,44.7,65.46,58.18,0.39,95
12532,146.68,41,23,31,22,44.68,74.56,27.44,0.26,95
12533,149.26,41,23,31,22,44.75,72.81,31.71,0.44,95
12534,143.73,41,23,31,22,44.64,68.47,30.62,0.34,95
12535,164.75,41,23,31,22,44.59,92.74,27.42,0.14,95
12536,157.77,41,23,31,22,44.55,74.58,38.64,0.19,95
12537,155.12,41,23,31,22,44.67,83.31,27.14,0.34,95
12538,135.12,41,23,31,22,44.71,66.06,24.35,0.31,95
12539,134.26,41,23,31,22,44.65,63.35,26.26,0.24,95
12540,149.09,41,23,31,22,44.61,72.85,31.64,0.22,95
12541,147.33,41,23,31,22,44.76,74.85,27.71,0.22,95
12542,143.14,41,23,31,22,44.64,68.03,30.48,0.28,95
12543,141.79,41,23,31,22,44.62,69.64,27.53,0.36,95
12544,169.7,41,23,31,22,44.6,66.31,58.78,0.33,95
12545,192.67,41,23,31,22,44.62,73.87,74.18,0.18,95
12546,150.72,41,23,31,22,44.59,74.25,31.88,0.13,95
12547,147.01,41,23,31,22,44.71,74.38,27.92,0.04,95
12548,173.34,41,23,31,22,44.66,65.92,62.76,0.4,95
12549,146.27,41,23,31,22,44.67,73.7,27.9,0.19,95
12550,136.69,41,23,31,22,44.63,66.9,25.16,0.4,95
12551,134,41,23,31,22,44.69,63.26,26.05,0.22,95
12552,164.73,41,23,31,22,44.65,66.05,54.03,0.25,95
12553,133.44,41,23,31,22,44.62,60.22,28.61,0.2,95
12554,135.95,41,23,31,22,44.57,64.47,26.9,0.25,95
12555,144.23,41,23,31,22,44.7,71.79,27.74,0.33,95
12556,138.97,41,23,31,22,44.71,64.78,29.48,0.2,95
12557,138.17,41,23,31,22,44.66,69.64,23.86,0.13,95
12558,135.79,41,23,31,22,44.67,60.9,30.23,0.22,95
12559,182.48,41,23,31,22,44.71,73.32,64.44,0.19,95
12560,143.94,41,23,31,22,44.63,71.89,27.42,0.12,95
12561,128.5,41,23,31,22,44.63,58.02,25.84,0.22,95
12562,130.87,41,23,31,22,44.67,60.88,25.31,0.24,95
12563,155.74,41,23,31,22,44.66,81.63,29.44,0.44,95
12564,138.39,41,23,31,22,44.62,66.77,27.01,0.29,95
12565,143.12,41,23,31,22,44.69,69.16,29.26,0.56,95
12566,163.89,41,23,31,22,44.72,69.41,49.76,0.17,95
12567,137.54,41,23,31,22,44.69,63.07,29.77,0.52,95
12568,129.44,41,23,31,22,44.64,58.98,25.83,0.17,95
12569,175.28,41,23,31,22,44.77,71.76,58.76,0.34,95
12570,141.4,41,23,31,22,44.7,69.43,27.28,0.26,95
12571,137.5,41,23,31,22,44.61,63.45,29.43,0.21,95
12572,143.1,41,23,31,22,44.65,71.17,27.28,0.32,95
12573,155.01,41,23,31,22,44.68,82.42,27.91,0.43,95
12574,150.42,41,23,31,22,44.69,68.76,36.98,0.37,95
12575,143.78,41,23,31,22,44.59,66.45,32.74,0.43,95
12576,148.56,41,23,31,22,44.67,76.2,27.68,0.26,95
12577,138.84,41,23,31,22,44.67,69.68,24.49,0.53,95
12578,142.4,41,23,31,22,44.66,62.76,34.98,0.28,95
12579,139.82,41,23,31,22,44.66,70.2,24.96,0.44,95
12580,138.08,41,23,31,22,44.62,69.36,24.11,0.29,95
12581,139.41,41,23,31,22,44.65,66.98,27.79,0.57,95
12582,135.14,41,23,31,22,44.72,62.78,27.64,0.19,95
12583,147.32,41,23,31,22,44.7,71.02,31.6,0.17,95
12584,136.45,41,23,31,22,44.63,66.14,25.68,0.28,95
12585,142.21,41,23,31,22,44.75,71.19,26.27,0.31,95
12586,141.73,41,23,31,22,44.74,68.75,28.23,0.25,95
12587,157.49,41,23,31,22,44.6,76.4,36.49,0.17,95
12588,136,41,23,31,22,44.69,64.36,26.95,0.58,95
12589,146.33,41,23,31,22,44.65,68.82,32.86,0.26,95
12590,128.55,41,23,31,22,44.7,59.16,24.69,0.21,95
12591,141.1,41,23,31,22,44.71,69.78,26.6,0.29,95
12592,124.58,41,23,31,22,44.71,51.19,28.68,0.39,95
12593,135.71,41,23,31,22,44.68,64.3,26.72,0.17,95
12594,146.77,41,23,31,22,44.68,72.77,29.32,0.38,95
12595,147.91,41,23,31,22,44.72,75.94,27.25,0.36,95
12596,148.32,41,23,31,22,44.64,69.26,34.42,0.24,95
12597,140.1,41,23,31,22,44.72,72.34,23.04,0.3,95
12598,150.54,41,23,31,22,44.74,72.12,33.67,0.34,95
12599,170.85,41,23,31,22,44.69,65.33,60.84,0.31,95
12600,145.18,41,23,31,22,44.67,68.13,32.39,0.18,95
12601,191.31,41,23,31,22,44.67,71.59,75.06,0.54,95
12602,142.98,41,23,31,22,44.62,73.27,25.09,0.14,95
12603,124.32,41,23,31,22,44.72,53.8,25.8,0.2,95
12604,136.95,41,23,31,22,44.64,64.52,27.79,0.16,95
12605,192.59,41,23,31,22,44.59,72.76,75.23,0.21,95
12606,152.62,41,23,31,22,44.7,77.37,30.55,0.16,95
12607,151.33,41,23,31,22,44.67,69.59,37.08,0.12,95
12608,140.15,41,23,31,22,44.58,68.78,26.78,0.26,95
12609,138.34,41,23,31,22,44.61,56.26,37.46,0.3,95
12610,146.82,41,23,31,22,44.76,74.15,27.92,0.41,95
12611,123.36,41,23,31,22,44.71,52.08,26.58,0.57,95
12612,145.47,41,23,31,22,44.66,77.06,23.75,0.18,95
12613,194.08,41,23,31,22,44.64,74.68,74.77,0.24,95
12614,162.94,41,23,31,22,44.65,65.66,52.63,0.4,95
12615,141.19,41,23,31,22,44.66,71.99,24.54,0.21,95
12616,190.93,41,23,31,22,44.7,72.06,74.17,0.16,95
12617,138.39,41,23,31,22,44.68,63.99,29.73,0.41,95
12618,145.5,41,23,31,22,44.7,77.32,23.48,0.21,95
12619,188.05,41,23,31,22,44.61,70,73.44,0.3,95
12620,147.22,41,23,31,22,44.73,71.08,31.41,0.43,95
12621,149.54,41,23,31,22,44.67,74.45,30.41,0.27,95
12622,138.77,41,23,31,22,44.76,66.15,27.86,0.34,95
12623,136.88,41,23,31,22,44.71,66.04,26.12,0.38,95
12624,138.39,41,23,31,22,44.67,55.99,37.74,0.45,95
12625,149.26,41,23,31,22,44.72,74.74,29.8,0.47,95
12626,169,41,23,31,22,44.68,53.66,70.66,0.34,95
12627,142.86,41,23,31,22,44.68,71.98,26.21,0.17,95
12628,184.37,41,23,31,22,44.68,75.4,64.29,0.37,95
12629,140.17,41,23,31,22,44.72,66.8,28.65,0.39,95
12630,142.16,41,23,31,22,44.7,73.62,23.85,0.43,95
12631,197.1,41,23,31,22,44.58,77.37,75.15,0.29,95
12632,147.44,41,23,31,22,44.71,71.26,31.46,0.57,95
12633,145.48,41,23,31,22,44.63,76.21,24.63,0.42,95
12634,149.37,41,23,31,22,44.65,69.73,34.99,0.25,95
12635,163.33,41,23,31,22,44.72,66.24,52.38,0.22,95
12636,126.86,41,23,31,22,44.64,56.1,26.11,0.34,95
12637,132.03,41,23,31,22,44.75,58.09,29.19,0.15,95
12638,149.34,41,23,31,22,44.67,74.47,30.2,0.35,95
12639,177.76,41,23,31,22,44.68,56.44,76.64,0.17,95
12640,177,41,23,31,22,44.65,76.52,55.83,0.23,95
12641,131.43,41,23,31,22,44.73,62.35,24.35,0.45,95
12642,138.3,41,23,31,22,44.66,64.07,29.56,0.25,95
12643,162.13,41,23,31,22,44.63,65.64,51.86,0.42,95
12644,180.49,41,23,31,22,44.67,74.27,61.54,0.32,95
12645,135.49,41,23,31,22,44.65,63.66,27.17,0.06,95
12646,148.81,41,23,31,22,44.7,68.85,35.25,0.14,95
12647,137.95,41,23,31,22,44.68,67.33,25.94,0.33,95
12648,138.56,41,23,31,22,44.66,71.59,22.31,0.36,95
12649,183.07,41,23,31,22,44.58,66.6,71.89,0.11,95
12650,142.97,41,23,31,22,44.64,71.03,27.31,0.66,95
12651,131.89,41,23,31,22,44.66,59.93,27.31,0.4,95
12652,143.13,41,23,31,22,44.68,70.74,27.71,0.58,95
12653,144.21,41,23,31,22,44.59,71.37,28.26,0.12,95
12654,149.76,41,23,31,22,44.68,76.64,28.45,0.24,95
12655,146.05,41,23,31,22,44.73,66.45,34.88,0.19,95
12656,121.14,41,23,31,22,44.7,51.52,24.92,0.23,95
12657,138.08,41,23,31,22,44.63,65.29,28.16,0.17,95
12658,174.35,41,23,31,22,44.63,73.62,56.1,0.3,95
12659,146.64,41,23,31,22,44.65,72.86,29.13,0.55,95
12660,132.84,41,23,31,22,44.66,60.77,27.41,0.44,95
12661,143.46,41,23,31,22,44.78,70,28.68,0.4,95
12662,143.75,41,23,31,22,44.7,72.19,26.86,0.17,95
12663,130.1,41,23,31,22,44.67,57.19,28.24,0.29,95
12664,171.41,41,23,31,22,44.66,69.95,56.8,0.49,95
12665,139.61,41,23,31,22,44.7,66.22,28.69,0.09,95
12666,142.38,41,23,31,22,44.65,71.54,26.19,0.34,95
12667,137.34,41,23,31,22,44.67,64.91,27.76,0.17,95
12668,132.65,41,23,31,22,44.7,53.57,34.38,0.22,95
12669,139.8,41,23,31,22,44.7,62.91,32.19,0.5,95
12670,132.97,41,23,31,22,44.65,59.78,28.55,0.2,95
12671,148.04,41,23,31,22,44.63,73.53,29.87,0.24,95
12672,141.91,41,23,31,22,44.69,74.2,23.02,0.15,95
12673,140.81,41,23,31,22,44.66,69.49,26.65,0.19,95
12674,141.27,41,23,31,22,44.66,68.76,27.84,0.36,95
12675,147.06,41,23,31,22,44.6,67.14,35.31,0.67,95
12676,139.31,41,23,31,22,44.71,65.68,28.92,0.24,95
12677,148.32,41,23,31,22,44.65,70.23,33.44,0.26,95
12678,131.2,41,23,31,22,44.67,61.75,24.78,0.29,95
12679,148.08,41,23,31,22,44.63,75.8,27.66,0.29,95
12680,141.58,41,23,31,22,44.71,68.9,27.97,0.62,95
12681,134.36,41,23,31,22,44.64,64.24,25.48,0.43,95
12682,142.09,41,23,31,22,44.66,68.96,28.47,0.39,95
12683,143.16,41,23,31,22,44.67,73.23,25.26,0.36,95
12684,120.95,41,23,31,22,44.7,50.87,25.37,0.41,95
12685,132.52,41,23,31,22,44.62,60.2,27.69,0.13,95
12686,136.82,41,23,31,22,44.65,66.88,25.29,0.32,95
12687,133.71,41,23,31,22,44.71,65.41,23.59,0.6,95
12688,152.4,41,23,31,22,44.76,82.63,25.01,0.35,95
12689,161.1,41,23,31,22,44.67,65.21,51.21,0.49,95
12690,142.1,41,23,31,22,44.69,70.49,26.92,0.08,95
12691,140.71,41,23,31,22,44.62,68.61,27.48,0.45,95
12692,140.47,41,23,31,22,44.66,64.57,31.25,0.16,95
12693,143.8,41,23,31,22,44.65,70.16,28.99,0.48,95
12694,129.85,41,23,31,22,44.66,58.02,27.17,0.12,95
12695,177.98,41,23,31,22,44.72,74.08,59.19,0.23,95
12696,163.04,41,23,31,22,44.6,64.22,54.22,0.19,95
12697,141.14,41,23,31,22,44.63,65.3,31.21,0.25,95
12698,127.59,41,23,31,22,44.69,60.31,22.59,0.3,95
12699,178.81,41,23,31,22,44.73,102.27,31.81,0.41,95
12700,183.38,41,23,31,22,44.6,68.4,70.37,0.21,95
12701,126.47,41,23,31,22,44.64,54.18,27.64,0.22,95
12702,148.42,41,23,31,22,44.67,66.77,36.99,0.3,95
12703,130.77,41,23,31,22,44.66,58.72,27.39,0.44,95
12704,150.08,41,23,31,22,44.63,79.51,25.95,0.19,95
12705,141.26,41,23,31,22,44.72,67.46,29.08,0.32,95
12706,142.29,41,23,31,22,44.81,69.93,27.55,0.48,95
12707,136.42,41,23,31,22,44.7,63.91,27.8,0.09,95
12708,132.28,41,23,31,22,44.71,58.1,29.47,0.38,95
12709,148.32,41,23,31,22,44.7,79.96,23.65,0.34,95
12710,192.9,41,23,31,22,44.64,72.84,75.42,0.24,95
12711,138.85,41,23,31,22,44.63,63.96,30.26,0.45,95
12712,138.01,41,23,31,22,44.63,64.84,28.54,0.32,95
12713,149.98,41,23,31,22,44.72,80.34,24.92,0.25,95
12714,143.92,41,23,31,22,44.68,61.97,37.26,0.24,95
12715,143.17,41,23,31,22,44.62,66.57,31.98,0.48,95
12716,128.61,41,23,31,22,44.66,59.81,24.14,0.16,95
12717,144,41,23,31,22,44.66,71.86,27.48,0.17,95
12718,149.79,41,23,31,22,44.67,72.46,32.67,0.56,95
12719,144.68,41,23,31,22,44.7,63.58,36.4,0.15,95
12720,144.52,41,23,31,22,44.61,72.03,27.88,0.34,95
12721,157.9,41,23,31,22,44.64,65.81,47.45,0.24,95
12722,146.98,40,23,31,22,44.67,75.06,27.24,0.46,94
12723,152.09,40,23,31,22,44.72,78,29.37,0.36,94
12724,150.26,40,23,31,22,44.66,78.05,27.55,0.34,94
12725,122.88,41,23,31,22,44.69,52.98,25.21,0.34,95
12726,132.99,40,23,31,22,44.65,60.64,27.7,0.26,94
12727,144.44,40,23,31,22,44.72,68.82,30.9,0.13,94
12728,147.98,41,23,31,22,44.7,76.38,26.89,0.39,95
12729,159.49,40,23,31,22,44.73,64.02,50.75,0.3,94
12730,137.5,40,23,31,22,44.68,67.61,25.21,0.32,94
12731,133.19,41,23,31,22,44.75,60.89,27.55,0.36,95
12732,131.79,40,23,31,22,44.61,59.01,28.16,0.24,94
12733,144.37,41,23,31,22,44.65,70.9,28.81,0.2,95
12734,147.41,41,23,31,22,44.69,72.07,30.65,0.3,95
12735,175.38,41,23,31,22,44.7,55.11,75.58,0.33,95
12736,166.62,41,23,31,22,44.64,68.38,53.6,0.34,95
12737,136.98,41,23,31,22,44.71,64.55,27.72,0.37,95
12738,139.7,41,23,31,22,44.72,70.79,24.19,0.11,95
12739,146.21,41,23,31,22,44.65,74.53,27.03,0.22,95
12740,136.03,41,23,31,22,44.71,61.77,29.55,0.22,95
12741,151.06,41,23,31,22,44.67,74.22,32.17,0.45,95
12742,135.5,40,23,31,22,44.66,64.62,26.21,0.4,94
12743,125.3,40,23,31,22,44.74,54.12,26.44,0.57,94
12744,138.33,40,23,31,22,44.67,66.77,26.89,0.17,94
12745,149.78,40,23,31,22,44.69,72.64,32.45,0.45,94
12746,143.65,40,23,31,22,44.7,69.11,29.84,0.52,94
12747,131.25,40,23,31,22,44.75,58.24,28.26,0.32,94
12748,140.21,40,23,31,22,44.67,66.09,29.45,0.46,94
12749,146.21,40,23,31,22,44.69,75.18,26.34,0.37,94
12750,174.55,40,23,31,22,44.63,64.39,65.53,0.32,94
12751,142.46,40,23,31,22,44.77,74.02,23.67,0.25,94
12752,141.07,40,23,31,22,44.7,62.62,33.75,0.58,94
12753,140.71,40,23,31,22,44.76,67.9,28.05,0.24,94
12754,154.53,40,23,31,22,44.72,78.25,31.55,0.32,94
12755,142.77,40,23,31,22,44.71,70.05,28,0.39,94
12756,153.34,40,23,31,22,44.6,77.55,31.19,0.41,94
12757,173.52,40,23,31,22,44.68,68.97,59.88,0.45,94
12758,164.82,40,23,31,22,44.74,60.88,59.2,0.18,94
12759,140.1,40,23,31,22,44.68,66.47,28.95,0.3,94
12760,166.84,40,23,31,22,44.72,70.01,52.11,0.16,94
12761,138.54,40,23,31,22,44.75,62.58,31.22,0.27,94
12762,171.75,40,23,31,22,44.67,69.7,57.38,0.5,94
12763,146.72,40,23,31,22,44.7,73.83,28.2,0.57,94
12764,146.2,40,23,31,22,44.62,69.36,32.21,0.24,94
12765,192.66,40,23,31,22,44.71,73.01,74.95,0.29,94
12766,140.92,40,23,31,22,44.62,69.69,26.61,0.1,94
12767,137.24,40,23,31,22,44.69,66.45,26.1,0.23,94
12768,189.97,40,22,31,22,44.69,73.72,71.55,0.41,93
12769,140.07,40,22,31,22,44.71,67.82,27.54,0.4,93
12770,138.05,40,22,31,22,44.66,67.2,26.19,0.17,93
12771,179.16,40,22,31,22,44.63,68.02,66.51,0.29,93
12772,140.41,40,22,31,22,44.73,65.85,29.83,0.29,93
12773,129.34,40,22,31,22,44.65,53.93,30.77,0.23,93
12774,151.27,40,22,31,22,44.73,74.86,31.68,0.27,93
12775,192.79,40,22,31,22,44.59,72.36,75.84,0.36,93
12776,158.92,40,22,31,22,44.7,82.95,31.27,0.31,93
12777,143.54,40,22,31,22,44.67,68.86,30.01,0.41,93
12778,135.64,40,22,31,22,44.7,62.6,28.34,0.38,93
12779,147.91,40,22,31,22,44.72,72.16,31.03,0.62,93
12780,140.65,40,22,31,22,44.64,64.7,31.31,0.06,93
12781,147.17,40,22,31,22,44.6,67.77,34.8,0.33,93
12782,140.38,40,22,31,22,44.72,69.68,25.97,0.27,93
12783,142.76,40,22,31,22,44.64,63.23,34.89,0.22,93
12784,189.55,40,22,31,22,44.64,74.05,70.86,0.21,93
12785,149.56,40,22,31,22,44.71,71.48,33.37,0.59,93
12786,152.21,40,22,31,22,44.65,60.14,47.42,0.44,93
12787,145.53,40,22,31,22,44.64,72.38,28.51,0.14,93
12788,139.35,40,22,31,22,44.69,67.65,27.02,0.3,93
12789,177.35,40,22,31,22,44.68,75.57,57.11,0.3,93
12790,193.38,40,22,31,22,44.7,83.36,65.32,0.44,93
12791,134.82,40,22,31,22,44.68,58.97,31.16,0.55,93
12792,144.07,40,22,31,22,44.69,70.89,28.49,0.38,93
12793,140.04,40,22,31,22,44.73,69.97,25.34,0.23,93
12794,169.5,40,22,31,22,44.64,68.3,56.55,0.3,93
12795,145.26,40,22,31,22,44.71,73.44,27.12,0.19,93
12796,139.02,40,22,31,22,44.67,64.2,30.14,0.18,93
12797,137.31,40,22,31,22,44.65,64.86,27.79,0.19,93
12798,129.37,40,22,31,22,44.76,54.06,30.55,0.18,93
12799,131.52,40,22,31,22,44.64,62.79,24.08,0.24,93
12800,128.89,40,22,31,22,44.58,56.89,27.41,0.27,93
12801,133.22,40,22,31,22,44.74,61.47,27.01,0.36,93
12802,147.66,40,23,31,22,44.59,74.3,28.77,0.34,94
12803,143.8,40,23,31,22,44.66,70.4,28.74,0.41,94
12804,137.61,40,23,31,22,44.75,64.7,28.16,0.29,94
12805,168.75,40,22,31,22,44.68,67.66,56.41,0.51,93
12806,130.45,40,22,31,22,44.61,57.53,28.31,0.3,93
12807,146.16,40,22,31,22,44.64,70.09,31.43,0.11,93
12808,177.37,40,22,31,22,44.63,66.99,65.75,0.2,93
12809,161.78,40,22,31,22,44.67,83.28,33.83,0.32,93
12810,150.75,40,22,31,22,44.69,78.65,27.41,0.34,93
12811,147.54,40,22,31,22,44.63,75.96,26.95,0.5,93
12812,140.98,40,22,31,22,44.72,68.32,27.94,0.3,93
12813,125.97,40,22,31,22,44.69,56.19,25.09,0.34,93
12814,146.44,40,22,31,22,44.68,70.86,30.89,0.26,93
12815,143.78,40,22,31,22,44.65,66.89,32.24,0.35,93
12816,142.28,41,22,31,22,44.67,75.22,22.39,0.41,94
12817,150.93,41,22,31,22,44.72,80.68,25.53,0.51,94
12818,118.99,41,22,31,22,44.66,53.29,21.04,0.59,94
12819,139.23,40,22,31,22,44.69,62.03,32.52,0.5,93
12820,140.61,40,22,31,22,44.71,65.7,30.21,0.15,93
12821,144.56,40,22,31,22,44.66,74.66,25.24,0.24,93
12822,145.65,40,22,31,22,44.63,71.98,29.04,0.33,93
12823,175.77,40,22,31,22,44.66,73.6,57.51,0.18,93
12824,186.45,40,22,31,22,44.77,71.46,70.22,0.2,93
12825,170.51,40,22,31,22,44.64,68.31,57.56,0.19,93
12826,144.68,40,22,31,22,44.69,75.81,24.18,0.14,93
12827,148.18,40,22,31,22,44.76,71.07,32.35,0.53,93
12828,141.34,40,22,31,22,44.73,70.96,25.65,0.26,93
12829,143.95,40,22,31,22,44.69,73.1,26.15,0.54,93
12830,149.82,40,22,31,22,44.69,84.72,20.41,0.3,93
12831,172.55,40,22,31,22,44.66,66.08,61.82,0.14,93
12832,143.05,40,22,31,22,44.69,68.17,30.2,0.34,93
12833,138.34,40,22,31,22,44.73,67.01,26.6,0.42,93
12834,150.02,40,22,31,22,44.75,78.42,26.84,0.16,93
