Iterations,Avg_StackingTime, Manpower, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,
152,97.56,341,148,28.4,48.22,20.93,0.7
153,168.18,341,147,28.32,73.83,66.03,0.17
154,108.56,338,147,28.33,59.63,20.6,0.88
155,99.69,340,147,28.27,50.07,21.34,0.7
156,100.44,337,146,28.34,51.95,20.15,0.5
157,152.24,338,146,28.38,61.12,62.74,0.25
158,104.7,339,147,28.27,54.18,22.25,0.51
159,152.34,340,147,28.25,57.61,66.48,0.42
160,117.76,339,147,28.21,70.3,19.25,0.29
161,100.89,337,147,28.26,54.53,18.1,0.28
162,133.63,341,146,28.36,53.17,52.1,0.72
163,156.12,341,147,28.44,65.98,61.69,0.31
164,135.21,342,147,28.59,51.72,54.9,0.38
165,112.64,339,145,28.51,64.46,19.67,0.77
166,131.75,340,145,28.57,66.77,36.42,0.26
167,111.65,340,145,28.65,65.64,17.37,0.3
168,105.83,338,144,28.51,56.13,21.18,0.47
169,156,334,145,28.97,63.21,63.82,0.71
170,104.86,336,142,29.69,53.51,21.67,0.66
171,167.56,336,142,29.64,68.22,69.7,0.03
172,123.48,335,142,29.76,56.8,36.92,0.35
173,113.8,335,142,29.79,61.31,22.7,0.36
174,115.29,334,142,29.72,66.83,18.74,0.38
175,111.42,336,142,29.69,62.92,18.81,0.22
176,120.19,332,144,28.95,37.63,53.6,0.75
177,104.83,330,141,29.61,47.02,28.21,0.88
178,113.96,329,141,29.73,58.33,25.9,0.21
179,109.24,329,141,29.76,58.69,20.78,0.31
180,113.4,331,141,29.13,60.85,23.42,0.48
181,113.45,329,141,29.25,61.47,22.73,0.33
182,111.42,329,141,29.28,56.93,25.2,0.27
183,155.39,329,141,29.4,62.69,63.3,0.48
184,117.28,330,143,29.63,67.45,20.2,0.79
185,145.17,329,142,29.54,62.31,53.32,0.64
186,166.13,329,141,29.35,72.47,64.31,0.77
187,161.55,329,141,29.37,65.89,66.29,0.03
188,124.04,328,141,30.06,73.7,20.27,0.56
189,115.05,326,140,30.28,67.04,17.73,0.12
190,98.61,328,141,29.91,48.14,20.57,0.53
191,100.46,328,140,29.84,50.41,20.22,0.68
192,145.02,327,140,29.88,47.05,68.09,0.21
193,118.94,328,140,29.79,68.43,20.72,0.92
194,106.61,329,141,29.84,58.68,18.09,0.43
195,98.86,327,139,30.12,46.18,22.56,0.46
196,121.69,326,141,29.31,64.79,27.58,0.67
197,101.2,325,140,29.12,50.8,21.28,0.75
198,152.15,324,140,28.92,51.47,71.76,0.93
199,114.9,324,141,29.29,63.35,22.25,0.26
200,145.2,325,141,28.98,62.76,53.46,0.34
201,155.71,326,139,29.04,58.45,68.22,0.43
202,106.29,326,140,29.06,54.02,23.2,0.21
203,103.63,325,138,29.05,47.89,26.69,0.23
204,101.12,326,138,29.08,49.5,22.54,0.2
205,123.33,323,139,29.22,66.54,27.58,0.39
206,108.78,329,138,28.67,57.04,23.07,0.73
207,108.5,327,138,28.95,58.31,21.24,0.24
208,99.71,328,139,29.13,50.38,20.2,0.42
209,136.61,326,137,30.62,57.65,48.34,0.66
210,156.18,326,138,30.63,58.37,67.18,0.19
211,115.09,327,138,29.61,63.95,21.52,0.8
212,114.81,325,138,29.38,68.73,16.69,0.27
213,117.23,324,138,30.16,68.08,18.99,0.51
214,119.3,324,137,30.13,68.83,20.34,0.4
215,107.25,324,137,29.88,58.1,19.27,0.3
216,105.37,324,138,29.44,57.32,18.61,0.39
217,103.39,322,137,30.11,54.18,19.1,0.42
218,167.29,325,137,29.23,73.24,64.82,0.41
219,110.05,321,138,29.81,58.91,21.33,0.9
220,150.82,323,139,29.74,57.15,63.92,0.25
221,111.94,324,138,29.6,62.8,19.54,0.99
222,153.63,319,138,28.8,60.93,63.91,0.98
223,108.61,320,140,28.85,55.91,23.85,0.81
224,114.53,320,141,28.81,62.42,23.29,0.1
225,109.51,321,140,28.42,64.33,16.77,0.41
226,109.31,318,139,28.71,59.5,21.09,0.75
227,115.29,321,140,29.41,66.7,19.19,0.99
228,104.13,315,137,28.41,53.94,21.77,0.93
229,115.57,314,137,28.37,66.02,21.19,0.48
230,114.45,314,134,28.73,63.09,22.63,0.34
231,158.12,314,133,28.36,65.66,64.1,0.75
232,105.17,314,132,28.37,54.26,22.55,0.61
233,156.54,317,134,28.19,67.99,60.36,0.31
234,115.54,315,134,28.38,65.38,21.77,0.39
235,133.83,316,134,28.72,63.43,41.68,0.73
236,114.28,317,134,28.74,66.26,19.29,0.47
237,145.58,317,133,28.68,65.83,51.07,0.77
238,119.71,317,133,28.34,66.64,24.73,0.17
239,113.46,317,134,28.36,60.6,24.5,0.25
240,101.32,318,134,28.76,52.19,20.36,0.56
241,100.89,316,134,28.74,46.54,25.62,0.32
242,112.1,316,133,29.44,59.04,23.62,0.94
243,111.18,317,133,29.45,58.66,23.07,0.27
244,119.41,316,133,28.74,70.34,20.34,0.71
245,149.05,315,133,28.71,71.08,49.26,0.39
246,111.67,314,133,28.74,63.94,18.98,0.73
247,121.2,314,133,28.74,71.11,21.35,0.31
248,102.02,313,134,28.73,50.8,22.49,0.43
249,122.49,313,133,29.43,71.09,21.97,0.28
250,113.65,313,134,28.7,65.68,19.27,0.33
251,156.85,314,134,29.38,72.83,54.63,0.26
252,108.99,313,135,28.72,60.4,19.87,0.67
253,155.35,312,134,28.66,71.75,54.94,0.61
254,143.13,314,134,28.66,49.73,64.74,0.49
255,113.49,312,134,29.43,60.94,23.13,0.67
256,116.21,307,133,29.54,65.49,21.18,0.78
257,109.12,307,134,29.51,55.99,23.62,0.28
258,130.95,305,133,29.56,70.82,30.58,0.68
259,113.82,307,133,29.53,61.8,22.49,0.13
260,114.97,306,134,29.54,56.89,28.54,0.33
261,122.89,306,135,29.58,73.33,19.98,0.62
262,141.7,305,135,29.5,63.26,48.94,0.29
263,105.48,305,135,29.56,55.82,20.1,0.22
264,114.94,304,134,29.5,63.18,22.26,0.55
265,153.18,304,134,29.56,60.99,62.63,0.47
266,106.21,306,135,29.54,55.87,20.79,0.3
267,116.45,306,135,29.58,64.37,22.49,0.31
268,120.11,305,134,29.49,63.98,26.64,0.08
269,158.39,305,134,28.76,66.22,63.41,0.96
270,126.1,307,130,28.31,44.92,52.86,0.69
271,107.96,306,130,28.31,60.92,18.73,0.29
272,99.11,306,130,28.69,52.1,18.32,0.28
273,115.33,309,130,28.68,61.28,25.37,0.36
274,123.04,309,130,28.34,64,30.7,0.54
275,156.87,306,129,28.71,60.56,67.6,0.94
276,106.33,303,130,29.46,56.74,20.12,0.31
277,164.25,305,130,29.44,72.34,62.48,0.51
278,154.2,306,128,29.39,62.54,62.27,0.94
279,138.61,305,129,29.41,58.89,50.3,0.21
280,115.3,306,130,29.33,57.97,28,0.77
281,112.61,308,130,29.37,62.53,20.71,0.49
282,158.1,306,131,28.63,66.1,63.37,0.44
283,147.11,306,132,29.37,64.04,53.69,0.46
284,142.42,307,133,28.66,56.94,56.82,0.75
285,103.15,304,132,28.7,52.61,21.83,0.84
286,108.77,304,133,28.46,58.76,21.55,0.66
287,102.53,304,134,28.73,54.69,19.11,0.34
288,140.37,304,132,28.74,54.93,56.7,0.26
289,113.95,302,131,28.45,66.85,18.64,0.54
290,100.56,300,130,28.78,48.36,23.42,0.38
291,108.02,300,130,28.8,57.66,21.56,0.35
292,145.81,299,130,28.79,64.61,52.41,0.74
293,105.21,299,130,28.8,54.98,21.43,0.28
294,117.8,299,130,28.79,69.01,20,0.1
295,113.5,299,131,28.81,64.17,20.52,0.19
296,100.1,296,129,28.27,52.77,19.06,0.86
297,110.57,298,129,28.42,61.98,20.17,0.46
298,150.6,296,128,28.9,58.58,63.12,0.73
299,162.98,296,126,29.58,67.19,66.21,0.59
300,145.75,296,127,29.13,48.82,67.79,0.64
301,115.26,297,128,29.15,59.27,26.84,0.52
302,119.16,298,127,29,64.42,25.74,0.57
303,148.8,298,127,29.65,65.85,53.29,0.09
304,149.77,298,128,29.85,66.96,52.97,0.37
305,150.96,299,128,29.8,56.44,64.72,0.2
306,165.44,298,128,29.82,70.87,64.75,0.15
307,120.53,299,128,29.81,67.39,23.33,0.11
308,120.25,299,127,29.12,70.53,20.6,0.79
309,111.38,301,127,28.79,57.63,24.96,0.54
310,110.02,303,125,28.92,59.24,21.85,0.74
311,128.95,303,126,29.11,55.34,44.5,0.39
312,146.98,303,125,30.78,64.68,51.51,0.69
313,115.64,300,125,30.83,64.45,20.35,0.41
314,131.55,300,127,30.09,73.76,27.7,0.33
315,93.55,298,127,29.12,43.9,20.53,0.44
316,123.51,299,126,29.81,71.96,21.74,1
317,129.64,296,126,29.84,67.83,31.97,0.3
318,108.78,297,126,29.63,53.24,25.91,0.41
319,117.67,296,125,29.83,66.14,21.7,0.68
320,111.36,295,125,29.81,56.61,24.94,0.19
321,105.5,296,124,29.14,51.94,24.42,0.48
322,105.92,297,124,29.7,57.84,18.39,0.6
323,135.2,296,124,29.65,49.54,56.01,0.25
324,169.05,295,125,29.55,68.16,71.34,0.59
325,113.26,295,124,29.55,60.09,23.62,0.03
326,118.24,294,125,29.63,66.56,22.05,0.31
327,148.14,294,126,29.65,55.99,62.49,0.45
328,153.14,294,124,29.83,71.05,52.26,0.53
329,109.87,294,124,29.87,57.28,22.72,0.56
330,116.23,294,123,29.87,63.66,22.69,0.35
331,109.89,295,124,29.19,58.4,22.3,0.48
332,116.35,295,125,29.7,63.01,23.64,0.9
333,120.64,295,124,29.66,65.89,25.08,0.3
334,151.95,293,125,29.9,53.57,68.47,0.25
335,99.39,294,125,29.84,45.92,23.63,0.37
336,107.92,291,124,29.16,57.65,21.11,0.81
337,155.51,291,124,29.13,67.75,58.63,0.41
338,125.3,291,123,30.14,69.14,26.01,0.41
339,152.39,292,123,29.13,61.77,61.49,0.27
340,132.92,291,123,28.96,55.47,48.49,0.74
341,118.28,288,124,28.62,65.78,23.87,0.9
342,115.16,289,125,28.64,62.86,23.66,0.62
343,155,290,123,28.63,60.94,65.43,0.3
344,113.54,289,123,28.84,62.35,22.35,0.27
345,111.01,286,123,28.86,57.81,24.34,0.67
346,144.51,286,122,28.67,61.5,54.34,0.31
347,148.75,286,122,28.65,65.77,54.33,0.3
348,159.45,285,123,28.64,62.39,68.43,0.56
349,124.56,285,124,29.02,70.27,25.27,0.89
350,163.74,286,125,29.2,61.69,72.85,0.56
351,128.23,284,124,28.83,77.5,21.91,0.36
352,114.46,285,125,28.81,62.43,23.22,0.27
353,112.9,287,124,30.2,61.54,21.16,1
354,152.16,286,124,30.25,65.28,56.63,0.27
355,120.4,287,122,30.21,69.66,20.54,0.48
356,149.94,288,123,30.2,69.81,49.93,0.48
357,117.02,288,123,30.2,67.95,18.87,0.16
358,149.07,287,122,29.84,54.32,64.91,0.5
359,112,287,123,29.24,64.58,18.18,0.59
360,112.95,286,122,29.88,64.39,18.68,0.22
361,114.25,287,122,29.88,62.84,21.52,0.37
362,116.52,287,122,28.72,62.73,25.07,0.72
363,112.57,288,122,28.75,64.69,19.12,0.08
364,105.13,287,122,29.75,54.64,20.74,0.58
365,129.77,289,122,28.71,75.55,25.5,0.33
366,102.2,287,123,28.72,51.25,22.23,0.46
367,110.24,286,123,28.64,58.68,22.93,0.22
368,94.38,287,122,28.61,46.74,19.03,0.52
369,105.15,285,123,28.79,56.45,19.92,0.65
370,119.7,287,123,28.46,69.41,21.83,0.46
371,119.57,286,121,28.5,67.99,23.08,0.42
372,125.83,287,122,28.58,66.96,30.29,0.24
373,149.98,286,121,28.54,69.88,51.55,0.39
374,113.78,283,121,28.73,63,22.05,0.58
375,103.31,283,122,28.72,53.06,21.52,0.27
376,118.43,282,122,29.78,66.35,22.3,0.71
377,126.61,283,122,29.65,72.24,24.71,0.54
378,122.22,283,122,29.66,68.71,23.85,0.09
379,111.63,282,122,29.73,62.24,19.66,0.15
380,111.52,284,122,29.64,63.29,18.59,0.26
381,113.02,283,122,29.64,60.51,22.88,0.24
382,105.71,280,123,29.65,58.31,17.74,0.87
383,113.79,280,121,29.54,62.69,21.56,0.61
384,152.12,281,123,29.65,53.32,69.15,0.85
385,134.75,278,122,29.87,79.62,25.27,0.83
386,136.85,277,120,29.15,58.99,48.71,0.8
387,145.93,278,121,30.17,62.13,53.63,0.27
388,110.75,277,120,30.2,55.1,25.45,0.19
389,104.98,280,119,30.14,55.65,19.19,0.57
390,122.46,280,119,30.84,72.99,18.63,0.33
391,113.48,280,117,30.87,61.45,21.16,0.24
392,100.63,279,117,30.13,46.93,23.57,0.23
393,111.19,281,116,29.79,59.86,21.55,0.95
394,102.68,281,117,30.1,53.92,18.66,0.63
395,148.02,281,117,29.14,46.29,72.6,0.29
396,137.65,280,118,29.78,56.17,51.7,0.23
397,113.84,280,118,29.81,60.79,23.25,0.16
398,104.48,280,116,29.84,54.22,20.41,0.44
399,112.79,281,116,29.83,61.11,21.85,0.25
400,120.48,279,117,29.83,65.51,25.13,0.89
401,113.89,280,115,29.82,58.4,25.67,0.54
402,117.18,279,116,29.8,62.88,24.49,0.36
403,107.65,280,117,29.77,55.91,21.97,0.81
404,110.35,279,116,29.81,60.76,19.77,0.35
405,103.9,280,115,29.81,52.78,21.31,0.37
406,173.58,280,116,30.78,69.98,72.82,0.54
407,120.39,281,116,30.79,67.2,22.39,0.19
408,121.33,279,115,30.86,71.58,18.89,0.55
409,160.58,279,116,30.84,66.78,62.96,0.31
410,110.81,279,116,30.83,60.08,19.9,0.25
411,107.08,279,116,30.91,54.27,21.9,0.19
412,127.13,278,117,30.16,76.22,20.75,0.56
413,99.98,279,116,29.87,50.26,19.85,0.92
414,154.52,278,116,29.84,60.83,63.85,0.42
415,120.61,277,117,29.82,69.8,21,0.33
416,119.15,278,116,29.09,61.04,29.02,0.46
417,101.99,277,115,29.12,53.31,19.57,0.42
418,153.23,277,116,29.1,57.53,66.61,0.55
419,124.73,276,116,29.07,47.02,48.64,0.16
420,109.52,278,116,29.65,60.21,19.66,0.44
421,106.12,279,115,29.62,51.08,25.41,0.23
422,110.39,277,116,28.95,63.49,17.95,0.67
423,107.46,277,116,28.62,57.79,21.06,0.43
424,104.89,278,117,28.56,54.5,21.82,0.34
425,152.27,276,116,28.58,63.15,60.54,0.3
426,154.01,276,117,28.5,61.57,63.94,0.53
427,100.44,277,117,28.81,50.62,21.01,0.48
428,104.33,277,118,28.82,52.35,23.16,0.15
429,110.75,276,117,28.85,63.25,18.64,0.2
430,126.48,276,118,28.99,51.17,46.32,0.51
431,99.5,276,118,28.96,50.98,19.57,0.05
432,121.96,275,117,28.86,69.65,23.44,0.37
433,118,276,117,28.98,67.68,21.34,0.41
434,144.21,275,116,28.91,63.27,52.02,0.4
435,123.73,278,116,28.91,61.55,33.28,0.25
436,120.21,276,116,29.58,71.38,19.25,0.55
437,112.87,276,117,29.62,61.51,21.73,0.22
438,117.9,280,117,29.67,65.63,22.61,0.82
439,115.8,279,117,28.9,65.15,21.75,0.44
440,106.44,278,117,29.19,58.93,18.32,0.24
441,98.88,277,117,29.1,44.91,24.87,0.26
442,124.67,277,116,29.86,62.87,31.93,0.49
443,106.29,276,116,29.16,57.56,19.57,0.61
444,128.67,276,116,29.14,67.82,31.71,0.23
445,141.33,278,115,29.13,48.49,63.71,0.51
446,120.09,277,115,30.17,69.14,20.79,0.52
447,120.28,277,114,30.16,70.36,19.76,0.21
448,160.22,278,115,30.88,67.59,61.75,1
449,99.96,277,116,30.89,46.43,22.64,0.39
450,108.21,278,116,30.9,57.33,19.98,0.18
451,136.44,277,116,30.93,55.29,50.21,0.65
452,116.32,278,115,30.16,63.05,23.11,0.87
453,154.09,277,115,30.85,56.8,66.43,0.1
454,104.94,277,116,30.86,51.91,22.17,0.59
455,119.06,278,116,30.89,66.37,21.8,0.22
456,119.95,276,117,30.86,70.3,18.79,0.67
457,130.24,275,115,29.17,53.78,47.29,0.68
458,127.52,275,115,29.12,71.56,26.85,0.7
459,142.43,276,115,30.17,59.22,53.04,0.29
460,121.1,274,115,30.14,63.68,27.27,0.45
461,118.48,274,115,30.11,64.14,24.23,0.29
462,116.99,274,114,29.75,62.16,25.08,1
463,114.43,273,114,30.22,64.76,19.46,0.4
464,149.47,274,113,30.12,54.42,64.93,0.81
465,104.19,274,113,30.12,52.73,21.34,0.13
466,145.27,275,113,30.09,61.41,53.77,0.39
467,125.84,274,114,30.16,76.33,19.35,0.86
468,119.44,273,113,29.78,62.05,27.61,0.33
469,100.06,274,113,28.8,50.36,20.9,0.53
470,106.75,274,114,29.82,56.56,20.36,0.57
471,103.39,273,112,28.8,54.27,20.32,0.89
472,112.88,276,113,28.79,55.31,28.78,0.25
473,110.23,274,113,28.64,53.95,27.64,0.4
474,105.75,274,113,28.77,55.41,21.58,0.74
475,109.38,274,112,28.59,62.57,18.21,0.62
476,111.46,271,112,29.81,59.64,22.01,0.82
477,102.32,274,114,29.79,53.59,18.94,0.65
478,116.21,276,113,29.85,60.48,25.88,0.9
479,121.47,274,113,29.14,69.03,23.3,0.58
480,163.87,273,114,29.21,69.7,64.96,0.43
481,114.5,273,114,29.15,64.1,21.25,0.36
482,139.56,273,114,28.98,58.5,52.07,0.61
483,121.69,272,114,29,65.73,26.97,0.17
484,109.31,272,115,28.99,63.28,17.05,0.32
485,130.93,271,115,29.22,52.74,48.96,0.4
486,115.76,272,115,29.18,55.89,30.68,0.4
487,129.48,271,114,29.15,65.82,34.5,0.2
488,165.37,273,115,29.14,59.71,76.52,0.8
489,108.38,273,116,29.13,54.22,25.03,0.11
490,106.57,274,115,29.02,57.92,19.64,0.55
491,109.44,274,115,29.18,59.01,21.25,0.56
492,94.9,273,116,29.01,47.94,17.94,0.72
493,154.85,273,117,28.98,61.03,64.84,0.4
494,110.35,274,115,28.98,60.82,20.55,0.31
495,108.88,273,116,28.95,60.79,19.15,0.4
496,98.9,274,115,28.96,48.02,21.92,0.23
497,145.09,273,115,29.18,57.47,58.43,0.38
498,150.79,272,114,28.65,63.92,58.22,0.68
499,119.41,273,114,28.67,71.63,19.12,0.26
500,109.82,271,114,28.73,58.71,22.38,0.74
501,111.48,271,115,28.67,57.97,24.85,0.47
502,111.39,273,115,28.51,59.47,23.41,0.69
503,117.05,273,113,28.48,64.67,23.89,0.78
504,133.13,273,113,28.53,58.56,46.05,0.31
505,111.41,274,113,28.55,60.41,22.44,0.49
506,129.08,274,113,28.35,59.62,41.1,0.44
507,109.53,273,112,28.35,61.63,19.55,0.33
508,120.5,271,112,28.29,69.02,23.18,0.51
509,113.41,273,113,28.27,64.19,20.96,0.49
510,108.99,270,113,28.29,58.23,22.47,0.46
511,130.16,270,113,28.31,50.87,50.98,0.51
512,114.07,271,112,28.33,54.69,31.06,0.16
513,125.96,271,112,28.34,74.19,23.43,0.26
514,144.55,272,112,28.32,62,54.23,0.2
515,99.29,269,112,28.36,49.86,21.07,0.51
516,160.74,269,112,28.55,64.9,67.29,0.57
517,134.26,269,111,28.59,60.28,45.39,0.45
518,118.43,268,111,28.56,67.4,22.46,0.35
519,130.44,270,112,28.31,51.86,50.27,0.7
520,98.56,270,111,28.31,48.16,22.09,0.21
521,121.08,270,111,28.49,61.59,31,0.24
522,102.42,269,111,28.56,54.42,19.44,0.4
523,115.87,270,111,28.54,53.63,33.7,0.32
524,114.64,270,111,28.57,61.99,24.08,0.28
525,119.14,269,110,28.55,65.72,24.87,0.48
526,114.48,272,110,28.6,65.01,20.87,0.71
527,114.71,271,110,28.62,65.6,20.49,0.66
528,119.69,272,110,29.06,65.97,24.67,0.57
529,115.45,272,110,28.71,64.53,22.22,0.52
530,163.3,272,110,28.72,62.59,71.99,0.28
531,115.92,272,110,28.69,68.59,18.64,0.53
532,114.98,274,110,28.65,64.11,22.22,0.96
533,115.73,273,109,28.34,65.88,21.5,0.89
534,107.95,273,109,28.33,57.51,22.11,0.1
535,111.51,273,109,28.36,60.63,22.51,0.28
536,112.5,272,110,28.15,59.18,25.17,0.62
537,108.37,271,111,28.18,58.37,21.81,0.96
538,167.85,270,110,28.15,75.28,64.42,0.57
539,136.9,270,110,28.15,62.98,45.77,0.07
540,140.44,272,110,28.15,54.92,57.37,0.4
541,110.66,270,110,28.24,57.83,24.59,0.6
542,98.1,271,110,28.26,45.34,24.5,0.44
543,165.19,270,109,28.24,69.11,67.84,0.25
544,154.02,270,110,28.28,59.73,66.01,0.44
545,103.49,269,110,28.26,54.59,20.64,0.25
546,156,269,111,28.55,59.3,68.15,0.77
547,159.16,270,110,28.47,66.99,63.7,0.55
548,163.54,268,111,28.31,70.09,65.14,0.78
549,100.18,269,109,28.31,50.05,21.82,0.69
550,111.51,269,109,28.33,56.16,27.01,0.43
551,146.33,268,108,28.3,63.53,54.5,0.46
552,113.49,267,110,28.54,63.94,21.01,0.6
553,106.48,269,108,28.47,57.91,20.09,0.77
554,132.89,268,108,28.46,52.55,51.88,0.21
555,158.38,267,109,28.41,61.93,68.04,0.5
556,102.63,269,109,28.77,54.19,19.66,0.52
557,109.54,269,108,28.46,59.82,21.27,0.47
558,145.96,269,107,28.49,60.32,57.15,0.6
559,148.9,267,109,28.85,58.3,61.75,0.62
560,114.68,268,109,28.65,61.84,24.18,0.81
561,116.91,266,109,28.4,67.3,21.21,0.79
562,107.24,266,109,28.48,60.17,18.59,0.28
563,152.25,265,109,28.49,68.4,55.36,0.16
564,117.85,268,110,28.48,60.42,28.96,0.74
565,112.64,267,109,28.4,59.19,25.04,0.36
566,116.12,268,109,28.39,63.92,23.81,0.35
567,87.32,267,109,28.43,39.51,19.38,0.43
568,121.51,270,109,28.43,61.33,31.76,0.37
569,149.78,268,110,28.44,58.82,62.53,0.9
570,104.13,268,110,28.48,54.89,20.77,0.43
571,114.37,267,109,28.75,66.09,19.53,0.53
572,160.91,268,109,28.69,67.38,64.84,0.81
573,128.84,267,108,28.62,52.55,47.67,0.24
574,119.4,266,108,28.7,67.82,22.88,0.26
575,120.73,265,108,28.54,66.01,26.18,0.57
576,107.81,266,109,28.64,52.91,26.26,0.78
577,108.34,267,108,28.61,61.13,18.6,0.32
578,122.99,268,108,29.06,68.33,25.6,0.58
579,103.7,269,107,28.59,57.37,17.75,0.74
580,131.66,270,107,28.73,53.11,49.82,0.65
581,103.98,267,108,28.5,55.64,19.84,0.64
582,116.07,268,107,28.73,65.55,21.79,0.64
583,112.5,267,108,28.45,63.12,20.93,0.73
584,158.75,265,108,28.36,62.61,67.77,0.67
585,142.56,263,109,28.45,54.56,59.55,0.41
586,120.1,263,108,28.47,66.3,25.33,0.31
587,161.07,265,108,28.33,68.22,64.52,0.4
588,97.25,266,108,28.44,48.4,20.41,0.69
589,113.03,266,108,28.25,63.55,21.23,0.45
590,102.59,266,108,28.41,52.49,21.7,0.18
591,148.09,264,109,28.45,65.21,54.43,0.63
592,103.73,264,109,28.4,50.59,24.74,0.45
593,126.2,263,109,28.18,73.96,24.05,0.36
594,161.53,262,108,28.35,69.27,63.91,0.84
595,108.93,262,107,28.34,62.24,18.35,0.69
596,112.83,262,108,28.35,62.73,21.75,0.69
597,154.55,261,109,28.37,72.64,53.54,0.74
598,106.29,261,109,28.42,50.74,27.13,0.39
599,119.46,261,108,28.44,61.15,29.87,0.59
600,112.09,260,108,28.52,63.36,20.21,0.21
601,86.6,259,107,28.51,40.86,17.23,0.57
602,106.13,259,108,28.43,58.01,19.69,0.65
603,133.7,258,108,28.43,55.8,49.47,0.45
604,112.88,260,107,28.4,63.02,21.46,0.7
605,141.59,259,106,28.59,57.3,55.7,0.93
606,135.49,259,107,28.6,63.29,43.6,0.16
607,123.52,260,106,28.52,70.43,24.56,0.66
608,101.49,260,106,28.48,50.11,22.9,0.59
609,114.21,261,106,28.57,57.41,28.24,0.79
610,108.11,259,105,28.31,59.58,20.22,0.99
611,113.24,258,104,28.32,63.53,21.4,0.49
612,113.78,259,105,28.32,63.26,22.2,0.43
613,108.16,260,105,28.34,61.67,18.15,0.42
614,103.17,261,105,28.34,55.27,19.55,0.68
615,107.27,260,105,28.36,59.36,19.55,0.86
616,159.86,259,105,28.54,67.62,63.7,0.46
617,93,260,105,28.34,44.92,19.74,1
618,108.13,261,106,28.32,55,24.82,0.69
619,107.22,259,106,28.48,59,19.74,0.92
620,110.74,259,107,28.46,57.04,25.24,0.57
621,112.95,257,106,28.87,63.33,20.75,0.84
622,118.16,257,105,28.87,67.44,21.85,0.46
623,146.92,257,105,28.8,59.26,58.86,0.71
624,113.61,256,106,28.85,66.58,18.18,0.63
625,115.7,256,105,28.47,64.85,22.38,0.31
626,147.15,255,105,28.87,68.8,49.47,0.64
627,115.64,256,105,28.45,64.31,22.89,0.49
628,103.37,257,105,28.57,50.48,24.33,0.62
629,105.69,256,106,28.51,52.11,25.07,0.36
630,115.86,256,106,28.77,65.53,21.56,0.71
631,109.15,257,106,28.79,60.22,20.14,0.54
632,143.79,257,105,29.49,59.09,55.2,0.74
633,115.58,258,105,29.51,63.54,22.53,0.29
634,109.26,256,106,28.82,55.91,24.54,0.46
635,98.45,258,105,28.83,44.67,24.94,0.94
636,116.19,259,105,28.78,54.97,32.44,0.06
637,113.23,259,105,28.87,63.57,20.79,0.29
638,103.85,259,105,28.9,56.03,18.91,0.31
639,109.03,259,105,28.87,60.93,19.23,0.3
640,112.55,258,105,28.82,58.94,24.79,0.41
641,116.13,258,106,28.82,66.32,20.99,0.32
642,106.63,256,105,28.94,54.77,22.92,1
643,108.58,257,105,28.87,61.36,18.35,0.86
644,114.59,258,105,28.89,65.77,19.93,0.24
645,109.89,257,105,28.91,61.15,19.83,0.37
646,106.13,257,105,28.87,57.52,19.75,0.18
647,109.59,256,105,28.85,63.19,17.55,0.64
648,103.72,256,105,28.91,52.85,21.96,0.05
649,118.35,255,105,28.9,71.12,18.34,0.22
650,119.25,256,105,28.91,68.86,21.48,0.45
651,122.15,256,105,28.91,71.31,21.93,0.77
652,103.2,258,104,29.69,53.03,20.48,1
653,121.46,258,105,29.67,64.42,27.37,0.43
654,151.93,257,105,29.73,63.82,58.38,0.52
655,112.05,255,104,29.72,60.96,21.37,0.78
656,106.75,256,104,29.67,52.78,24.29,0.19
657,121.1,255,104,29.02,70.77,21.31,0.69
658,108.73,254,104,29.7,57.66,21.37,0.53
659,116.55,254,103,29.67,65.25,21.63,0.58
660,166.16,254,104,29.66,68.14,68.36,0.3
661,112.55,253,104,29.71,59.27,23.58,0.3
662,118.24,252,104,29.67,62.95,25.62,0.72
663,122.66,254,105,28.91,71.66,22.09,0.52
664,112.24,252,106,29.58,60.34,22.32,0.55
665,111.31,254,106,28.94,59.77,22.6,0.65
666,121.08,253,106,28.94,65.76,26.38,0.21
667,108.11,253,107,28.93,58.85,20.33,0.43
668,116.98,252,107,28.59,66.42,21.97,0.88
669,157.1,251,107,28.61,61.71,66.78,0.62
670,107.18,253,105,28.53,57.3,21.35,1
671,106.99,253,105,28.58,55.91,22.5,0.56
672,99.05,253,105,28.58,50.79,19.69,0.12
673,110.14,254,104,28.57,59.13,22.44,0.38
674,106.96,255,103,28.62,58.12,20.23,0.42
675,117.06,253,104,28.96,66.48,21.62,0.59
676,116.84,253,104,28.61,65.89,22.34,0.51
677,109.82,252,104,28.57,60.6,20.65,0.88
678,116.03,252,104,28.56,65.65,21.81,0.15
679,161.93,253,104,28.4,70.51,63.02,0.57
680,159.1,253,104,28.58,63.6,66.92,0.95
681,124.63,251,104,28.53,44.05,52.06,0.65
682,116.76,250,104,28.48,62.14,26.15,0.79
683,118.33,249,105,28.45,68.47,21.41,0.46
684,117.45,249,105,28.38,66.31,22.76,0.23
685,139.27,250,103,28.45,58.44,52.37,0.73
686,113.6,250,102,28.62,48.98,35.99,0.49
687,156.61,249,103,28.45,59.19,68.98,0.38
688,120.73,248,103,28.53,61.2,31.01,0.26
