Objective 1,Objective 2,Objective 3
744.9158520866667,558,168
936.2936023416667,592,202
235.63210664166667,582,202
524.3642793983333,563,151
162.13855916,566,217
331.046812875,596,210
215.447855355,557,205
124.34842711333334,647,237
258.2637442216666,578,184
354.37846815666666,577,194
209.73450429166667,594,176
408.5422894083334,608,160
733.75109508,589,190
603.9183764866667,562,182
182.619533375,591,162
438.5056010166667,531,175
454.79962280333336,548,164
454.87776004,567,168
743.46816438,554,182
619.6162162466667,571,153
199.74973141,563,193
312.1571247133333,570,190
239.7789852516667,585,178
778.5630803383333,559,169
332.97530634,545,201
211.16113040833335,572,208
612.5626532016666,579,151
207.132568715,561,208
297.5366920133333,555,202
283.30548314,559,200
550.0136224866667,562,169
755.9512582366666,552,195
210.79675088666664,614,167
105.35858918166666,701,194
94.315551005,716,244
896.3809654233334,552,170
120.223705585,651,207
143.056022655,665,216
1515.7254009533335,552,161
173.68097068833333,629,205
1044.9092188349998,553,156
140.62050262166667,620,206
164.10042761,637,227
105.66034781,699,297
322.4386159266666,632,189
128.50264547,590,212
107.54265668500001,659,261
808.59156253,563,159
154.16664341999999,697,272
803.9307591416666,556,152
284.88234985500003,566,196
156.60501769666666,634,221
311.24147738833335,563,202
174.75106173,576,229
354.8070252033333,632,193
463.71198494833334,562,170
270.01011787833335,635,184
241.29437944166665,580,185
102.65935733,674,247
1251.8984614266665,565,161
200.83017031000003,618,183
260.78974487,576,219
174.91251032833333,610,183
202.6361245183333,552,183
286.4147815516667,593,166
173.5901497416667,603,199
1194.7689050083334,529,165
159.76819033833334,654,263
99.87590089666666,669,205
1103.2244319716667,524,168
318.23744172833335,548,171
574.6005279616667,547,164
115.62766765833334,659,206
232.01830507166667,545,206
170.37075133833335,603,177
168.71328868499998,601,203
375.59392793833337,602,290
155.41008166833333,573,197
235.34171584999999,653,147
280.87325071333333,592,189
230.20642502,565,207
314.93993587333335,530,197
245.2262856716667,596,179
129.74364645333333,694,242
121.74416891166666,641,264
434.05899637333334,548,202
758.9639200816667,557,171
252.68495668666665,593,204
198.78648765666665,630,204
240.61856689500001,554,188
175.719500665,616,195
295.5832539966667,571,206
707.59270454,555,195
683.4073026916667,563,157
155.99281830166666,565,208
332.83210777833335,574,153
195.289196,582,161
244.432664565,549,174
404.7164075583333,542,173
416.0312978066667,554,160
285.95180645833335,562,174
1157.85113482,550,163
1136.3379839216668,563,163
821.5870611483333,560,164
495.59346983833336,558,192
388.50383008333336,549,198
140.50324081333332,624,184
184.871986085,621,172
317.192380145,585,201
355.83312441666664,573,194
343.2171205866666,564,181
317.4109802566667,554,212
252.38377534333333,546,189
205.45225203833334,700,260
958.6413215033333,561,167
548.1498466849999,714,262
1102.8528653766668,544,174
146.17795017833333,602,209
233.447026565,581,182
262.1601463316667,610,160
283.84557060833333,547,160
190.275931965,622,203
172.33197527666664,646,159
277.1981843583334,561,176
240.38696120166665,567,176
108.99013279333332,647,204
260.2732523366667,615,259
311.714771875,598,192
637.9621646133332,635,284
140.90676595166667,627,163
460.7436444433334,555,157
419.9606492766667,547,166
182.06810642833332,558,175
240.93933314166665,587,241
307.095864695,569,214
1101.6784160116667,537,177
149.99159122166665,617,181
555.4453348733334,558,205
143.60448268,641,164
948.6369201083335,582,150
174.47696340666667,640,206
214.66229962166668,581,176
200.04059302000002,578,148
784.3140060433334,563,159
812.4809314066667,539,165
321.6446511183333,563,205
151.01107453,700,285
881.6590080583334,542,170
521.456686935,537,170
538.77574024,573,153
154.52547393333333,584,163
370.50213347166664,570,176
458.36775463666663,568,175
276.84587753333335,571,156
256.19373400666666,566,180
136.01020342666666,648,207
367.81181692833337,640,161
154.82150437833332,619,200
184.79741278,613,201
132.90378544166666,625,205
921.4363281083333,555,158
314.11836005,559,185
105.99159878500001,680,202
202.40896736333337,580,182
430.20972750833334,567,169
146.57286832166668,585,178
107.70412092,655,209
280.39772797166665,574,179
1337.8141366283332,559,151
229.98424626666667,639,158
232.66573114166664,617,201
177.17364093666666,567,200
165.46070694166667,618,258
445.981764225,576,256
270.103394445,580,177
111.59775188833332,678,275
1166.7352594366666,541,163
2279.915514918333,555,153
170.53228281,580,178
393.27528638833337,569,186
706.257944885,557,153
466.52830358999995,548,201
930.8365221916667,552,152
108.23474929166666,631,210
508.5887977283333,559,152
748.5971344583334,542,169
154.11872042166667,643,200
171.668820955,640,207
279.44907971833334,553,168
1014.1133584833333,550,152
388.0501749283334,645,146
309.2959251116667,560,152
107.55670425833334,672,183
132.92741813666666,589,212
115.68243997,564,207
454.25039342499997,595,182
111.29432118666668,585,208
158.91370353666667,609,248
125.48518885,603,190
614.5539529450001,604,152
123.12650629666666,646,215
253.7693067033333,573,177
221.39744573833335,618,201
410.58333652333334,630,151
141.76887665833334,564,188
215.11495548666667,629,202
171.51542546333334,617,195
135.05533998666667,664,268
128.24572164166668,620,190
299.69858748,617,201
648.36403784,643,148
268.2245552433333,626,240
422.05406315666664,630,154
348.98433154500003,638,147
803.9100368116667,547,171
460.92877278666674,614,197
138.49943222166667,590,181
309.70891257166664,613,192
401.66657479166673,560,154
444.75235570166666,603,197
450.9155451366667,611,201
515.66835565,558,173
384.1970327783333,608,159
552.49313335,615,195
1083.2259118516668,520,184
527.6438068333333,540,167
197.66462426166666,663,151
251.964631205,645,154
566.8976741183333,523,178
201.73841339166665,606,163
623.5595299633334,534,162
528.8504340983333,562,195
328.5540155333333,561,189
822.670857455,563,172
376.69270315166665,635,153
438.0585339,590,222
113.22036770666666,628,200
899.189549295,560,167
313.96488659833335,596,233
129.56183419,724,296
254.684285015,581,185
181.88407222,598,173
460.67478055500004,612,199
461.41868887,556,168
653.3080129966667,551,154
96.11262761833332,737,234
375.32810723666665,553,168
223.98743464333333,550,165
204.67274390666665,548,152
451.2072663766667,555,165
210.54135121166667,557,183
163.28382981833332,621,229
235.26468585166668,556,195
116.03069916999999,792,277
187.58915325,783,274
452.9722939133333,566,163
433.5124494583333,570,163
179.6884498883333,659,151
97.95862740500002,775,266
468.32233844833337,601,203
622.964663595,649,147
580.4267412283334,571,155
197.874597275,690,273
264.775457955,650,235
465.94784292333327,586,199
708.1376205249999,539,175
185.75919782833336,561,201
1049.960101805,551,153
426.80173951333336,643,147
1263.50133414,527,174
230.10297531166668,586,166
376.40488993,571,171
724.5295815583333,539,163
485.849603855,539,165
1009.336367315,556,162
822.1611888783334,638,149
581.3510066583333,565,170
231.05670096,602,196
1997.9738007983333,552,155
2006.850119275,540,155
117.55803233,622,206
173.27584593833333,572,187
140.46439227833335,639,177
175.70177939500002,607,153
500.981082735,560,152
369.07868183333335,545,162
647.6355961433333,549,153
360.0641978383333,537,179
462.17214537666666,560,155
349.84584055166664,588,170
548.43374185,564,167
129.44992467666665,732,264
187.337921835,573,199
420.29334662,591,150
614.8691411616667,547,155
275.4795707,568,203
166.67835664666669,650,203
111.93479100333333,665,181
538.0546978633333,563,158
630.22443672,561,153
176.38473952166666,628,214
181.34449581333334,620,182
276.20567733,557,180
181.41046741833333,582,197
114.42695954166665,625,207
506.58960258999997,561,198
120.16641936833334,734,260
168.65998610000003,589,205
139.72269410666667,654,208
105.36944827666667,709,242
647.259835165,538,161
941.38538389,592,170
213.16225170333334,553,183
464.8086562633334,544,171
181.21867460833334,574,188
151.50205534833333,564,192
178.72146776666665,653,152
706.4488442066665,591,173
331.6352335016667,613,187
112.61117499833333,610,198
534.093544885,589,166
767.9557716366667,595,167
431.42578188166664,604,160
458.10303560666665,552,176
