Iterations,Avg_StackingTime, ManpowerofForklifts, ManpowerofUnpacking, ManpowerofPacking, Forklifts, Avg_StackingTime_At_Gate,Avg_StackingTime_At_Inbound, Avg_StackingTime_At_Outbound,,
220.00 ,111.96 ,308.00 ,115.00 ,119.00 ,189.00 ,28.03 ,60.01 ,23.92 ,0.34 ,
221.00 ,108.36 ,307.00 ,115.00 ,119.00 ,190.00 ,28.09 ,56.06 ,24.20 ,0.29 ,
222.00 ,111.61 ,308.00 ,115.00 ,120.00 ,188.00 ,28.09 ,63.79 ,19.74 ,0.17 ,
223.00 ,110.59 ,305.00 ,114.00 ,120.00 ,187.00 ,28.02 ,62.94 ,19.63 ,0.37 ,
224.00 ,152.98 ,307.00 ,116.00 ,120.00 ,186.00 ,28.00 ,62.33 ,62.64 ,0.45 ,
225.00 ,150.43 ,306.00 ,115.00 ,120.00 ,187.00 ,27.99 ,61.20 ,61.24 ,0.11 ,
226.00 ,115.27 ,306.00 ,114.00 ,119.00 ,187.00 ,27.99 ,61.81 ,25.47 ,0.34 ,
227.00 ,110.13 ,306.00 ,115.00 ,118.00 ,186.00 ,28.13 ,58.51 ,23.49 ,0.32 ,
228.00 ,111.33 ,307.00 ,114.00 ,118.00 ,185.00 ,27.98 ,61.80 ,21.55 ,0.42 ,
229.00 ,153.90 ,310.00 ,115.00 ,119.00 ,185.00 ,27.92 ,58.57 ,67.42 ,0.31 ,
230.00 ,121.93 ,308.00 ,114.00 ,118.00 ,186.00 ,27.93 ,70.08 ,23.92 ,0.28 ,
231.00 ,110.84 ,308.00 ,114.00 ,118.00 ,186.00 ,27.99 ,56.81 ,26.04 ,0.41 ,
232.00 ,141.39 ,307.00 ,114.00 ,117.00 ,187.00 ,28.15 ,49.99 ,63.25 ,0.33 ,
233.00 ,122.98 ,307.00 ,114.00 ,117.00 ,190.00 ,28.12 ,65.77 ,29.09 ,0.35 ,
234.00 ,106.85 ,307.00 ,114.00 ,118.00 ,189.00 ,28.12 ,61.57 ,17.16 ,0.21 ,
235.00 ,105.13 ,305.00 ,114.00 ,118.00 ,189.00 ,28.12 ,56.33 ,20.68 ,0.18 ,
236.00 ,93.45 ,305.00 ,115.00 ,117.00 ,188.00 ,28.11 ,47.19 ,18.15 ,0.22 ,
237.00 ,112.13 ,304.00 ,114.00 ,118.00 ,187.00 ,28.13 ,64.11 ,19.89 ,0.23 ,
238.00 ,154.10 ,304.00 ,114.00 ,117.00 ,185.00 ,28.43 ,62.06 ,63.61 ,0.39 ,
239.00 ,152.47 ,303.00 ,114.00 ,117.00 ,185.00 ,28.14 ,58.89 ,65.43 ,0.50 ,
240.00 ,105.28 ,305.00 ,116.00 ,116.00 ,185.00 ,28.03 ,57.81 ,19.43 ,0.47 ,
241.00 ,156.97 ,304.00 ,116.00 ,117.00 ,184.00 ,28.22 ,69.21 ,59.54 ,0.14 ,
242.00 ,109.07 ,304.00 ,115.00 ,117.00 ,185.00 ,28.10 ,61.09 ,19.89 ,0.36 ,
243.00 ,126.95 ,305.00 ,115.00 ,117.00 ,185.00 ,28.09 ,53.64 ,45.22 ,0.14 ,
244.00 ,139.37 ,304.00 ,115.00 ,118.00 ,184.00 ,28.15 ,58.86 ,52.36 ,0.35 ,
245.00 ,102.92 ,304.00 ,116.00 ,118.00 ,185.00 ,28.17 ,51.73 ,23.02 ,0.18 ,
246.00 ,102.93 ,306.00 ,115.00 ,118.00 ,185.00 ,28.05 ,51.18 ,23.70 ,0.22 ,
247.00 ,102.03 ,304.00 ,115.00 ,117.00 ,185.00 ,28.06 ,56.84 ,17.12 ,0.20 ,
248.00 ,121.66 ,303.00 ,115.00 ,117.00 ,185.00 ,28.20 ,65.85 ,27.61 ,0.44 ,
249.00 ,110.43 ,302.00 ,115.00 ,117.00 ,186.00 ,27.98 ,57.89 ,24.56 ,0.41 ,
250.00 ,99.29 ,302.00 ,115.00 ,117.00 ,186.00 ,27.97 ,52.12 ,19.19 ,0.08 ,
251.00 ,112.81 ,304.00 ,115.00 ,117.00 ,183.00 ,27.94 ,63.32 ,21.56 ,0.51 ,
252.00 ,106.25 ,304.00 ,114.00 ,115.00 ,186.00 ,28.06 ,59.72 ,18.48 ,0.63 ,
253.00 ,154.93 ,306.00 ,114.00 ,115.00 ,184.00 ,28.17 ,61.38 ,65.39 ,0.29 ,
254.00 ,119.00 ,306.00 ,114.00 ,115.00 ,184.00 ,28.17 ,73.47 ,17.36 ,0.19 ,
255.00 ,104.84 ,306.00 ,115.00 ,115.00 ,185.00 ,28.21 ,52.10 ,24.53 ,0.21 ,
256.00 ,120.99 ,305.00 ,116.00 ,115.00 ,184.00 ,28.20 ,64.93 ,27.86 ,0.17 ,
257.00 ,134.37 ,305.00 ,116.00 ,116.00 ,185.00 ,28.46 ,56.41 ,49.50 ,0.26 ,
258.00 ,121.28 ,304.00 ,115.00 ,116.00 ,184.00 ,28.41 ,67.76 ,25.11 ,0.12 ,
259.00 ,118.17 ,305.00 ,115.00 ,114.00 ,183.00 ,28.41 ,54.26 ,35.50 ,0.38 ,
260.00 ,97.87 ,304.00 ,114.00 ,114.00 ,183.00 ,28.42 ,51.08 ,18.37 ,0.23 ,
261.00 ,150.23 ,305.00 ,115.00 ,114.00 ,183.00 ,28.40 ,69.54 ,52.29 ,0.37 ,
262.00 ,135.73 ,306.00 ,114.00 ,114.00 ,182.00 ,28.12 ,55.95 ,51.66 ,0.43 ,
263.00 ,154.06 ,305.00 ,115.00 ,113.00 ,181.00 ,28.09 ,59.05 ,66.91 ,0.33 ,
264.00 ,112.65 ,306.00 ,115.00 ,114.00 ,181.00 ,28.37 ,55.69 ,28.59 ,0.37 ,
265.00 ,133.72 ,309.00 ,114.00 ,113.00 ,182.00 ,28.05 ,66.14 ,39.53 ,0.37 ,
266.00 ,120.84 ,307.00 ,114.00 ,114.00 ,183.00 ,28.35 ,68.54 ,23.96 ,0.30 ,
267.00 ,106.25 ,307.00 ,112.00 ,114.00 ,181.00 ,28.35 ,59.45 ,18.45 ,0.39 ,
268.00 ,114.78 ,308.00 ,113.00 ,114.00 ,181.00 ,28.32 ,68.07 ,18.39 ,0.33 ,
269.00 ,143.16 ,309.00 ,111.00 ,114.00 ,181.00 ,28.35 ,51.92 ,62.90 ,0.24 ,
270.00 ,143.81 ,306.00 ,111.00 ,114.00 ,182.00 ,28.11 ,61.37 ,54.32 ,0.35 ,
271.00 ,150.68 ,308.00 ,111.00 ,113.00 ,183.00 ,28.36 ,67.41 ,54.92 ,0.36 ,
272.00 ,105.14 ,307.00 ,111.00 ,113.00 ,183.00 ,28.37 ,56.94 ,19.84 ,0.21 ,
273.00 ,115.23 ,306.00 ,111.00 ,113.00 ,183.00 ,28.08 ,66.11 ,21.04 ,0.32 ,
274.00 ,119.66 ,304.00 ,110.00 ,113.00 ,182.00 ,28.36 ,66.86 ,24.44 ,0.58 ,
275.00 ,113.12 ,303.00 ,111.00 ,114.00 ,182.00 ,28.39 ,62.73 ,22.00 ,0.43 ,
276.00 ,119.06 ,302.00 ,111.00 ,114.00 ,182.00 ,28.38 ,64.59 ,26.09 ,0.20 ,
277.00 ,117.38 ,302.00 ,110.00 ,114.00 ,182.00 ,28.39 ,67.88 ,21.11 ,0.47 ,
278.00 ,150.51 ,301.00 ,110.00 ,112.00 ,182.00 ,28.08 ,68.37 ,54.06 ,0.67 ,
279.00 ,91.21 ,298.00 ,111.00 ,113.00 ,180.00 ,27.93 ,46.22 ,17.06 ,0.21 ,
280.00 ,124.54 ,299.00 ,111.00 ,113.00 ,180.00 ,27.98 ,72.28 ,24.28 ,0.30 ,
281.00 ,118.61 ,299.00 ,110.00 ,113.00 ,179.00 ,27.96 ,66.34 ,24.31 ,0.24 ,
282.00 ,126.25 ,299.00 ,109.00 ,112.00 ,179.00 ,27.94 ,67.77 ,30.54 ,0.46 ,
283.00 ,122.00 ,300.00 ,110.00 ,112.00 ,182.00 ,27.88 ,71.20 ,22.92 ,0.41 ,
284.00 ,127.81 ,299.00 ,109.00 ,112.00 ,182.00 ,27.92 ,69.03 ,30.87 ,0.14 ,
285.00 ,146.70 ,300.00 ,109.00 ,113.00 ,183.00 ,27.88 ,63.69 ,55.13 ,0.34 ,
286.00 ,107.10 ,299.00 ,109.00 ,112.00 ,184.00 ,28.00 ,60.42 ,18.68 ,0.20 ,
287.00 ,135.04 ,299.00 ,109.00 ,113.00 ,182.00 ,28.03 ,55.70 ,51.31 ,0.41 ,
288.00 ,124.26 ,300.00 ,109.00 ,113.00 ,183.00 ,27.92 ,76.63 ,19.71 ,0.29 ,
289.00 ,97.60 ,299.00 ,109.00 ,112.00 ,180.00 ,27.91 ,52.21 ,17.48 ,0.43 ,
290.00 ,84.00 ,299.00 ,110.00 ,113.00 ,180.00 ,27.94 ,39.52 ,16.54 ,0.37 ,
291.00 ,113.54 ,299.00 ,110.00 ,113.00 ,178.00 ,27.95 ,65.73 ,19.86 ,0.57 ,
292.00 ,109.02 ,300.00 ,110.00 ,113.00 ,178.00 ,28.06 ,57.65 ,23.32 ,0.69 ,
293.00 ,104.12 ,297.00 ,108.00 ,112.00 ,178.00 ,27.91 ,53.62 ,22.59 ,0.39 ,
294.00 ,118.83 ,296.00 ,109.00 ,112.00 ,178.00 ,27.85 ,66.53 ,24.45 ,0.42 ,
295.00 ,148.56 ,298.00 ,109.00 ,113.00 ,178.00 ,28.01 ,66.66 ,53.90 ,0.71 ,
296.00 ,143.99 ,298.00 ,109.00 ,112.00 ,179.00 ,28.01 ,54.02 ,61.96 ,0.40 ,
297.00 ,114.83 ,298.00 ,109.00 ,111.00 ,178.00 ,28.01 ,67.47 ,19.34 ,0.28 ,
298.00 ,113.49 ,297.00 ,109.00 ,111.00 ,177.00 ,28.00 ,63.67 ,21.83 ,0.35 ,
299.00 ,115.08 ,299.00 ,109.00 ,111.00 ,177.00 ,27.89 ,63.78 ,23.41 ,0.34 ,
300.00 ,155.77 ,300.00 ,109.00 ,111.00 ,177.00 ,27.89 ,63.54 ,64.34 ,0.28 ,
301.00 ,115.50 ,300.00 ,109.00 ,111.00 ,177.00 ,27.88 ,63.43 ,24.18 ,0.30 ,
302.00 ,115.09 ,299.00 ,109.00 ,111.00 ,177.00 ,27.88 ,66.26 ,20.95 ,0.24 ,
303.00 ,101.32 ,301.00 ,109.00 ,111.00 ,177.00 ,27.88 ,53.01 ,20.43 ,0.39 ,
304.00 ,105.45 ,301.00 ,109.00 ,111.00 ,176.00 ,27.88 ,58.46 ,19.10 ,0.38 ,
305.00 ,149.61 ,300.00 ,109.00 ,112.00 ,177.00 ,27.82 ,58.77 ,63.03 ,0.49 ,
306.00 ,109.06 ,301.00 ,110.00 ,112.00 ,178.00 ,27.82 ,59.60 ,21.64 ,0.33 ,
307.00 ,116.26 ,301.00 ,109.00 ,113.00 ,179.00 ,27.73 ,70.14 ,18.39 ,0.27 ,
308.00 ,104.68 ,299.00 ,109.00 ,112.00 ,179.00 ,27.73 ,54.42 ,22.53 ,0.24 ,
309.00 ,116.12 ,298.00 ,110.00 ,111.00 ,178.00 ,27.73 ,67.37 ,21.01 ,0.31 ,
310.00 ,132.62 ,299.00 ,110.00 ,111.00 ,178.00 ,27.67 ,52.19 ,52.76 ,0.28 ,
311.00 ,110.97 ,298.00 ,110.00 ,111.00 ,177.00 ,27.73 ,65.34 ,17.91 ,0.41 ,
312.00 ,110.40 ,299.00 ,110.00 ,111.00 ,177.00 ,27.73 ,59.10 ,23.57 ,0.19 ,
313.00 ,107.63 ,298.00 ,109.00 ,112.00 ,175.00 ,27.67 ,54.25 ,25.70 ,0.66 ,
314.00 ,107.88 ,298.00 ,108.00 ,113.00 ,175.00 ,27.67 ,60.88 ,19.33 ,0.46 ,
315.00 ,111.93 ,296.00 ,108.00 ,112.00 ,175.00 ,27.67 ,59.34 ,24.92 ,0.38 ,
316.00 ,146.65 ,296.00 ,107.00 ,111.00 ,177.00 ,27.73 ,65.28 ,53.64 ,0.35 ,
317.00 ,126.59 ,294.00 ,107.00 ,111.00 ,175.00 ,27.82 ,77.55 ,21.23 ,0.23 ,
318.00 ,104.77 ,295.00 ,107.00 ,111.00 ,175.00 ,27.82 ,57.11 ,19.85 ,0.25 ,
319.00 ,110.17 ,295.00 ,108.00 ,111.00 ,174.00 ,27.88 ,61.20 ,21.10 ,0.36 ,
320.00 ,146.51 ,294.00 ,109.00 ,111.00 ,175.00 ,27.82 ,65.35 ,53.34 ,0.36 ,
321.00 ,98.77 ,291.00 ,110.00 ,111.00 ,176.00 ,27.73 ,50.63 ,20.41 ,0.66 ,
322.00 ,139.01 ,292.00 ,109.00 ,112.00 ,175.00 ,27.73 ,59.27 ,52.01 ,0.52 ,
323.00 ,127.87 ,292.00 ,109.00 ,111.00 ,175.00 ,27.73 ,50.98 ,49.16 ,0.32 ,
324.00 ,112.79 ,291.00 ,110.00 ,111.00 ,176.00 ,27.73 ,64.17 ,20.88 ,0.41 ,
325.00 ,112.47 ,292.00 ,109.00 ,112.00 ,177.00 ,27.73 ,65.04 ,19.70 ,0.51 ,
326.00 ,111.94 ,292.00 ,109.00 ,111.00 ,176.00 ,27.73 ,59.76 ,24.45 ,0.32 ,
327.00 ,152.07 ,292.00 ,109.00 ,111.00 ,175.00 ,27.73 ,68.65 ,55.69 ,0.18 ,
328.00 ,110.97 ,292.00 ,110.00 ,112.00 ,175.00 ,27.73 ,65.27 ,17.98 ,0.31 ,
329.00 ,146.07 ,293.00 ,109.00 ,111.00 ,175.00 ,27.82 ,62.13 ,56.13 ,0.47 ,
330.00 ,112.13 ,291.00 ,109.00 ,109.00 ,174.00 ,27.88 ,64.63 ,19.63 ,0.60 ,
331.00 ,116.14 ,291.00 ,108.00 ,109.00 ,175.00 ,27.88 ,58.61 ,29.65 ,0.38 ,
332.00 ,111.31 ,292.00 ,108.00 ,108.00 ,175.00 ,27.82 ,61.72 ,21.78 ,0.41 ,
333.00 ,100.13 ,293.00 ,108.00 ,108.00 ,176.00 ,27.73 ,49.21 ,23.20 ,0.28 ,
334.00 ,107.93 ,294.00 ,107.00 ,108.00 ,175.00 ,27.82 ,59.95 ,20.16 ,0.51 ,
335.00 ,98.83 ,292.00 ,108.00 ,108.00 ,175.00 ,27.82 ,50.38 ,20.63 ,0.28 ,
336.00 ,104.55 ,293.00 ,107.00 ,108.00 ,176.00 ,27.82 ,54.46 ,22.27 ,0.16 ,
337.00 ,116.49 ,293.00 ,107.00 ,110.00 ,174.00 ,27.88 ,66.20 ,22.40 ,0.63 ,
338.00 ,103.10 ,293.00 ,107.00 ,109.00 ,174.00 ,27.73 ,52.13 ,23.24 ,0.36 ,
339.00 ,126.98 ,292.00 ,107.00 ,108.00 ,173.00 ,27.73 ,50.57 ,48.68 ,0.37 ,
340.00 ,109.36 ,289.00 ,108.00 ,109.00 ,174.00 ,27.81 ,63.32 ,18.22 ,0.33 ,
341.00 ,154.40 ,288.00 ,108.00 ,109.00 ,173.00 ,27.82 ,61.10 ,65.48 ,0.43 ,
342.00 ,130.92 ,288.00 ,108.00 ,109.00 ,173.00 ,27.82 ,49.52 ,53.58 ,0.34 ,
343.00 ,107.97 ,289.00 ,107.00 ,109.00 ,173.00 ,27.88 ,55.45 ,24.64 ,0.53 ,
344.00 ,114.07 ,288.00 ,107.00 ,108.00 ,173.00 ,27.82 ,68.37 ,17.88 ,0.17 ,
345.00 ,155.87 ,289.00 ,107.00 ,109.00 ,173.00 ,27.82 ,64.44 ,63.62 ,0.24 ,
346.00 ,120.80 ,289.00 ,107.00 ,108.00 ,174.00 ,27.82 ,37.92 ,55.05 ,0.35 ,
347.00 ,150.76 ,290.00 ,107.00 ,108.00 ,173.00 ,27.82 ,59.29 ,63.65 ,0.12 ,
348.00 ,102.76 ,290.00 ,106.00 ,108.00 ,173.00 ,27.67 ,54.83 ,20.26 ,0.48 ,
349.00 ,146.08 ,289.00 ,107.00 ,108.00 ,173.00 ,27.73 ,62.35 ,56.00 ,0.30 ,
350.00 ,119.70 ,287.00 ,106.00 ,108.00 ,173.00 ,27.67 ,61.35 ,30.68 ,0.37 ,
351.00 ,153.04 ,288.00 ,106.00 ,109.00 ,173.00 ,27.73 ,61.52 ,63.79 ,0.40 ,
352.00 ,144.46 ,288.00 ,106.00 ,109.00 ,173.00 ,27.81 ,63.99 ,52.65 ,0.33 ,
353.00 ,142.93 ,287.00 ,107.00 ,109.00 ,173.00 ,27.73 ,77.17 ,38.02 ,0.58 ,
354.00 ,100.82 ,288.00 ,108.00 ,109.00 ,174.00 ,27.66 ,49.89 ,23.26 ,0.23 ,
355.00 ,150.60 ,288.00 ,106.00 ,108.00 ,173.00 ,27.67 ,59.01 ,63.92 ,0.21 ,
356.00 ,96.55 ,287.00 ,107.00 ,110.00 ,172.00 ,27.67 ,47.73 ,21.15 ,0.35 ,
357.00 ,107.18 ,287.00 ,106.00 ,109.00 ,172.00 ,27.73 ,58.61 ,20.83 ,0.32 ,
358.00 ,108.29 ,287.00 ,107.00 ,108.00 ,172.00 ,27.73 ,58.24 ,22.32 ,0.37 ,
359.00 ,118.60 ,285.00 ,106.00 ,107.00 ,172.00 ,27.73 ,68.38 ,22.49 ,0.42 ,
360.00 ,160.69 ,284.00 ,106.00 ,108.00 ,173.00 ,27.73 ,68.68 ,64.28 ,0.21 ,
361.00 ,148.49 ,283.00 ,105.00 ,107.00 ,172.00 ,27.67 ,58.70 ,62.13 ,0.39 ,
362.00 ,104.39 ,283.00 ,105.00 ,107.00 ,171.00 ,27.65 ,55.30 ,21.43 ,0.38 ,
363.00 ,101.93 ,282.00 ,106.00 ,106.00 ,169.00 ,27.67 ,54.06 ,20.21 ,0.62 ,
364.00 ,105.49 ,282.00 ,106.00 ,107.00 ,171.00 ,27.67 ,58.54 ,19.28 ,0.23 ,
365.00 ,108.28 ,283.00 ,106.00 ,106.00 ,171.00 ,27.65 ,61.09 ,19.55 ,0.16 ,
366.00 ,106.40 ,282.00 ,106.00 ,106.00 ,171.00 ,27.67 ,55.37 ,23.36 ,0.45 ,
367.00 ,98.71 ,282.00 ,106.00 ,106.00 ,170.00 ,27.67 ,49.56 ,21.48 ,0.29 ,
368.00 ,120.69 ,282.00 ,107.00 ,105.00 ,171.00 ,27.67 ,61.63 ,31.40 ,0.44 ,
369.00 ,130.90 ,283.00 ,108.00 ,105.00 ,170.00 ,27.67 ,69.01 ,34.23 ,0.29 ,
370.00 ,101.88 ,283.00 ,107.00 ,105.00 ,170.00 ,27.67 ,53.99 ,20.22 ,0.30 ,
371.00 ,146.30 ,282.00 ,106.00 ,105.00 ,168.00 ,27.67 ,53.95 ,64.69 ,0.49 ,
372.00 ,147.64 ,281.00 ,106.00 ,105.00 ,169.00 ,27.67 ,64.96 ,55.01 ,0.27 ,
373.00 ,113.17 ,280.00 ,107.00 ,105.00 ,168.00 ,27.67 ,65.38 ,20.12 ,0.55 ,
374.00 ,99.42 ,280.00 ,106.00 ,105.00 ,168.00 ,27.67 ,54.41 ,17.34 ,0.22 ,
375.00 ,111.44 ,281.00 ,106.00 ,105.00 ,168.00 ,27.67 ,64.12 ,19.65 ,0.27 ,
376.00 ,164.68 ,279.00 ,106.00 ,104.00 ,168.00 ,27.73 ,74.63 ,62.32 ,0.39 ,
377.00 ,113.58 ,278.00 ,106.00 ,104.00 ,168.00 ,27.73 ,61.61 ,24.23 ,0.32 ,
378.00 ,141.25 ,279.00 ,106.00 ,104.00 ,168.00 ,27.73 ,59.61 ,53.91 ,0.19 ,
379.00 ,143.42 ,280.00 ,106.00 ,104.00 ,168.00 ,27.81 ,63.91 ,51.70 ,0.41 ,
380.00 ,119.63 ,280.00 ,105.00 ,104.00 ,169.00 ,27.73 ,66.51 ,25.40 ,0.38 ,
381.00 ,109.30 ,280.00 ,105.00 ,105.00 ,166.00 ,27.73 ,60.46 ,21.10 ,0.56 ,
382.00 ,122.93 ,281.00 ,106.00 ,105.00 ,166.00 ,27.73 ,68.35 ,26.85 ,0.28 ,
383.00 ,161.09 ,279.00 ,105.00 ,104.00 ,166.00 ,27.67 ,58.59 ,74.84 ,0.42 ,
384.00 ,106.29 ,279.00 ,105.00 ,104.00 ,166.00 ,27.67 ,46.11 ,32.51 ,0.45 ,
385.00 ,109.50 ,279.00 ,105.00 ,104.00 ,167.00 ,27.67 ,45.65 ,36.18 ,0.45 ,
386.00 ,111.24 ,279.00 ,105.00 ,105.00 ,166.00 ,27.67 ,63.38 ,20.19 ,0.19 ,
387.00 ,117.75 ,280.00 ,104.00 ,104.00 ,166.00 ,27.67 ,68.33 ,21.76 ,0.22 ,
388.00 ,152.91 ,280.00 ,104.00 ,105.00 ,165.00 ,27.67 ,65.48 ,59.77 ,0.27 ,
389.00 ,113.05 ,279.00 ,104.00 ,104.00 ,166.00 ,27.73 ,60.38 ,24.95 ,0.17 ,
390.00 ,132.84 ,278.00 ,105.00 ,105.00 ,165.00 ,27.73 ,61.76 ,43.36 ,0.35 ,
391.00 ,132.25 ,278.00 ,105.00 ,104.00 ,165.00 ,27.73 ,59.83 ,44.69 ,0.47 ,
392.00 ,100.89 ,278.00 ,104.00 ,104.00 ,165.00 ,27.73 ,57.40 ,15.77 ,0.19 ,
393.00 ,153.44 ,278.00 ,104.00 ,104.00 ,167.00 ,27.73 ,65.08 ,60.63 ,0.26 ,
394.00 ,104.19 ,276.00 ,105.00 ,104.00 ,165.00 ,27.73 ,51.79 ,24.67 ,0.36 ,
395.00 ,107.43 ,276.00 ,105.00 ,103.00 ,165.00 ,27.73 ,58.87 ,20.84 ,0.29 ,
396.00 ,117.55 ,276.00 ,106.00 ,102.00 ,165.00 ,27.73 ,68.13 ,21.69 ,0.42 ,
397.00 ,116.80 ,276.00 ,106.00 ,103.00 ,164.00 ,27.82 ,68.28 ,20.70 ,0.38 ,
398.00 ,112.28 ,275.00 ,105.00 ,102.00 ,166.00 ,27.67 ,65.40 ,19.22 ,0.57 ,
399.00 ,93.21 ,274.00 ,104.00 ,102.00 ,165.00 ,27.73 ,46.81 ,18.67 ,0.24 ,
400.00 ,106.53 ,275.00 ,103.00 ,102.00 ,164.00 ,27.73 ,58.71 ,20.09 ,0.42 ,
401.00 ,157.31 ,275.00 ,104.00 ,101.00 ,164.00 ,27.73 ,64.38 ,65.20 ,0.10 ,
402.00 ,152.52 ,276.00 ,104.00 ,101.00 ,164.00 ,27.73 ,68.62 ,56.18 ,0.14 ,
403.00 ,106.37 ,276.00 ,104.00 ,102.00 ,165.00 ,27.73 ,58.94 ,19.69 ,0.25 ,
404.00 ,103.45 ,275.00 ,103.00 ,99.00 ,166.00 ,27.82 ,58.55 ,17.09 ,0.71 ,
405.00 ,114.37 ,274.00 ,103.00 ,100.00 ,165.00 ,27.73 ,67.72 ,18.92 ,0.47 ,
406.00 ,95.21 ,274.00 ,105.00 ,100.00 ,165.00 ,27.77 ,48.68 ,18.76 ,0.46 ,
407.00 ,153.45 ,273.00 ,103.00 ,101.00 ,165.00 ,27.77 ,79.56 ,46.13 ,0.16 ,
408.00 ,109.52 ,272.00 ,103.00 ,100.00 ,165.00 ,27.73 ,63.49 ,18.30 ,0.41 ,
409.00 ,107.71 ,273.00 ,104.00 ,100.00 ,165.00 ,27.73 ,56.57 ,23.40 ,0.47 ,
410.00 ,125.83 ,274.00 ,104.00 ,100.00 ,164.00 ,27.73 ,72.36 ,25.74 ,0.34 ,
411.00 ,107.49 ,275.00 ,104.00 ,100.00 ,163.00 ,27.73 ,57.64 ,22.12 ,0.30 ,
412.00 ,159.58 ,274.00 ,103.00 ,101.00 ,163.00 ,27.73 ,60.03 ,71.82 ,0.50 ,
413.00 ,109.98 ,275.00 ,103.00 ,101.00 ,164.00 ,27.73 ,60.56 ,21.69 ,0.28 ,
414.00 ,111.92 ,273.00 ,103.00 ,101.00 ,166.00 ,27.73 ,62.14 ,22.05 ,0.50 ,
415.00 ,116.29 ,271.00 ,103.00 ,100.00 ,166.00 ,27.82 ,69.98 ,18.49 ,0.16 ,
416.00 ,134.03 ,271.00 ,103.00 ,100.00 ,165.00 ,27.88 ,53.69 ,52.45 ,0.38 ,
417.00 ,116.07 ,271.00 ,103.00 ,101.00 ,164.00 ,27.88 ,63.22 ,24.96 ,0.36 ,
418.00 ,116.24 ,271.00 ,103.00 ,101.00 ,164.00 ,27.87 ,66.82 ,21.54 ,0.06 ,
419.00 ,104.42 ,271.00 ,103.00 ,101.00 ,164.00 ,27.92 ,52.27 ,24.23 ,0.25 ,
420.00 ,114.82 ,273.00 ,102.00 ,102.00 ,165.00 ,27.89 ,66.35 ,20.58 ,0.64 ,
421.00 ,152.19 ,272.00 ,103.00 ,101.00 ,164.00 ,27.89 ,55.20 ,69.11 ,0.44 ,
422.00 ,115.61 ,273.00 ,103.00 ,100.00 ,165.00 ,27.82 ,67.01 ,20.78 ,0.27 ,
423.00 ,88.09 ,273.00 ,102.00 ,101.00 ,164.00 ,27.81 ,40.75 ,19.53 ,0.26 ,
424.00 ,102.39 ,274.00 ,102.00 ,100.00 ,164.00 ,27.88 ,55.60 ,18.91 ,0.39 ,
425.00 ,123.68 ,274.00 ,103.00 ,100.00 ,165.00 ,27.88 ,64.38 ,31.41 ,0.30 ,
426.00 ,108.33 ,273.00 ,102.00 ,100.00 ,165.00 ,27.82 ,61.77 ,18.75 ,0.25 ,
427.00 ,126.08 ,273.00 ,103.00 ,101.00 ,165.00 ,27.81 ,71.28 ,26.99 ,0.27 ,
428.00 ,115.96 ,272.00 ,102.00 ,100.00 ,165.00 ,27.82 ,64.41 ,23.72 ,0.43 ,
429.00 ,141.05 ,272.00 ,102.00 ,100.00 ,165.00 ,27.88 ,58.20 ,54.97 ,0.33 ,
430.00 ,112.02 ,272.00 ,101.00 ,99.00 ,165.00 ,27.81 ,63.33 ,20.88 ,0.42 ,
431.00 ,126.85 ,272.00 ,101.00 ,100.00 ,163.00 ,27.88 ,68.11 ,30.87 ,0.34 ,
432.00 ,113.42 ,273.00 ,101.00 ,99.00 ,164.00 ,28.01 ,64.16 ,21.26 ,0.42 ,
433.00 ,105.36 ,270.00 ,100.00 ,99.00 ,163.00 ,28.01 ,57.76 ,19.58 ,0.45 ,
434.00 ,97.67 ,272.00 ,101.00 ,99.00 ,163.00 ,27.88 ,46.44 ,23.34 ,0.26 ,
435.00 ,126.45 ,269.00 ,102.00 ,99.00 ,162.00 ,28.01 ,76.73 ,21.71 ,0.39 ,
436.00 ,112.91 ,269.00 ,101.00 ,98.00 ,162.00 ,27.88 ,63.61 ,21.42 ,0.37 ,
437.00 ,103.86 ,268.00 ,101.00 ,99.00 ,162.00 ,27.88 ,56.03 ,19.95 ,0.62 ,
438.00 ,120.63 ,267.00 ,101.00 ,98.00 ,162.00 ,27.88 ,67.20 ,25.55 ,0.34 ,
439.00 ,119.26 ,268.00 ,101.00 ,98.00 ,162.00 ,27.88 ,68.34 ,23.03 ,0.21 ,
440.00 ,116.30 ,269.00 ,99.00 ,98.00 ,162.00 ,27.88 ,55.69 ,32.72 ,0.39 ,
441.00 ,102.57 ,269.00 ,99.00 ,98.00 ,161.00 ,27.89 ,51.54 ,23.14 ,0.37 ,
442.00 ,108.51 ,267.00 ,99.00 ,98.00 ,162.00 ,28.01 ,58.94 ,21.57 ,0.63 ,
443.00 ,119.41 ,267.00 ,99.00 ,98.00 ,162.00 ,28.00 ,72.90 ,18.51 ,0.21 ,
444.00 ,136.37 ,267.00 ,99.00 ,98.00 ,162.00 ,28.01 ,59.16 ,49.20 ,0.27 ,
445.00 ,160.31 ,265.00 ,100.00 ,98.00 ,161.00 ,28.00 ,66.70 ,65.60 ,0.35 ,
446.00 ,122.52 ,267.00 ,99.00 ,98.00 ,160.00 ,28.00 ,68.52 ,25.99 ,0.23 ,
